"Publications Database Id","DOI","PMID","ISI ID","Title of Paper","Authors","Industrial Partner Is Co-author?","Publication State","Date Published","Diamond Proposal Number","Publication Type","Title of Journal","Journal Volume","Journal Pages","Title of Conference","Peer Reviewed","Magazine Title","Uses Synchrotron, EM or Offline lab Data?","Data From Diamond?","Beamlines","Additional Facilities If Data From Diamond","Facility If Data Not From Diamond","Subject Areas","Technical Areas","Keywords","Diamond Keywords","Discipline/Technical Tags","ISBN","Book Chapter","Added On"
"16687",,,"DLS:000010000016687","Micro-CT can take us back in time to the dawn of jaws","Diamond Light Source","false","Published (Approved)","05/2023","29710","Science Highlight",,,,,"false",,"true","true","I12-JEEP: Joint Engineering, Environmental and Processing",,,"Earth Science","","jaws; Devonian; Mongolia; placoderm; acanthothoracid; evolution",,"Earth Sciences & Environment, Palaeontology, Evolution, Geology, Imaging, Tomography",,,"01/11/2023"
"16707",,,"DLS:000015000016707","New studies towards lignin valorisation","Diamond Light Source","false","Published (Approved)","04/2023","23269","Science Highlight",,,,,"false",,"true","true","B21-High Throughput SAXS, I03-Macromolecular Crystallography, I23-Long wavelength MX",,,"Biology and Bio-materials, Chemistry","","lignin; aromatic catabolism; Novosphingobium aromaticivorans; Sphingobium sp. SYK-6; NTF-2","Enzymes","Biotechnology, Biochemistry, Catalysis, Chemistry, Structural biology, Engineering & Technology, Life Sciences & Biotech, Diffraction, Scattering, Macromolecular Crystallography (MX), Long Wavelength Crystallography, Small Angle X-ray Scattering (SAXS)",,,"07/11/2023"
"16708",,,"DLS:000017000016708","Unravelling the porosity of biochars at Diamond","Diamond Light Source","false","Published (Approved)","03/2023","","Science Highlight",,,,,"false",,"true","true","I13-2-Diamond Manchester Imaging",,,"Biology and Bio-materials, Chemistry, Environment","","Chemical engineering; Porous materials",,"Earth Sciences & Environment, Biotechnology, Chemistry, Chemical Engineering, Engineering & Technology, Life Sciences & Biotech, Imaging, Tomography",,,"07/11/2023"
"16717",,,"DLS:00000D000016717","Caging chromophores offers a bright future for organic optoelectronics","Diamond Light Source","false","Published (Approved)","03/2023","21497","Science Highlight",,,,,"false",,"true","true","I19-Small Molecule Single Crystal Diffraction",,,"Chemistry, Physics","","molecular electronics; supramolecular chemistry; metal-organic cage; photophysics","Semiconductors; Organic Light Emitting Diodes (OLEDs)","Physics, Physical Chemistry, Electronics, Chemistry, Organic Chemistry, Diffraction, Single Crystal X-ray Diffraction (SXRD)",,,"08/11/2023"
"16762",,,"DLS:000000000016762","RIXS shows flat-band stoner excitations in a Kagome semimetal","Diamond Light Source","false","Published (Approved)","02/2023","27905","Science Highlight",,,,,"false",,"true","true","I21-Resonant Inelastic X-ray Scattering (RIXS)",,,"Materials, Physics","",,,"Quantum Materials, Physics, Magnetism, Materials Science, Scattering, Resonant Inelastic X-ray Scattering (RIXS)",,,"21/11/2023"
"16761",,,"DLS:000018000016761","Novel acquisition scheme transforms I13-1 into the fastest X-ray ptychography beamline","Diamond Light Source","false","Published (Approved)","02/2023","","Science Highlight",,,,,"false",,"true","true","I13-1-Coherence",,,"Technique Development, Materials","","Imaging techniques; Materials for energy and catalysis; Scanning probe microscopy",,"Technique Development - Materials Science, Materials Science, Imaging, Coherent Diffraction Imaging (CDI), Ptychography",,,"21/11/2023"
"16718",,,"DLS:000005000016718","What happens to MOFs under pressure?","Diamond Light Source","false","Published (Approved)","02/2023","21603","Science Highlight",,,,,"false",,"true","true","I15-Extreme Conditions","P02.1 at PETRA III",,"Chemistry, Materials","","metal-organic frameworks; phase transition; responsive materials; high-pressure crystallography; mechanical properties",,"Chemistry, Materials Science, Metal-Organic Frameworks, Metallurgy, Diffraction, X-ray Powder Diffraction, Organometallic Chemistry",,,"08/11/2023"
"16787",,,"DLS:00000F000016787","Mixing it up: can sulfobetaines help with drug delivery?","Diamond Light Source","false","Published (Approved)","01/2023","11542","Science Highlight",,,,,"false",,"true","true","I07-Surface & interface diffraction","INTER at ISIS",,"Chemistry, Physics, Medicine","",,,"Surfaces, Drug Delivery, Physics, Physical Chemistry, Health & Wellbeing, Chemistry, interfaces and thin films, Life Sciences & Biotech, Diffraction, X-ray Reflectivity (XRR)",,,"28/11/2023"
"16788",,,"DLS:000009000016788","Cement may hold the key to chromium remediation","Diamond Light Source","false","Published (Approved)","01/2023","23914","Science Highlight",,,,,"false",,"true","true","I11-High Resolution Powder Diffraction",,,"Environment, Chemistry","",,,"Desertification & Pollution, Earth Sciences & Environment, Chemistry, Chemical Engineering, Engineering & Technology, Inorganic Chemistry, Diffraction, X-ray Powder Diffraction",,,"28/11/2023"
"16814",,,"DLS:000000000016814","Getting the measure of tiny angles","Diamond Light Source","false","Published (Approved)","12/2022","","Science Highlight",,,,,"false",,"false","false","",,,"Physics","Metrology","interferometry; angle metrology; nanoradian; picoradian",,"Physics, Metrology",,,"05/12/2023"
"16813",,,"DLS:000002000016813","New research to understand disease resistance in crops","Diamond Light Source","false","Published (Approved)","12/2022","18565","Science Highlight",,,,,"false",,"true","true","I03-Macromolecular Crystallography",,,"Biology and Bio-materials","","effector; plant immunity; NLR; Exocyst","Cereal Crops","Plant science, Pathogens, Agriculture & Fisheries, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"05/12/2023"
"16815",,,"DLS:00000E000016815","How will neutron irradiation affect the superconducting magnets in fusion power plants?","Diamond Light Source","false","Published (Approved)","11/2022","23408, 27236, 28846, 28480","Science Highlight",,,,,"false",,"true","true","E02-JEM ARM 300CF, I20-Scanning-X-ray spectroscopy (XAS/XES)",,,"Materials, Physics, Energy","",,"Nuclear Fusion Reactors","High energy & particle physics, Superconductors, Quantum Materials, Energy, Physics, Materials Science, Microscopy, Spectroscopy, Electron Microscopy (EM), X-ray Absorption Spectroscopy (XAS), High Energy Resolution Fluorescence Detected XAS (HERFD-XAS), Scanning Transmission Electron Microscopy (STEM)",,,"05/12/2023"
"16829",,,"DLS:000014000016829","A single step water treatment for arsenic decontamination","Diamond Light Source","false","Published (Approved)","11/2022","11226","Science Highlight",,,,,"false",,"true","true","B18-Core EXAFS",,,"Materials, Chemistry, Environment","","Arsenic; Composite; Adsorption; EXAFS; FTIR; Surface complexation model","Photocatalysis","Desertification & Pollution, Earth Sciences & Environment, Carcinogens, Molecular Complexes, Physical Chemistry, Health & Wellbeing, Catalysis, Energy Materials, Chemistry, Materials Science, Composite Materials, Life Sciences & Biotech, Spectroscopy, X-ray Absorption Spectroscopy (XAS), Extended X-ray Absorption Fine Structure (EXAFS)",,,"07/12/2023"
"16816",,,"DLS:000014000016816","Understanding how strontium-90 interacts with uranium in spent nuclear fuel storage","Diamond Light Source","true","Published (Approved)","11/2022","13559","Science Highlight",,,,,"false",,"true","true","B18-Core EXAFS",,,"Materials, Chemistry, Environment","","Sorption; Nuclear fuel; Colloids; Extended X-ray absorption fine structure; pH",,"Earth Sciences & Environment, Radioactive Materials, Chemistry, Materials Science, Nuclear Waste, Inorganic Chemistry, Nanoscience/Nanotechnology, Spectroscopy, X-ray Absorption Spectroscopy (XAS), Extended X-ray Absorption Fine Structure (EXAFS)",,,"05/12/2023"
"16817",,,"DLS:000010000016817","Investigating the complex radioactive materials entombed at Fukushima","Diamond Light Source","false","Published (Approved)","11/2022","20189","Science Highlight",,,,,"false",,"true","true","I12-JEEP: Joint Engineering, Environmental and Processing",,,"Materials, Environment, Engineering","","Imaging techniques; Nuclear waste",,"Desertification & Pollution, Earth Sciences & Environment, Radioactive Materials, Materials Engineering & Processes, Materials Science, Engineering & Technology, Nuclear Waste, Imaging, Tomography",,,"05/12/2023"
"16841",,,"DLS:000008000016841","Materials beamline helps take a closer look at our eyes","Diamond Light Source","false","Published (Approved)","10/2022","11316, 8458","Science Highlight",,,,,"false",,"true","true","I22-Small angle scattering & Diffraction",,,"Biology and Bio-materials","","Collagen; cornea; x-ray scattering; biomechanics; crimp",,"Health & Wellbeing, Ophthalmology, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS), Wide Angle X-ray Scattering (WAXS)",,,"12/12/2023"
"16830",,,"DLS:000015000016830","Flavour compounds can bind to proteins and affect their structure","Diamond Light Source","false","Published (Approved)","10/2022","22113","Science Highlight",,,,,"false",,"true","true","B21-High Throughput SAXS",,,"Food Science, Chemistry, Biology and Bio-materials","","Bovine serum albumin; Methyl anthranilate; Flavour; Structure; AUC; SAXS",,"Chemistry, Organic Chemistry, Biophysics, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS), Food Science",,,"07/12/2023"
"16840",,,"DLS:000000000016840","Plasma jet printing helps with whole battery recycling","Diamond Light Source","false","Published (Approved)","10/2022","27982","Science Highlight",,,,,"false",,"true","true","B07-C-Versatile Soft X-ray beamline: Ambient Pressure XPS and NEXAFS",,,"Materials, Energy, Environment","","Lithium-ion batteries; Recycling; Graphite anode; Plasma jet; Electrochemistry","Additive Manufacturing; Batteries; Lithium-ion","Energy Storage, Earth Sciences & Environment, Energy, Physical Chemistry, Energy Materials, Chemistry, Materials Science, Spectroscopy, X-ray Absorption Spectroscopy (XAS), X-ray Photoelectron Spectroscopy (XPS), Near Edge X-ray Absorption Fine Structures (NEXAFS)",,,"12/12/2023"
"16842",,,"DLS:00000B000016842","A novel synchrotron technique offers insights into high-performance composite materials","Diamond Light Source","false","Published (Approved)","10/2022","23372","Science Highlight",,,,,"false",,"true","true","B16-Test Beamline",,,"Materials, Engineering, Technique Development","","Carbon fibre reinforced polymers; Lattice strain mapping; Fiber orientation; Microstructural characterisation; X-ray diffraction",,"Technique Development - Materials Science, Materials Engineering & Processes, Materials Science, Engineering & Technology, Composite Materials, Polymer Science, Diffraction",,,"12/12/2023"
"16843",,,"DLS:000000000016843","Access denied: Stopping rabies virus from entering cells","Diamond Light Source","false","Published (Approved)","09/2022","20223","Science Highlight",,,,,"false",,"true","true","Krios I-Titan Krios I at Diamond",,,"Biology and Bio-materials, Medicine","",,"Rabies; Viruses","Vaccines, Pathogens, Infectious Diseases, Health & Wellbeing, Structural biology, Drug Discovery, Life Sciences & Biotech, Microscopy, Electron Microscopy (EM), Cryo Electron Microscopy (Cryo EM)",,,"12/12/2023"
"16844",,,"DLS:00000A000016844","Studying macromolecules in their near-native state","Diamond Light Source","false","Published (Approved)","09/2022","14493","Science Highlight",,,,,"false",,"true","true","I24-Microfocus Macromolecular Crystallography",,,"Biology and Bio-materials","","serial femtosecond crystallography; serial synchrotron crystallography; neutron crystallography; XFELs; room temperature; metalloenzymes","Enzymes","Structural biology, Life Sciences & Biotech, Diffraction, Serial Synchrotron Crystallography (SSX)",,,"12/12/2023"
"16845",,,"DLS:000010000016845","On the move: How magma crystallisation affects volcanic eruptions","Diamond Light Source","false","Published (Approved)","08/2022","16188","Science Highlight",,,,,"false",,"true","true","I12-JEEP: Joint Engineering, Environmental and Processing",,,"Earth Science","","Petrology; Volcanology","Volcanology","Earth Sciences & Environment, Natural disaster, Geology, Imaging, Tomography, Geochemistry",,,"12/12/2023"
"16846",,,"DLS:00003D000016846","How does the herpes virus hijack our cells? Cryo-SXT can show us","Diamond Light Source","false","Published (Approved)","08/2022","18925, 19958, 21485, 23508","Science Highlight",,,,,"false",,"true","true","B24-Cryo Soft X-ray Tomography ",,,"Biology and Bio-materials, Technique Development","","Mitochondria; Vesicles; Lipids; Capsids; Virions; X-ray radiography; Microtubules; Infection imaging","Herpes; Viruses","Pathogens, Health & Wellbeing, Technique Development - Life Sciences & Biotech, Structural biology, Life Sciences & Biotech, Imaging, Tomography, Cryo-soft X-ray Tomography (Cryo-SXT)",,,"12/12/2023"
"16847",,,"DLS:000011000016847","A biochemical switch in infectious proteins may lead to neurodegeneration","Diamond Light Source","false","Published (Approved)","08/2022","19680","Science Highlight",,,,,"false",,"true","true","B23-Circular Dichroism",,,"Biology and Bio-materials, Medicine","",,,"Neurodegenerative Diseases, Non-Communicable Diseases, Health & Wellbeing, Neurology, Structural biology, Biophysics, Drug Discovery, Life Sciences & Biotech, Spectroscopy, Circular Dichroism (CD)",,,"12/12/2023"
"16849",,,"DLS:000006000016849","Similar vortices found in ferroelectric and ferromagnetic materials","Diamond Light Source","false","Published (Approved)","07/2022","25569","Science Highlight",,,,,"false",,"true","true","I16-Materials and Magnetism","4-ID-D at Advanced Photon Source",,"Materials, Physics","","Ferroelectrics and multiferroics; Surfaces, interfaces and thin films","Ferroelectricity; Ferromagnetism","Surfaces, Quantum Materials, Hard condensed matter - electronic properties, Multiferroics, Physics, Magnetism, Materials Science, interfaces and thin films, Diffraction",,,"12/12/2023"
"16848",,,"DLS:000000000016848","Why flip one spin when you can flip two?","Diamond Light Source","false","Published (Approved)","07/2022","24593","Science Highlight",,,,,"false",,"true","true","I21-Resonant Inelastic X-ray Scattering (RIXS)",,,"Materials, Physics","","Magnetic properties and materials","Antiferromagnetism; Spintronics","Quantum Materials, Physics, Hard condensed matter - structures, Electronics, Magnetism, Materials Science, Scattering, Resonant Inelastic X-ray Scattering (RIXS)",,,"12/12/2023"
"16850",,,"DLS:000017000016850","Investigating how bee eyes adapt to their visual environment","Diamond Light Source","false","Published (Approved)","06/2022","13848, 16052","Science Highlight",,,,,"false",,"true","true","I13-2-Diamond Manchester Imaging",,,"Biology and Bio-materials, Information and Communication Technology, Technique Development","",,"Zoology","Technique Development - Life Sciences & Biotech, Information & Communication Technologies, Data processing, Life Sciences & Biotech, Imaging, Tomography",,,"12/12/2023"
"16852",,,"DLS:000007000016852","Do seed shrimps hold the secret to scratch resistant screens?","Diamond Light Source","false","Published (Approved)","06/2022","19081","Science Highlight",,,,,"false",,"true","true","I18-Microfocus Spectroscopy",,,"Biology and Bio-materials, Chemistry","","Ostracod; Skogsbergia lerneri; Development; X-ray fluorescence; Energy-dispersive X-ray spectroscopy; X-ray analysis near-edge structure; Nonlinear microscopy; Second harmonic generation; Two-photon excited fluorescence",,"Biomaterials, Physical Chemistry, Chemistry, Materials Science, Life Sciences & Biotech, Spectroscopy, X-ray Absorption Spectroscopy (XAS), X-ray Absorption Near Edge Structure (XANES)",,,"12/12/2023"
"16851",,,"DLS:00001F000016851","The key to keeping organic carbon in our oceans","Diamond Light Source","false","Published (Approved)","06/2022","20839","Science Highlight",,,,,"false",,"true","true","I08-Scanning X-ray Microscopy beamline (SXM)",,,"Earth Science, Environment","",,"Carbon Cycle","Earth Sciences & Environment, Mineralogy, Marine science/Oceanography, Atmospheric Processes, Geology, Microscopy, Spectroscopy, X-ray Microscopy, Scanning X-ray Microscopy, X-ray Absorption Spectroscopy (XAS), Near Edge X-ray Absorption Fine Structures (NEXAFS)",,,"12/12/2023"
"16920",,,"DLS:000015000016920","Tackling the root causes of Alzheimer's disease","Diamond Light Source","false","Published (Approved)","12/2021","27184","Science Highlight",,,,,"false",,"true","true","B21-High Throughput SAXS",,,"Biology and Bio-materials, Chemistry","",,"Alzheimer's Disease","Neurodegenerative Diseases, Non-Communicable Diseases, Health & Wellbeing, Biochemistry, Neurology, Chemistry, Structural biology, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS)",,,"03/01/2024"
"16919",,,"DLS:000000000016919","Understanding the mechanisms behind COVID and how to combat it","Diamond Light Source","false","Published (Approved)","12/2021","21004, 26987","Science Highlight",,,,,"false",,"true","true","Krios II-Titan Krios II at Diamond",,,"Biology and Bio-materials","","Cryoelectron tomography; Pathogens; SARS-CoV-2; Virus structures","COVID-19; Viruses","Pathogens, Infectious Diseases, Health & Wellbeing, Structural biology, Life Sciences & Biotech, Imaging, Microscopy, Tomography, Electron Microscopy (EM), Cryo Electron Microscopy (Cryo EM), Cryo-soft X-ray Tomography (Cryo-SXT)",,,"03/01/2024"
"16922",,,"DLS:000002000016922","Human enzyme identified as potential key to treating lung and bladder cancer – increasing survival times","Diamond Light Source","false","Published (Approved)","12/2021","9424","Science Highlight",,,,,"false",,"true","true","I03-Macromolecular Crystallography, I04-1-Macromolecular Crystallography (fixed wavelength), I24-Microfocus Macromolecular Crystallography",,,"Biology and Bio-materials, Chemistry, Medicine","",,"Lung Cancer; Bladder Cancer","Non-Communicable Diseases, Health & Wellbeing, Cancer, Biochemistry, Genetics, Chemistry, Structural biology, Organic Chemistry, Drug Discovery, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"03/01/2024"
"16921",,,"DLS:000007000016921","Microfocus spectroscopy shows how Irish kelp adsorbs metal contaminants from wastewater","Diamond Light Source","false","Published (Approved)","12/2021","24321","Science Highlight",,,,,"false",,"true","true","I18-Microfocus Spectroscopy",,,"Biology and Bio-materials, Engineering, Environment","","Cadmium ion; Irish Fucus vesiculosus; Adsorption; Synchrotron spectroscopy; Quantitative and qualitative uptake; Algae reuse","Bioremediation","Desertification & Pollution, Earth Sciences & Environment, Biotech & Biological Systems, Biotechnology, Engineering & Technology, Life Sciences & Biotech, Imaging, Spectroscopy, X-ray Fluorescence (XRF), Circular Dichroism (CD), X-ray Absorption Spectroscopy (XAS)",,,"03/01/2024"
"16923",,,"DLS:000000000016923","Using toxins to study HIV","Diamond Light Source","false","Published (Approved)","11/2021","21004, 20223","Science Highlight",,,,,"false",,"true","true","Krios I-Titan Krios I at Diamond, Krios II-Titan Krios II at Diamond, Krios IV-Titan Krios IV at Diamond",,,"Biology and Bio-materials","",,"Human Immunodeficiency Virus (HIV); Viruses","Pathogens, Infectious Diseases, Health & Wellbeing, Structural biology, Life Sciences & Biotech, Imaging, Tomography, Cryo Electron Tomography (Cryo ET)",,,"03/01/2024"
"16925",,,"DLS:00000F000016925","A novel chemical treatment is a step towards efficient and stable blue perovskite LEDs","Diamond Light Source","false","Published (Approved)","11/2021","17223","Science Highlight",,,,,"false",,"true","true","I07-Surface & interface diffraction",,,"Materials, Chemistry, Physics","","blue emissions; high efficiencies; ion migrations; perovskite light- emitting diodes; stabilities","Light-Emitting Diodes (LEDs); Semiconductors","Surfaces, Physics, Physical Chemistry, Electronics, Energy Materials, Chemistry, Materials Science, Perovskites, Metallurgy, Scattering, Wide Angle X-ray Scattering (WAXS), Grazing Incidence Wide Angle Scattering (GIWAXS)",,,"03/01/2024"
"16924",,,"DLS:000016000016924","Discovery of monopolonium in magnetic thin films","Diamond Light Source","false","Published (Approved)","11/2021","23785","Science Highlight",,,,,"false",,"true","true","I10-Beamline for Advanced Dichroism - scattering",,,"Materials, Physics","","Magnetic texture; Ferrimagnets; Resonant elastic x-ray scattering","Ferrimagnetism","Surfaces, Quantum Materials, Physics, Hard condensed matter - structures, Magnetism, Materials Science, interfaces and thin films, Scattering, Resonant Elastic X-ray Scattering (REXS)",,,"03/01/2024"
"16926",,,"DLS:000014000016926","Metallic nanoparticles can cross the blood-brain barrier (BBB)","Diamond Light Source","false","Published (Approved)","11/2021","20567, 20204","Science Highlight",,,,,"false",,"true","true","B18-Core EXAFS, I08-Scanning X-ray Microscopy beamline (SXM)",,,"Biology and Bio-materials, Materials","","nanomaterials; blood–brain barrier; neurotoxicity; single-particle ICP-MS; synchrotron",,"Neurodegenerative Diseases, Non-Communicable Diseases, Health & Wellbeing, Neurology, Materials Science, Nanoscience/Nanotechnology, Life Sciences & Biotech, Microscopy, Spectroscopy, X-ray Microscopy, Scanning X-ray Microscopy, X-ray Absorption Spectroscopy (XAS)",,,"03/01/2024"
"16928",,,"DLS:000008000016928","Using sound waves to trap aerosol droplets","Diamond Light Source","false","Published (Approved)","10/2021","20541, 21663","Science Highlight",,,,,"false",,"true","true","I22-Small angle scattering & Diffraction",,,"Chemistry, Environment","",,,"Desertification & Pollution, Earth Sciences & Environment, Atmospheric Processes, Chemistry, Organic Chemistry, Scattering, Small Angle X-ray Scattering (SAXS)",,,"03/01/2024"
"16927",,,"DLS:000000000016927","Atomically thin clays and micas offer super speedy ion exchange","Diamond Light Source","false","Published (Approved)","10/2021","21981, 21597","Science Highlight",,,,,"false",,"true","true","E02-JEM ARM 300CF",,,"Materials, Earth Science","","Materials science; Nanoscience and technology; Transmission electron microscopy; Two-dimensional materials",,"Earth Sciences & Environment, Mineralogy, Materials Science, Geology, Microscopy, Electron Microscopy (EM), Scanning Transmission Electron Microscopy (STEM)",,,"03/01/2024"
"16944",,,"DLS:000000000016944","Nano-precision metrology of X-ray mirrors","Diamond Light Source","false","Published (Approved)","09/2021","","Science Highlight",,,,,"false",,"false","false","",,,"Physics","Metrology, Optics","Diode lasers; Optical sensors; Photonic devices",,"Optics, Physics, Metrology",,,"09/01/2024"
"16943",,,"DLS:00003D000016943","Super-resolution 3D cryo imaging techniques for vaccine candidate assessment","Diamond Light Source","false","Published (Approved)","09/2021","24622","Science Highlight",,,,,"false",,"true","true","B24-Cryo Soft X-ray Tomography ",,,"Biology and Bio-materials, Chemistry, Medicine","","vaccine; correlative microscopy; X-ray microscopy; high resolution; fluorescence; biomaterials; virosomes","Viruses","Vaccines, Pathogens, Infectious Diseases, Health & Wellbeing, Biochemistry, Technique Development - Life Sciences & Biotech, Chemistry, Drug Discovery, Life Sciences & Biotech, Imaging, Microscopy, Tomography, X-ray Microscopy, Correlative Light X-ray Microscopy (CLXM), Cryo-soft X-ray Tomography (Cryo-SXT)",,,"09/01/2024"
"16945",,,"DLS:000018000016945","Diamond's X-rays measure the mass of the human chromosome","Diamond Light Source","false","Published (Approved)","09/2021","","Science Highlight",,,,,"false",,"true","true","I13-1-Coherence",,,"Biology and Bio-materials","","X-ray imaging; X-ray microscopy; Karyotype; Irradiation; Chromosome structure; Mass determination",,"Health & Wellbeing, Technique Development - Life Sciences & Biotech, Life Sciences & Biotech, Imaging, Coherent Diffraction Imaging (CDI), Ptychography",,,"09/01/2024"
"16961",,,"DLS:000002000016961","Making molecular movies drop by drop","Diamond Light Source","false","Published (Approved)","09/2021","23459, 19458","Science Highlight",,,,,"false",,"true","true","I03-Macromolecular Crystallography, I04-1-Macromolecular Crystallography (fixed wavelength), I04-Macromolecular Crystallography, I24-Microfocus Macromolecular Crystallography",,,"Biology and Bio-materials, Chemistry, Medicine","",,"Enzymes","Health & Wellbeing, Biochemistry, Catalysis, Chemistry, Structural biology, Drug Discovery, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"10/01/2024"
"16946",,,"DLS:000009000016946","Investigating X-ray damage to small molecular crystals","Diamond Light Source","false","Published (Approved)","09/2021","19420, 22705","Science Highlight",,,,,"false",,"true","true","I11-High Resolution Powder Diffraction, I19-Small Molecule Single Crystal Diffraction",,,"Chemistry, Technique Development","","X-rays; Catalysts; Diffraction; Transition metals; Irradiation",,"Physical Chemistry, Technique Development - Chemistry, Catalysis, Chemistry, Diffraction, Single Crystal X-ray Diffraction (SXRD), X-ray Powder Diffraction",,,"09/01/2024"
"16962",,,"DLS:000015000016962","Molecular IgG3 structure paves the way for new applications of antibodies","Diamond Light Source","false","Published (Approved)","09/2021","","Science Highlight",,,,,"false",,"true","true","B21-High Throughput SAXS",,,"Biology and Bio-materials, Chemistry","","Analytical ultracentrifugation; antibody modelling; small-angle neutron scattering; human IgG subclasses; small angle X-ray scattering",,"Biochemistry, Chemistry, Structural biology, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS)",,,"10/01/2024"
"16965",,,"DLS:000003000016965","A new strategy to block HIV's chemokine receptor CCR5","Diamond Light Source","false","Published (Approved)","07/2021","","Science Highlight",,,,,"false",,"true","true","I04-Macromolecular Crystallography",,,"Biology and Bio-materials, Medicine","","CCR5 receptor; RoAb13; HIV entry; PIYDIN; antibodies; structure determination; viruses; X-ray crystallography; structural biology","Human Immunodeficiency Virus (HIV); Viruses","Pathogens, Infectious Diseases, Health & Wellbeing, Structural biology, Drug Discovery, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"10/01/2024"
"16963",,,"DLS:000015000016963","New details about a key COVID-19 protein could help us stop the virus","Diamond Light Source","false","Published (Approved)","07/2021","27078","Science Highlight",,,,,"false",,"true","true","B21-High Throughput SAXS",,,"Biology and Bio-materials, Medicine","","Biophysics; Computational biology and bioinformatics; Drug discovery; Molecular biology","COVID-19; Viruses","Pathogens, Infectious Diseases, Health & Wellbeing, Structural biology, Biophysics, Drug Discovery, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS)",,,"10/01/2024"
"16964",,,"DLS:000000000016964","RIXS demonstrates magnetic behaviour in nickelate superconductors","Diamond Light Source","false","Published (Approved)","07/2021","25165","Science Highlight",,,,,"false",,"true","true","I21-Resonant Inelastic X-ray Scattering (RIXS)",,,"Materials, Physics","",,,"Superconductors, Quantum Materials, Hard condensed matter - electronic properties, Physics, Magnetism, Materials Science, Scattering, Resonant Inelastic X-ray Scattering (RIXS)",,,"10/01/2024"
"16966",,,"DLS:00000B000016966","Stop the rot: Drilling deeper into the nature of tooth decay","Diamond Light Source","false","Published (Approved)","06/2021","19192","Science Highlight",,,,,"false",,"true","true","B16-Test Beamline",,,"Biology and Bio-materials","","Synchrotron; X-ray diffraction; enamel; in vitro demineralisation; scanning electron microscopy; energy-dispersive X-ray spectroscopy",,"Dentistry, Health & Wellbeing, Life Sciences & Biotech, Scattering, Wide Angle X-ray Scattering (WAXS)",,,"10/01/2024"
"16974",,,"DLS:000000000016974","Acoustic plasmons found in hole-doped cuprate superconductors","Diamond Light Source","false","Published (Approved)","12/2020","24587","Science Highlight",,,,,"false",,"true","true","I21-Resonant Inelastic X-ray Scattering (RIXS)",,,"Materials, Physics","",,,"Superconductors, Quantum Materials, Hard condensed matter - electronic properties, Physics, Materials Science, Scattering, Resonant Inelastic X-ray Scattering (RIXS)",,,"15/01/2024"
"16976",,,"DLS:000016000016976","When Iron behaves like a rare-earth element - and why","Diamond Light Source","false","Published (Approved)","11/2020","21117, 23982","Science Highlight",,,,,"false",,"true","true","I10-Beamline for Advanced Dichroism - scattering, I20-Scanning-X-ray spectroscopy (XAS/XES)",,,"Materials, Physics, Chemistry","","Single-ion magnetism; Solid state; Magnetic anisotropy; Electronic structure; Transition metal dopant; X-ray spectroscopy",,"Hard condensed matter - electronic properties, Physics, Chemistry, Magnetism, Materials Science, Inorganic Chemistry, Spectroscopy, X-ray Absorption Spectroscopy (XAS), X-ray Emission Spectroscopy (XES), Extended X-ray Absorption Fine Structure (EXAFS), X-ray Absorption Near Edge Structure (XANES)",,,"15/01/2024"
"16977",,,"DLS:000014000016977","A novel microreactor for information-rich IR and X-ray studies","Diamond  Light Source","false","Published (Approved)","11/2020","19359","Science Highlight",,,,,"false",,"true","true","B18-Core EXAFS",,,"Chemistry","",,,"Physical Chemistry, Catalysis, Chemistry, Spectroscopy, X-ray Absorption Spectroscopy (XAS)",,,"15/01/2024"
"16975",,,"DLS:000000000016975","A human protein is essential for spreading Flu","Diamond Light Source","false","Published (Approved)","11/2020","20223","Science Highlight",,,,,"false",,"true","true","Krios IV-Titan Krios IV at Diamond",,,"Biology and Bio-materials","","Cryoelectron microscopy; Influenza virus","Viruses; Influenza","Pathogens, Infectious Diseases, Health & Wellbeing, Structural biology, Life Sciences & Biotech, Microscopy, Electron Microscopy (EM), Cryo Electron Microscopy (Cryo EM)",,,"15/01/2024"
"16979",,,"DLS:000000000016979","It's a trap! Uncovering defects in next-generation solar panel materials","Diamond Light Source","false","Published (Approved)","10/2020","19023, 19793","Science Highlight",,,,,"false",,"true","true","E02-JEM ARM 300CF, I14-Hard X-ray Nanoprobe",,,"Materials, Energy, Environment","",,"Photovoltaics; Semiconductors","Earth Sciences & Environment, Sustainable Energy Systems, Energy, Climate Change, Energy Materials, Materials Science, Perovskites, Metallurgy, Microscopy, Electron Microscopy (EM), Scanning Transmission Electron Microscopy (STEM)",,,"15/01/2024"
