"Publications Database Id","DOI","PMID","ISI ID","Title of Paper","Authors","Industrial Partner Is Co-author?","Publication State","Date Published","Diamond Proposal Number","Publication Type","Title of Journal","Journal Volume","Journal Pages","Title of Conference","Peer Reviewed","Magazine Title","Uses Synchrotron, EM or Offline lab Data?","Data From Diamond?","Beamlines","Additional Facilities If Data From Diamond","Facility If Data Not From Diamond","Subject Areas","Technical Areas","Keywords","Diamond Keywords","Discipline/Technical Tags","ISBN","Book Chapter","Added On"
"17953","10.1103/PhysRevB.109.L220402",,"DLS:000016000017953","Evidence for giant surface Dzyaloshinskii-Moriya interaction in the chiral magnetic insulator Cu2OSeO3","Wancong Tan, Haonan Jin, Raymond Fan, Kejing Ran, Shilei Zhang","false","Published (Approved)","06/2024","30645","Journal Paper","Physical Review B","109",,,"false",,"true","true","I10-Beamline for Advanced Dichroism - scattering",,,"Materials, Physics, Information and Communication Technology","",,"Skyrmions","Surfaces, Quantum Materials, Physics, Hard condensed matter - structures, Information & Communication Technologies, Magnetism, Materials Science, Scattering, Resonant Elastic X-ray Scattering (REXS)",,,"08/06/2024"
"17997","10.1002/adma.202402156",,"DLS:000007000017997","Stacking fault-enriched MoNi4/MoO2 enables high-performance hydrogen evolution","Yuan Wang, Hamidreza Arandiyan, Sajjad S. Mofarah, Xiangjian Shen, Stuart A. Bartlett, Pramod Koshy, Charles C. Sorrell, Hongyu Sun, Cristina Pozo-Gonzalo, Kamran Dastafkan, Sylvia Britto, Suresh K. Bhargava, Chuan Zhao","false","Published (Approved)","06/2024","","Journal Paper","Advanced Materials",,,,"false",,"true","true","I18-Microfocus Spectroscopy","XAS at Australian Synchrotron",,"Chemistry, Materials, Energy","",,,"Energy Storage, Earth Sciences & Environment, Energy, Climate Change, Physical Chemistry, Catalysis, Energy Materials, Chemistry, Materials Science, Chemical Engineering, Engineering & Technology, Nanoscience/Nanotechnology, Spectroscopy, X-ray Absorption Spectroscopy (XAS)",,,"16/06/2024"
"17976","10.1038/s41467-024-49255-4",,"DLS:000015000017976","The Legionella collagen-like protein employs a distinct binding mechanism for the recognition of host glycosaminoglycans","Saima Rehman, Anna Katarina Antonovic, Ian E. Mcintire, Huaixin Zheng, Leanne Cleaver, Maria Baczynska, Carlton O. Adams, Theo Portlock, Katherine Richardson, Rosie Shaw, Alain Oregioni, Giulia Mastroianni, Sara B-M. Whittaker, Geoff Kelly, Christian D. Lorenz, Arianna Fornili, Nicholas P. Cianciotto, James A. Garnett","false","Published (Approved)","06/2024","24690, 12579, 9424","Journal Paper","Nature Communications","15",,,"false",,"true","true","B21-High Throughput SAXS, I03-Macromolecular Crystallography",,,"Biology and Bio-materials","","Biofilms; Computational models; Pathogens; Solution-state NMR; X-ray crystallography","Legionnaires' Disease; Bacteria","Pathogens, Infectious Diseases, Health & Wellbeing, Structural biology, Biophysics, Life Sciences & Biotech, Diffraction, Scattering, Macromolecular Crystallography (MX), Small Angle X-ray Scattering (SAXS)",,,"12/06/2024"
"17995","10.1016/j.chom.2024.04.012",,"DLS:00000A000017995","Bacterial esterases reverse lipopolysaccharide ubiquitylation to block host immunity","Magdalena Szczesna, Yizhou Huang, Rachel E. Lacoursiere, Francesca Bonini, Vito Pol, Fulya Koc, Beatrice Ward, Paul P. Geurink, Jonathan N. Pruneda, Teresa L. M. Thurston","false","Published (Approved)","06/2024","31800","Journal Paper","Cell Host & Microbe","32","913 - 924.e7",,"false",,"true","true","I24-Microfocus Macromolecular Crystallography",,,"Biology and Bio-materials","",,"Bacteria","Pathogens, Health & Wellbeing, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"16/06/2024"
"17987","10.1016/j.jmb.2024.168649",,"DLS:00000A000017987","Structural basis for recognition of the FLAG-tag by anti-FLAG M2","J. Wouter Beugelink, Els Sweep, Bert J. C. Janssen, Joost Snijder, Matti F. Pronker","false","Published (Approved)","06/2024","25413","Journal Paper","Journal Of Molecular Biology","49",,,"false",,"true","true","I24-Microfocus Macromolecular Crystallography",,,"Biology and Bio-materials","",,,"Biochemistry, Chemistry, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"13/06/2024"
"17996","10.1016/j.str.2024.05.011",,"DLS:00000A000017996","Protein engineering enables a soakable crystal form of human CDK7 primed for high-throughput crystallography and structure-based drug design","Manjeet Mukherjee, Philip J. Day, Duncan Laverty, Juan A. Bueren-Calabuig, Andrew J. Woodhead, Charlotte Griffiths-Jones, Steve Hiscock, Charlotte East, Susan Boyd, Marc O'Reilly","true","Published (Approved)","06/2024","23276, 27057, 29350","Journal Paper","Structure","63",,,"false",,"true","true","I24-Microfocus Macromolecular Crystallography","X06DA at SLS; BM30A at ERSF",,"Biology and Bio-materials, Chemistry, Medicine","",,,"Health & Wellbeing, Biochemistry, Chemistry, Structural biology, Drug Discovery, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"16/06/2024"
"17982","10.1039/D4DT00894D",,"DLS:00003E000017982","Loading and thermal behaviour of ZIF-8 metal–organic framework-inorganic glass composites","Ashleigh M. Chester, Celia Castillo-Blas, Roman Sajzew, Bruno P. Rodrigues, Giulio I. Lampronti, Adam F. Sapnik, Georgina P. Robertson, Matjaž Mazaj, Daniel J. M. Irving, Lothar Wondraczek, David A. Keen, Thomas D. Bennett","false","Published (Approved)","06/2024","","Journal Paper","Dalton Transactions","46",,,"false",,"true","true","I15-1-X-ray Pair Distribution Function (XPDF)",,,"Materials, Chemistry","",,"Gas Separation","Chemistry, Materials Science, Chemical Engineering, Engineering & Technology, Metal-Organic Frameworks, Composite Materials, Metallurgy, Scattering, Pair Distribution Function (PDF), Total Scattering, Organometallic Chemistry",,,"12/06/2024"
"17944","10.1103/PhysRevB.109.235106",,"DLS:000000000017944","Investigation of spin excitations and charge order in bulk crystals of the infinite-layer nickelate LaNiO 2","S. Hayashida, V. Sundaramurthy, P. Puphal, M. Garcia-Fernandez, K.-J. Zhou, B. Fenk, M. Isobe, M. Minola, Y.-M. Wu, Y. E. Suyolcu, P. A. Van Aken, B. Keimer, M. Hepting","false","Published (Approved)","06/2024","33241","Journal Paper","Physical Review B","109",,,"false",,"true","true","I21-Resonant Inelastic X-ray Scattering (RIXS)",,,"Materials, Physics","","Charge density waves; Electronic structure; Magnetic interactions; Superconductivity; Nickelates; Single crystal materials; Strongly correlated systems; Electron microscopy; Resonant inelastic x-ray scattering",,"Surfaces, Superconductors, Quantum Materials, Hard condensed matter - electronic properties, Physics, Hard condensed matter - structures, Materials Science, interfaces and thin films, Scattering, Resonant Inelastic X-ray Scattering (RIXS)",,,"07/06/2024"
"18013","10.1126/science.ado2075",,"DLS:000000000018013","Molecular mechanism of the ischemia-induced regulatory switch in mammalian complex I","Daniel N. Grba, John J. Wright, Zhan Yin, William Fisher, Judy Hirst","false","Published (Approved)","06/2024","22238","Journal Paper","Science","384","1247 - 1253",,"false",,"true","true","Krios II-Titan Krios II at Diamond",,,"Biology and Bio-materials, Chemistry","",,"Enzymes","Biochemistry, Chemistry, Structural biology, Life Sciences & Biotech, Microscopy, Electron Microscopy (EM), Cryo Electron Microscopy (Cryo EM)",,,"19/06/2024"
"17981","10.1039/D4MH00389F",,"DLS:000010000017981","Tunable sub-terahertz resonance absorption in high-coercivity magnetodielectric ceramics","Evgeny A. Gorbachev, Liudmila N. Alyabyeva, Artem V. Pronin, Alexandra S. Sultanovskaya, Ekaterina S. Kozlyakova, Oxana V. Magdysyuk, Ilya V. Roslyakov, Martin Dressel, Boris P. Gorshunov, Lev A. Trusov","false","Published (Approved)","06/2024","","Journal Paper","Materials Horizons","63",,,"false",,"true","true","I12-JEEP: Joint Engineering, Environmental and Processing",,,"Materials, Physics","",,"Ferromagnetism; Ferrimagnetism","Quantum Materials, Hard condensed matter - electronic properties, Ceramics, Physics, Magnetism, Materials Science, Diffraction, X-ray Powder Diffraction",,,"12/06/2024"
"17932","10.1016/j.celrep.2024.114259",,"DLS:000002000017932","A targeted single mutation in influenza A virus universal epitope transforms immunogenicity and protective immunity via CD4+ T cell activation","Sarah Hulin-Curtis, James K. Geary, Bruce J. Maclachlan, Danny M. Altmann, Laury Baillon, David K. Cole, Alexander Greenshields-Watson, Sophie J. Hesketh, Ian R. Humphreys, Ian M. Jones, Sarah N. Lauder, Georgina H. Mason, Kathryn Smart, D. Oliver Scourfield, Jake Scott, Ksenia Sukhova, Richard J. Stanton, Aaron Wall, Pierre J. Rizkallah, Wendy S. Barclay, Awen Gallimore, Andrew Godkin","false","Published (Approved)","06/2024","10462","Journal Paper","Cell Reports","43",,,"false",,"true","true","I03-Macromolecular Crystallography",,,"Biology and Bio-materials","",,"Influenza; Viruses","Pathogens, Infectious Diseases, Health & Wellbeing, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"04/06/2024"
"17874","10.1016/j.jenvman.2024.120994",,"DLS:000014000017874","Speciation of toxic metals in metal finishing filter cake by X-ray absorption spectroscopy","Dan Ting Chen, Amitava Roy, Anna Bogush, Julia A. Stegemann","false","Published (Approved)","06/2024","11156, 16153","Journal Paper","Journal Of Environmental Management","360",,,"false",,"true","true","B18-Core EXAFS",,,"Environment, Chemistry, Earth Science","",,,"Desertification & Pollution, Earth Sciences & Environment, Chemistry, Geology, Spectroscopy, X-ray Absorption Spectroscopy (XAS), Geochemistry",,,"15/05/2024"
"17992","10.1038/s41467-024-49008-3",,"DLS:000008000017992","Impact of keratocyte differentiation on corneal opacity resolution and visual function recovery in male rats","Andri K. Riau, Zhuojian Look, Gary H. F. Yam, Craig Boote, Qian Ma, Evelina J. Y. Han, Nur Zahirah Binte M. Yusoff, Hon Shing Ong, Tze-Wei Goh, Nuur Shahinda Humaira Binte Halim, Jodhbir S. Mehta","false","Published (Approved)","06/2024","23514","Journal Paper","Nature Communications","15",,,"false",,"true","true","I22-Small angle scattering & Diffraction",,,"Biology and Bio-materials","",,"Corneal diseases; Translational research","Health & Wellbeing, Ophthalmology, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS)",,,"14/06/2024"
"18052","10.1038/s41467-024-49550-0",,"DLS:000015000018052","Structural basis for IL-33 recognition and its antagonism by the helminth effector protein HpARI2","Abhishek Jamwal, Florent Colomb, Henry J. Mcsorley, Matthew K. Higgins","false","Published (Approved)","06/2024","31353","Journal Paper","Nature Communications","15",,,"false",,"true","true","B21-High Throughput SAXS, I03-Macromolecular Crystallography, I04-Macromolecular Crystallography",,,"Biology and Bio-materials","",,"Asthma","Non-Communicable Diseases, Health & Wellbeing, Structural biology, Life Sciences & Biotech, Diffraction, Scattering, Macromolecular Crystallography (MX), Small Angle X-ray Scattering (SAXS), Parasitology, Allergic Diseases",,,"26/06/2024"
"18024","10.1038/s41467-024-45831-w",,"DLS:000000000018024","CryoEM reveals the structure of an archaeal pilus involved in twitching motility","Matthew C. Gaines, Shamphavi Sivabalasarma, Michail N. Isupov, Risat U. I. Haque, Mathew Mclaren, Cyril Hanus, Vicki A. M. Gold, Sonja-Verena Albers, Bertram Daum","false","Published (Approved)","06/2024","18258","Journal Paper","Nature Communications","15",,,"false",,"true","true","Krios I-Titan Krios I at Diamond",,,"Biology and Bio-materials","","Archaeal biology; Cryoelectron microscopy","Archaea","Structural biology, Life Sciences & Biotech, Microscopy, Electron Microscopy (EM), Cryo Electron Microscopy (Cryo EM)",,,"19/06/2024"
"17977","10.1002/anie.202405823",,"DLS:00000C000017977","Broad protection against invasive fungal disease from a nanobody targeting the active site of fungal b‐1,3‐glucanosyltransferases","Sergio Redrado-Hernández, Javier Macías-León, Jorge Castro-López, Ana Belén Sanz, Elena Dolader, Maykel Arias, Andrés Manuel González-Ramírez, David Sánchez-Navarro, Yuliya Petryk, Vladimir Farkaš, Cecile Vincke, Serge Muyldermans, Irene García-Barbazán, Celia Del Agua, Oscar Zaragoza, Javier Arroyo, Julián Pardo, Eva Gálvez, Ramon Hurtado-Guerrero","false","Published (Approved)","06/2024","20229","Journal Paper","Angewandte Chemie International Edition",,,,"false",,"true","true","I04-1-Macromolecular Crystallography (fixed wavelength), I24-Microfocus Macromolecular Crystallography",,,"Biology and Bio-materials, Chemistry, Medicine","",,"Fungi; Enzymes","Health & Wellbeing, Biochemistry, Chemistry, Structural biology, Drug Discovery, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"12/06/2024"
"18064","10.1002/anie.202409372",,"DLS:000009000018064","Enhancement of low temperature superionic conductivity by suppression of Li site ordering in Li7Si2–xGexS7I","Guopeng Han, Luke M. Daniels, Andrij Vasylenko, Kate A. Morrison, Lucia Corti, Chris M. Collins, Hongjun Niu, Ruiyong Chen, Craig M. Robertson, Frédéric Blanc, Matthew S. Dyer, John B. Claridge, Matthew J. Rosseinsky","false","Published (Approved)","06/2024","31578, 36629","Journal Paper","Angewandte Chemie International Edition",,,,"false",,"true","true","I11-High Resolution Powder Diffraction, I19-Small Molecule Single Crystal Diffraction",,,"Materials, Chemistry","",,,"Physical Chemistry, Chemistry, Materials Science, Chemical Engineering, Engineering & Technology, Diffraction, Single Crystal X-ray Diffraction (SXRD), X-ray Powder Diffraction",,,"27/06/2024"
"17991","10.1021/jacs.4c04068",,"DLS:00000D000017991","Photoinitiated single-crystal to single-crystal redox transformations of titanium-oxo clusters","Stephen E. Brown, Mark R. Warren, Dominik J. Kubicki, Ann Fitzpatrick, Sebastian D. Pike","false","Published (Approved)","06/2024","29891, 26668","Journal Paper","Journal Of The American Chemical Society",,,,"false",,"true","true","I19-Small Molecule Single Crystal Diffraction",,,"Chemistry, Materials","",,"Photocatalysis","Physical Chemistry, Catalysis, Chemistry, Materials Science, Inorganic Chemistry, Diffraction, Single Crystal X-ray Diffraction (SXRD)",,,"13/06/2024"
"18016","10.1016/j.ijbiomac.2024.133182",,"DLS:000015000018016","Unravelling biochemical and structural features of Bacillus licheniformis GH5 mannanase using site-directed mutagenesis and high-resolution protein crystallography studies","Lorenzo Briganti, Livia R. Manzine, Caio Cesar De Mello Capetti, Evandro Ares De Araújo, Vanessa De Oliveira Arnoldi Pellegrini, Francisco Eduardo Gontijo Guimaraes, Mario De Oliveira Neto, Igor Polikarpov","false","Published (Approved)","06/2024","","Journal Paper","International Journal Of Biological Macromolecules","87",,,"false",,"true","true","B21-High Throughput SAXS","MANACA at LNLS",,"Biology and Bio-materials, Chemistry","",,"Enzymes","Biotechnology, Biochemistry, Chemistry, Structural biology, Engineering & Technology, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS)",,,"19/06/2024"
"18053","10.1038/s43246-024-00535-y",,"DLS:000014000018053","Efficient electrochemical reduction of nitrate to ammonia over metal-organic framework single-atom catalysts","Lutong Shan, Yujie Ma, Shaojun Xu, Meng Zhou, Meng He, Alena M. Sheveleva, Rongsheng Cai, Daniel Lee, Yongqiang Chen, Boya Tang, Bing Han, Yinlin Chen, Lan An, Tianze Zhou, Martin Wilding, Alexander S. Eggeman, Floriana Tuna, Eric J. L. Mcinnes, Sarah J. Day, Stephen P. Thompson, Sarah J. Haigh, Xinchen Kang, Buxing Han, Martin Schroeder, Sihai Yang","false","Published (Approved)","06/2024","33115, 31729","Journal Paper","Communications Materials","5",,,"false",,"true","true","B18-Core EXAFS, I11-High Resolution Powder Diffraction",,,"Chemistry, Materials","",,,"Physical Chemistry, Catalysis, Chemistry, Materials Science, Metal-Organic Frameworks, Inorganic Chemistry, Metallurgy, Diffraction, Spectroscopy, X-ray Powder Diffraction, X-ray Absorption Spectroscopy (XAS), Extended X-ray Absorption Fine Structure (EXAFS), Organometallic Chemistry",,,"26/06/2024"
"18038","10.1021/acs.langmuir.4c01089",,"DLS:000015000018038","Exploring the use of a lipopeptide in dipalmitoylphosphatidylcholine monolayers for enhanced detection of glyphosate in aqueous environments","Priscila S. Ferreira, Barbara B. Gerbelli, Ana C. H. Castro-Kochi, Bruna Cortez, Fabiola L. Castro, Jorge Cantero, Federico Iribarne, Ian W. Hamley, Wendel A. Alves","false","Published (Approved)","06/2024","28659","Journal Paper","Langmuir",,,,"false",,"true","true","B21-High Throughput SAXS",,,"Environment, Chemistry, Biology and Bio-materials","",,"Pesticides","Earth Sciences & Environment, Physical Chemistry, Biochemistry, Agriculture & Fisheries, Chemistry, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS)",,,"24/06/2024"
"18083","10.1039/D3NR04622B",,"DLS:000000000018083","Distance tuneable integral membrane protein containing floating bilayers via in situ directed self-assembly","Stephen C. L. Hall, David J. Hardy, Eilis C. Bragginton, Hannah Johnston, Tudor Onose, Rachel Holyfield, Pooja Sridhar, Timothy J. Knowles, Luke A. Clifton","false","Published (Approved)","06/2024","33797","Journal Paper","Nanoscale","277",,,"false",,"true","true","Krios I-Titan Krios I at Diamond","SURF22, INTER at ISIS",,"Biology and Bio-materials","",,,"Structural biology, Biophysics, Life Sciences & Biotech, Microscopy, Electron Microscopy (EM), Cryo Electron Microscopy (Cryo EM)",,,"01/07/2024"
"17978","10.1016/j.str.2024.05.010",,"DLS:000000000017978","An expanded trove of fragment-bound structures for the allosteric enzyme PTP1B from computational reanalysis of large-scale crystallographic data","Tamar Mehlman, Helen M. Ginn, Daniel A. Keedy","false","Published (Approved)","06/2024","","Journal Paper","Structure","65",,,"false",,"false","false","",,,"Biology and Bio-materials, Medicine","","X-ray crystallography; fragment screening; computational crystallography; protein structure; allostery; allosteric ligands; phosphatases; PTP1B","Enzymes","Health & Wellbeing, Structural biology, Drug Discovery, Life Sciences & Biotech",,,"12/06/2024"
"17889","10.1016/j.mtchem.2024.102089",,"DLS:000013000017889","Stable photoinduced metal-organic nanosheet blue phosphor for white light emission","Dylan A. Sherman, Waqas Kamal, Steve J. Elston, Alfonso A. Castrejón-Pita, Stephen M. Morris, Jin-Chong Tan","false","Published (Approved)","06/2024","27504, 29415","Journal Paper","Materials Today Chemistry","38",,,"false",,"true","true","B22-Multimode InfraRed imaging And Microspectroscopy, I11-High Resolution Powder Diffraction",,,"Materials, Chemistry, Physics","","Metal–organic framework nanosheets; Inkjet printed nanosheets; Organic light-emitting diodes; Coumarins; Host-guest engineering; Zeolitic-imidazolate frameworks; White-light luminescence","Organic Light Emitting Diodes (OLEDs); White Light Emitting Diodes (WLEDs)","Physics, Physical Chemistry, Electronics, Chemistry, Materials Science, Chemical Engineering, Engineering & Technology, Metal-Organic Frameworks, Inorganic Chemistry, Metallurgy, Diffraction, Spectroscopy, X-ray Powder Diffraction, Infrared Spectroscopy, Synchtron-based Fourier Transform Infrared Spectroscopy (SR-FTIR), Organometallic Chemistry",,,"19/05/2024"
"18063","10.1002/anie.202410438",,"DLS:000002000018063","A small-molecule inhibitor of factor inhibiting HIF binding to a tyrosine-flip pocket for the treatment of obesity","Yue Wu, Yafen Chen, Thomas Corner, Yu Nakashima, Eidarus Salah, Zhihong Li, Linjian Zhang, Le Yang, Anthony Tumber, Zhuoli Sun, Yukang Wen, Ailin Zhong, Fulai Yang, Xiang Li, Zhihong Zhang, Christopher Schofield, Xiaojin Zhang","false","Published (Approved)","06/2024","23459","Journal Paper","Angewandte Chemie International Edition",,,,"false",,"true","true","I03-Macromolecular Crystallography",,,"Biology and Bio-materials, Chemistry","","FIH inhibition; tyrosine-flip pocket; chemical probe; hypoxia / HIF pathway; obesity; 2-oxoglutarate dependent oxygenase","Obesity","Non-Communicable Diseases, Health & Wellbeing, Biochemistry, Chemistry, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"27/06/2024"
"17983","10.1038/s41929-024-01168-7",,"DLS:000014000017983","Unravelling the effects of active site density and energetics on the water oxidation activity of iridium oxides","Caiwu Liang, Reshma R. Rao, Katrine L. Svane, Joseph H. L. Hadden, Benjamin Moss, Soren B. Scott, Michael Sachs, James Murawski, Adrian Malthe Frandsen, D. Jason Riley, Mary P. Ryan, Jan Rossmeisl, James R. Durrant, Ifan E. L. Stephens","false","Published (Approved)","06/2024","30396","Journal Paper","Nature Catalysis","92",,,"false",,"true","true","B18-Core EXAFS",,,"Chemistry, Materials, Energy","",,"Fuel Cells","Energy Storage, Energy, Physical Chemistry, Catalysis, Energy Materials, Chemistry, Materials Science, Spectroscopy, X-ray Absorption Spectroscopy (XAS)",,,"12/06/2024"
"18060","10.1039/D4TA01716A",,"DLS:000000000018060","Modulating proton conductivity through crystal structure tuning in arenedisulfonate coordination polymers","Chao Sun, Christopher M. Pask, Sang T. Pham, Emilio Rapaccioli, Andrew J. Britton, Stuart Micklethwaite, Andrew Bell, Maximilian O. Besenhard, Rik Drummond-Brydson, Ke-Jun Wu, Sean M. Collins","false","Published (Approved)","06/2024","33373","Journal Paper","Journal Of Materials Chemistry A","7",,,"false",,"true","true","E02-JEM ARM 300CF",,,"Materials, Chemistry","",,,"Physical Chemistry, Chemistry, Materials Science, Chemical Engineering, Engineering & Technology, Metal-Organic Frameworks, Polymer Science, Metallurgy, Microscopy, Electron Microscopy (EM), Scanning Electron Microscopy (SEM), Organometallic Chemistry",,,"27/06/2024"
"18085","10.1042/BCJ20240126",,"DLS:00000A000018085","Biophysical and structural analyses of the interaction between the SHANK1 PDZ domain and an internal SLiM","Yue Li, Chi H. Trinh, Amanda Acevedo-Jake, Diana Gimenez, Stuart L Warriner, Andrew J. Wilson","false","Published (Approved)","06/2024","19248","Journal Paper","Biochemical Journal",,,,"false",,"true","true","I24-Microfocus Macromolecular Crystallography",,,"Biology and Bio-materials, Chemistry","",,,"Biochemistry, Chemistry, Structural biology, Biophysics, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"03/07/2024"
"17939","10.1038/s41589-024-01630-4",,"DLS:00000A000017939","Mechanisms of neutralization of toxSAS from toxin–antitoxin modules","Lucia Dominguez-Molina, Tatsuaki Kurata, Albinas Cepauskas, Dannele Echemendia-Blanco, Safia Zedek, Ariel Talavera-Perez, Gemma C. Atkinson, Vasili Hauryliuk, Abel Garcia-Pino","false","Published (Approved)","06/2024","","Journal Paper","Nature Chemical Biology","6",,,"false",,"true","true","I24-Microfocus Macromolecular Crystallography","PROXIMA 1, PROXIMA2A at Soleil",,"Biology and Bio-materials, Chemistry","",,"Enzymes; Bacteria","Biochemistry, Chemistry, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"06/06/2024"
"17986","10.1007/s10800-024-02149-1",,"DLS:000008000017986","Enhancing glucose oxidation: exploring 3D Pt nanowire frameworks for electrochemical studies","Tamseel Zaman, Samina Akbar, Joshua S. White, Iris Nandhakumar","false","Published (Approved)","06/2024","","Journal Paper","Journal Of Applied Electrochemistry","6",,,"false",,"true","true","I22-Small angle scattering & Diffraction",,,"Materials, Chemistry","",,,"Physical Chemistry, Chemistry, Materials Science, Nanoscience/Nanotechnology, Scattering, Small Angle X-ray Scattering (SAXS)",,,"13/06/2024"
"18037","10.1029/2023GC011386",,"DLS:000010000018037","Experimental observation of a new attenuation mechanism in hcp-metals that may operate in the Earth's inner core","Simon A. Hunt, Andrew M. Walker, Oliver T. Lord, Stephen Stackhouse, Lewis Schardong, Lora S. Armstrong, Andrew J. Parsons, Geoffrey E. Lloyd, John Wheeler, Danielle M. Fenech, Stefan Michalik, Matthew L. Whitaker","false","Published (Approved)","06/2024","23970","Journal Paper","Geochemistry, Geophysics, Geosystems","25",,,"false",,"true","true","I12-JEEP: Joint Engineering, Environmental and Processing","X17B2 at NSLS",,"Earth Science","",,,"Earth Sciences & Environment, Geology, Geophysics, Diffraction",,,"24/06/2024"
"18058","10.3390/v16070997",,"DLS:000000000018058","TRIM5α: a protean architect of viral recognition and innate immunity","Stephanie J. Spada, Michael E. Grigg, Fadila Bouamr, Sonja M. Best, Peijun Zhang","false","Published (Approved)","06/2024","","Journal Paper","Viruses","16",,,"false",,"false","false","",,,"Biology and Bio-materials","","TRIM5α; retroviruses; orthoflaviviruses; orthopoxviruses; innate immunity; structure","Viruses","Evolutionary science, Pathogens, Infectious Diseases, Health & Wellbeing, Life Sciences & Biotech",,,"27/06/2024"
"18050","10.1016/j.jbc.2024.107495",,"DLS:00000C000018050","Structural and thermodynamic characterization of a highly amyloidogenic dimer of transthyretin involved in a severe cardiomyopathy","Lucas Do Amaral Martins, Priscila S. Ferreira, Otávio Augusto Leitão Dos Santos, Leticia Oliveira Martins, Luiz Gabriel Cabral Fernandes Barroso, Humberto M. Pereira, Márcia Waddington-Cruz, Fernando Lucas Palhano, Debora Foguel","false","Published (Approved)","06/2024","","Journal Paper","Journal Of Biological Chemistry","36",,,"false",,"true","true","I04-1-Macromolecular Crystallography (fixed wavelength)",,,"Biology and Bio-materials, Chemistry, Medicine","",,"Cardiovascular Disease","Non-Communicable Diseases, Health & Wellbeing, Biochemistry, Chemistry, Structural biology, Drug Discovery, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"26/06/2024"
"18086","10.1021/acs.jmedchem.4c00702",,"DLS:000002000018086","Fragment-based discovery of a series of allosteric-binding site modulators of β-glucocerebrosidase","Nick Palmer, Christopher Agnew, Caroline Benn, William J. Buffham, Joan N. Castro, Gianni Chessari, Mellissa Clark, Benjamin D. Cons, Joseph E. Coyle, Lee A. Dawson, Christopher C. F. Hamlett, Charlotte Hodson, Finn Holding, Christopher N. Johnson, John W. Liebeschuetz, Pravin Mahajan, James M. Mccarthy, Christopher W. Murray, Marc O’reilly, Torren Peakman, Amanda Price, Magdalini Rapti, Judith Reeks, Patrick Schöpf, Jeffrey D. St-Denis, Chiara Valenzano, Nicola G. Wallis, Reto Walser, Heather Weir, Nicola E. Wilsher, Andrew Woodhead, Carla F. Bento, Dominic Tisi","false","Published (Approved)","06/2024","23276, 20014, 17184","Journal Paper","Journal Of Medicinal Chemistry",,,,"false",,"true","true","I03-Macromolecular Crystallography, I04-1-Macromolecular Crystallography (fixed wavelength), I04-Macromolecular Crystallography",,,"Biology and Bio-materials, Chemistry, Medicine","",,"Enzymes; Parkinson's Disease; Gaucher Disease","Neurodegenerative Diseases, Non-Communicable Diseases, Health & Wellbeing, Biochemistry, Neurology, Chemistry, Structural biology, Organic Chemistry, Drug Discovery, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"03/07/2024"
"18030","10.1039/D4TA01689K",,"DLS:00003E000018030","Direct visualisation of metal–defect cooperative catalysis in a Ru-doped defective MOF-808","Chirui Xu, William Orbell, Guilian Wang, Boye Li, Bryan K. Y. Ng, Tai-Sing Wu, Yun-Liang Soo, Zhao-Xue Luan, Kangjian Tang, Xin-Ping Wu, S. C. Edman Tsang, Pu Zhao","false","Published (Approved)","06/2024","","Journal Paper","Journal Of Materials Chemistry A",,,,"false",,"true","true","I15-1-X-ray Pair Distribution Function (XPDF)","X04SA at Swiss Light Source; BL02B2 at SPring-8",,"Chemistry, Materials","",,,"Physical Chemistry, Catalysis, Chemistry, Materials Science, Chemical Engineering, Engineering & Technology, Metal-Organic Frameworks, Metallurgy, Scattering, Pair Distribution Function (PDF), Total Scattering, Organometallic Chemistry",,,"20/06/2024"
