"sep=	"
Document type	Open Access	Number	Authors countries	Instrument	Domain	Authors	ILL Authors	Titre	Journal title	Volume	Pages	Year	Proposal number	DOI	WOS Number	DOI added
Journal article	OA	ILL22DU7080	Germany		Nuclear and Particle Physics	Dubbers D., Märkisch B.		Precise measurements of the decay of free neutrons	Annual Review of Nuclear and Particle Science	71	139-163	2021		10.1146/annurev-nucl-102419-043156		
Journal article		ILL21EM7058	Russia			Em V.T.		Neutron study of internal stress in materials and components	Crystallography Reports	66	281-302	2021		10.1134/S1063774521020036		
Journal article		ILL21FA7022	USA			Fancher C.M., Bunn J.R., Bilheux J., Zhou W.Y., Whitfield R.E., Borreguero J., Peterson P.F.		pyRS: A user-friendly package for the reduction and analysis of neutron diffraction data measured at the High Intensity Diffractometer for Residual Stress Analysis	Journal of Applied Crystallography	54	1886-1893	2021		10.1107/S1600576721010554		
Journal article	OA	ILL21FA7021	China			Fang D.L., Li Y.F., Zhang D.		Ab initio calculations of reactor antineutrino fluxes with exact lepton wave functions	Physics Letters B	813	136067-1-136067-9	2021		10.1016/j.physletb.2021.136067		
Journal article	OA	ILL21FO7026	France (not ILL)/UK			Foglia F., Lyonnard S., García Sakai V., Berrod Q., Zanotti J.M., Gébel G., Clancy A.J., McMillan P.F.		Progress in neutron techniques: Towards improved polymer electrolyte membranes for energy devices	Journal of Physics Condensed Matter	33	264005-1-264005-14	2021		10.1088/1361-648X/abfc10		
Journal article	OA	ILL22FU7007	Finland/Japan			Fujikawa K., Tureanu A.		Neutron oscillations and the parity doubling theorem	Symmetry	13	2202-1-2202-12	2021		10.3390/sym13112202		
Journal article	OA	ILL21GH7030	France (not ILL)			Ghenim L., Allier C., Obeid P., Hervé L., Fortin J.Y., Balakirev M., Gidrol X.		A new ultradian rhythm in mammalian cell dry mass observed by holography	Scientific Reports	11	1290-1-1290-11	2021		10.1038/s41598-020-79661-9		
Journal article		ILL21GR7008	USA/Poland			Grabowski M., Cooper D.R., Brzezinski D., Macnar J.M., Shabalin I.G., Cymborowski M., Otwinowski Z., Minor W.		Synchrotron radiation as a tool for macromolecular X-Ray crystallography: A XXI century perspective	Nuclear Instruments and Methods in Physics Research B	489	30-40	2021		10.1016/j.nimb.2020.12.016		
Journal article	OA	ILL21GU7004	Germany			Gustschin A., Neuwirth T., Backs A., Viermetz M., Gustschin N., Schulz M., Pfeiffer F.		Comparison of thermal neutron and hard X-ray dark-field tomography	Journal of Imaging	7	1-12	2021		10.3390/jimaging7010001		
Journal article	OA	ILL21HA7039	UK			Hallam K.R., Darnbrough J.E., Paraskevoulakos C., Heard P.J., Marrow T.J., Flewitt Peter E.J.		Measurements by X-ray diffraction of the temperature dependence of lattice parameter and crystallite size for isostatically-pressed graphite	Carbon Trends	4	100071-1-100071-13	2021		10.1016/j.cartre.2021.100071		
Journal article	OA	ILL21HA7005	UK/USA/China			Hao Q., Harding M.M., Helliwell J.R., Szebenyi D.M.		Weblinks for the Daresbury Laue software source code and information. Addendum	Journal of Synchrotron Radiation	28	666	2021		10.1107/S1600577521001326		
Journal article	OA	ILL21HE7023	UK			Helliwell J.R.		Combining X-rays, neutrons and electrons, and NMR, for precision and accuracy in structure-function studies	Acta Crystallographica A	77	173-185	2021		10.1107/S205327332100317X		
Journal article		ILL21HO7042	Australia/United Arab Emirates			Hosseini M., Arif M., Keshavarz A., Iglauer S.		Neutron scattering: A subsurface application review	Earth-Science Reviews	221	103755-1-103755-31	2021		10.1016/j.earscirev.2021.103755		
Journal article	OA	ILL21HU7010	China/France (not ILL)/Germany/Japan/USA			Huang W.J., Wang M., Kondev F.G., Audi G., Naimi S.		The AME 2020 atomic mass evaluation (I). Evaluation of input data, and adjustment procedures*	Chinese Physics C	45	030002-1-030002-342	2021		10.1088/1674-1137/abddb0		
Thesis		ILL21HU7047	UK			Hughes T.L.		Understanding liquid phase heterogeneous catalysis to develop catalytic processes								
Journal article		ILL21IL7046	Australia			Iles G.N., Rule K.C., Peterson V.K., Stampfl A.P.J., Elcombe M.M.		Data-processing technique for the Taipan ?Be-filter? neutron spectrometer at the Australian Nuclear Science and Technology Organisation	Review of Scientific Instruments	92	073304-1-073304-11	2021		10.1063/5.0054786		
Journal article	OA	ILL21IM7020	Japan			Imajo S., Iwashita Y., Mishima K., Kitaguchi M., Shimizu Hirohiko M., Ino T., Yamashita S., Hirota K., Goto F., Fuwa Y., Katayama R.		Ultracold neutron time focusing experiment and performance evaluation of an improved UCN rebuncher at J-PARC/MLF	JPS Conference Proceedings	33	011091-1-011091-6	2021		10.7566/JPSCP.33.011091		
Report		ILL22IR7015				IRSN		Nouveaux radionucleides en médecine nucléaire								
Thesis		ILL22JA7009	Sweden			Jaladurgam N.R.		Deformation mechanisms and load distribution in multi-phase engineering materials				2021				
Journal article	OA	ILL21JA7045	Korea			Jang Y.S., Kim S.W., Cho S.J.		Simulation of a new neutron beam guide design for generating high neutron flux	Nuclear Instruments and Methods in Physics Research A	1014	165728-1-165728-6	2021		10.1016/j.nima.2021.165728		
Journal article		ILL21JI7049	China			Jing L.X.C., Junyi Y.		ILL and ESRF construction of internationally renowned large scientific devices. Experience and its inspiration	World Sci-Tech R&D	43	474-484	2021				
Journal article	OA	ILL22KA7005	Hungary/Switzerland/Sweden/USA/Czech Republic			Kanna S.D., Domonkos I., Kobori T.O., Dergez Á., Bode K., Nagyapati S., Zsiros O., Ünnep R., Nagy G., Garab G., Szilak L., Solymosi K., Kovács L., Ughy B.		Salt stress induces paramylon accumulation and fine-tuning of the macro-organization of thylakoid membranes in Euglena gracilis cells	Frontiers in Plant Science	12	725699-1-725699-15	2021		10.3389/fpls.2021.725699		
Journal article	OA	ILL22KA7042	Germany/Switzerland/Sweden			Kardjilov N., Manke I., Hilger A., Arlt T., Bradbury R., Markötter H., Woracek R., Strobl M., Treimer W., Banhart J.		The neutron imaging instrument CONRAD -Post-operational review	Journal of Imaging	7	11-1-11-15	2021		10.3390/jimaging7010011		
Book chapter		ILL21KO7078	UK			Kockelmann W., Godfrey E.		.Neutron diffraction						10.1016/B978-0-12-818860-6.00006-4		
Journal article		ILL21KO7055	Russia			Kovalchuk M.V., Smolskiy S.L., Konoplev K.A.		Research reactor PIK	Crystallography Reports	66	188-194	2021		10.1134/S106377452102005X		
Journal article		ILL21KU7056	Russia/Ukraine/Germany/France (not ILL)			Kuklin A.I., Ivankov O.I., Rogachev A.V., Soloviov D.V., Islamov A.K., Skoi V.V., Kovalev Y.S., Vlasov A.V., Ryzykau Y.L., Soloviev A.G., Kucerka N., Gordeliy V.I.		Small-angle neutron scattering at the pulsed reactor IBR-2: Current status and prospects	Crystallography Reports	66	231-241	2021		10.1134/S1063774521020085		
Article from Conference in a Journal	OA	ILL22LA7024	France (not ILL)			Labit L.R.		The Stereo search for a sterile neutrino at the ILL reactor with full data sample	Journal of Physics : Conference Series	2156	012156-1-012156-5	2021		10.1088/1742-6596/2156/1/012156		
Journal article		ILL21LA7069	Czech Republic/UK/Poland			Lalik E., Druzbicki K., Irvine G., Gutmann M., Manuel P., Petrícek V., Krzystyniak M.		Interplay between local structure and nuclear dynamics in tungstic acid: A neutron scattering study	Journal of Physical Chemistry C	125	23864-23879	2021		10.1021/acs.jpcc.1c05121		
Thesis		ILL22LA7091	Italy			Lamon D.		Investigation of toroidal magnetic moments in Dy-based molecular nanomagnets				2021				
Journal article		ILL21LE7057	Russia			Lebedev D.V., Egorov V.V., Shvetsov A.V., Zabrodskaya Y.A., Isaev-Ivanov V.V., Konevega A.L.		Neutron scattering techniques and complementary methods for structural and functional studies of biological macromolecules and large macromolecular complexes	Crystallography Reports	66	242-253	2021		10.1134/S1063774521020103		
Journal article		ILL21LI7037	China			Liu Q., Wang L., Fu Y., Zhang X., Huang L., Su H., Lin J., Chen X., Yu D., Cui X., Mei J.W., Dai J.F.		Magnetic order in XY-type antiferromagnetic monolayer CoPS3 revealed by Raman spectroscopy	Physical Review B	103	235411-1-235411-7	2021		10.1103/PhysRevB.103.235411		
Journal article		ILL21LI7034	UK			Liu Z., Lane H., Frost C.D., Ewings R.A., Attfield J.P., Stock C.		Alignment facility and software for single-crystal time-of-flight neutron spectroscopy	Journal of Applied Crystallography	54	957-962	2021		10.1107/S1600576721004234		
Journal article	OA	ILL22MA7003	UK/Spain/Japan			Martin L., Turner S.S., Wallis J.D., Akutsu H., Gómez-Garcia C.J.		Perspectives on molecular materials - A tribute to Professor Peter Day	Magnetochemistry	7	152-1-152-6	2021		10.3390/magnetochemistry7120152		
Journal article	OA	ILL21MA7076	UK			Matam S.K., Catlow C.R.A., Silverwood I.P., O'Malley A.J.		Methanol dynamics in H-ZSM-5 with Si/Al ratio of 25: A quasi-elastic neutron scattering (QENS) study	Topics in Catalysis	64	699-706	2021		10.1007/s11244-021-01450-z		
Journal article		ILL21ME7025	Romania			Medeleanu M.A., Hadaruga D.I., Muntean C.V., Popescu G., Rada M., Heghes A., Zippenfening S.E., Lucan (Banciu) C.A., Velciov A.B., Bandur G.N., Hadaruga N.G., Rivis M.		Structure-property relationships on recrystallized ?-cyclodextrin solvates: A focus on X-ray diffractometry, FTIR and thermal analyses	Carbohydrate Polymers	265	118079-0-118079-9	2021		10.1016/j.carbpol.2021.118079		
Journal article		ILL21MI7018	Lithuania			Mikalciute A., Vilciauskas L.		Insights into the hydrogen bond network topology of phosphoric acid and water systems	Physical Chemistry Chemical Physics	23	6213-6224	2021		10.1039/D0CP05126H		
Journal article		ILL21MI7031	India			Mitra S., Sharma V.K., Mukhopadhyay R.		Diffusion of confined fluids in microporous zeolites and clay materials	Reports on Progress in Physics	84	066501-1-066501-50	2021		10.1088/1361-6633/abf085		
Journal article	OA	ILL21MI7061	Japan/Germany/USA			Miyatsu S., Kofu M., Shigematsu A., Yamada T., Kitagawa H., Lohstroh W., Simeoni G., Tyagi M., Yamamuro O.		Quasielastic neutron scattering study on proton dynamics assisted by water and ammonia molecules confined in MIL-53	Structural Dynamics	8	054501-1-054501-8	2021		10.1063/4.0000122		
Journal article	OA	ILL21MO7077	Brazil/France (not ILL)		Materials Science and Engineering	Moreira M.H., Dal Pont S., Ausas R.F., Cunha T.M., Luz A.P., Pandolfelli V.C.		Direct comparison of multi and single-phase models depicting the drying process of refractory castables	Open Ceramics	6	100111-1-100111-17	2021		10.1016/j.oceram.2021.100111		
Journal article	OA	ILL21NA7006	Poland/Portugal/Spain/Germany			Natoli A., Arias-Serrano B.I., Rodríguez-Castellón E., Zurawska A., Frade J.R., Yaremchenko A.A.		Mixed ionic-electronic conductivity, redox behavior and thermochemical expansion of Mn-substituted 5YSZ as an interlayer material for reversible solid oxide cells	Materials	14	641-1-641-23	2021		10.3390/ma14030641		
Journal article		ILL21NO7050	UK/Australia/France (not ILL)/Switzerland			Novelli G., McMonagle C.J., Kleemiss F., Probert M., Puschmann H., Grabowsky S., Maynard-Casely H.E., Parsons S., McIntyre G.J.		Accurate H-atom parameters for the two polymorphs of L-histidine at 5, 105 and 295?K	Acta Crystallographica B	77	785-800	2021		10.1107/S205252062100740X		
Journal article	OA	ILL21PA7036	UK			Parker S.F., Lennon D.		Net zero and catalysis: How neutrons can help	Physchem	1	95-120	2021		10.3390/physchem1010007		
Journal article	OA	ILL21PE7017	Italy			Petrovich E.		Research infrastructures: the European way to Big Science	Metascience	30	37-40	2021		10.1007/s11016-020-00580-6		
Thesis		ILL21RA7048	Sweden			Rataj B.		Background studies of the high-intensity baryon extraction and
measurement (HIBEAM) experiment at the European Spallation
Source								
Thesis		ILL22RE7119	USA		Applied Physics, Instrumentation and Techniques	Ready R.A.		High voltage development and laser spectroscopy for the search of the permanent atomic electric dipole moment of radium-225				2021				
Book chapter	OA	ILL22RH7011	Germany			Rheinberger H.J.		Verlangsamen. Kälteumgebungen biologischen Experimentierens						10.1515/9783110747614-006		
Report		ILL22RO7010	USA			Romano C., Bowden N., Conant A., Goldblum B., Huber P., Link J., Littlejohn B., Mumm H.P., Ochoa J., Prasad S., Riddle C., Sonzogni A., Wieselquist W.		Nuclear data to reduce uncertainties in reactor antineutrino measurements				2021				
Journal article	OA	ILL21SC7062	USA			Schoppmann S.		Status of anomalies and sterile neutrino searches at nuclear reactors	Universe	7	360-1-360-12	2021		10.3390/universe7100360		
Journal article	OA	ILL22SE7006	Germany/Portugal			Serodio Costa B.F., Arias-Serrano B.I., Yaremchenko A.A.		Development of Ni-Sr(V,Ti)O3-? fuel electrodes for solid oxide fuel cells	Materials	15	278-1-278-22	2021		10.3390/ma15010278		
Journal article	OA	ILL21SH7028	Switzerland			Sharma A.		From cloud chambers to time projection chambers	Physics News	51	45-1-45-8	2021				
Article from Conference in a Journal	OA	ILL21SH7011	Germany/USA			Shehu K., Bojanowski C., Bergeron A., Petry W., Reiter C.		First steps to coupled hydraulic and mechanical calculations within a parameter study to define possible core designs for the conversion of FRM II	EPJ Web of Conferences	247	08011-1-08011-16	2021		10.1051/epjconf/202124708011		
Journal article		ILL21SH7019	USA			Shindler A.		Flavor-diagonal CP violation: the electric dipole moment	European Physical Journal A	57	128-1-128-25	2021		10.1140/epja/s10050-021-00421-y		
Journal article	OA	ILL22SN7018	USA			Snow W.M., Haddock C., Heacock B.		Searches for exotic interactions using neutrons	Symmetry	14	10-1-10-19	2021		10.3390/sym14010010		
Journal article		ILL22SO7068	Turkey			Sonmez Ö., Karaman O.		Investigation of level density parameter dependence for some 233U, 235U, 237U, 239U, 249Cf, 251Cf, 237Pu and 247Cm nuclei in neutron fission cross sections with the incident energy up to 20 MeV	Kerntechnik	86	78-85	2021		10.1515/KERN-2020-0086		
Journal article	OA	ILL21SO7052	Brazil			Souza A.P.S., de Oliveira L.P., Yokaichiya F., Genezini F.A., Franco M.K.K.D.		A diffractometer project for Brazilian Multipurpose Reactor (RMB): McStas simulations and instrument optimization	Brazilian Journal of Radiation Sciences	9	1-17	2021		10.15392/bjrs.v9i1A.1499		
Journal article		ILL21SP7059	Australia			Spedding J., Ho M., Lu W.		Computational fluid dynamics Simulations of the cold neutron source at the OPAL reactors	Journal of Nuclear Engineering and Radiation Science	7	041401-1-041401-11	2021		10.1115/1.4049054		
Thesis		ILL21ST7072	Belgium			Stasser C.		Conception d?une expérience bas-bruit pour la détection de transitions neutron-neutron caché et recherche de contraintes sur la proximité d?une brane cachée dans le bulk								
Journal article	OA	ILL21ST7009	Belgium/France (ILL)			Stasser C., Terwagne G., Lamblin J., Méplan O., Pignol G., Coupe B., Kalcheva S., Van Dyck S., Sarrazin M.		Probing neutron-hidden neutron transitions with the MURMUR experiment	European Physical Journal C	81	17-1-17-14	2021		10.1140/epjc/s10052-021-08829-y		
Journal article		ILL21TE7024	France (not ILL)			Teixeira J., Moreno M., Allain S.Y.P., Oberbillig C., Geandier G., Bonnet F.		Intercritical annealing of cold-rolled ferrite-pearlite steel: Microstructure evolutions and phase transformation kinetics	Acta Materialia	212	116920-1-116920-20	2021		10.1016/j.actamat.2021.116920		
Journal article	OA	ILL21TO7029	Germany			Tötzke C., Kardjilov N., Hilger A., Rudolph-Mohr N., Manke I., Oswald S.E.		Three-dimensional in vivo analysis of water uptake and translocation in maize roots by fast neutron tomography	Scientific Reports	11	10578-1-10578-10	2021		10.1038/s41598-021-90062-4		
Journal article	OA	ILL21TR7038	USA/Japan			Tremsin A.S., Gao Y., Makinde A., Bilheux H.Z., Bilheux J.C., An K., Shinohara T., Oikawa K.		Monitoring residual strain relaxation and preferred grain orientation of additively manufactured Inconel 625 by in-situ neutron imaging	Additive Manufacturing	46	102130-1-102130-20	2021		10.1016/j.addma.2021.102130		
Journal article	OA	ILL21TR7043	Australia			Trewhella J.		Growing a thriving international community for small-angle scattering through collaboration	Journal of Applied Crystallography	54	1029-1033	2021		10.1107/S1600576721007561		
Journal article	OA	ILL22TR7043	Indonesia			Triyono D., Yunida Y., Rafsanjani R.A.		Effect of heat treatment on structural, magnetic and electrical properties of La2FeMnO6	Materials	14	7501-1-7501-14	2021		10.3390/ma14247501		
Journal article		ILL21VO7075	USA			Vogel S.C., Andersson D.A., Monreal M.J., Jackson J.M., Parker S.S., Wang G., Yang P., Zhang J.		Crystal structure evolution of UCl3 from room temperature to melting	JOM	73	3555-3563	2021		10.1007/s11837-021-04893-7		
Journal article	OA	ILL21WA7066	China/UK			Wang C., Yu F., Liu Y., Li X., Chen J., Thiyagalingam J., Sepe A.		Deploying the Big Data Science center at the Shanghai Synchrotron Radiation Facility: The first superfacility platform in China	Machine Learning: Science and Technology	2	035003-1-0356003-31	2021		10.1088/2632-2153/abe193		
Journal article	OA	ILL22WO7013	USA			Wolf C.M., Guio L., Scheiwiller S., Pakhnyuk V., Luscombe C., Pozzo L.D.		Strategies for the development of conjugated polymer molecular dynamics force fields validated with neutron and X-ray scattering	ACS Polymers Au	1	134-152	2021		10.1021/acspolymersau.1c00027		
Thesis		ILL21WO7065	Canada			Woolverton A.		Statistical muon tracking: A study of cosmic backgrounds in
the PROSPECT experiment								
Article from Conference in a Journal	OA	ILL22XI7034	China			Xin Z.		Reactor antineutrino anomaly revisited	PoS - Proceedings of Science	402	141-1-141-5	2021		10.22323/1.402.0141		
Journal article	OA	ILL21XU7027	Japan/China/Israel/Australia			Xu P., Liss K.D.		Multiple wavelengths texture measurement using angle dispersive neutron diffraction at WOMBAT	Quantum Beam Science	5	11-1-11-14	2021		10.3390/qubs5020011		
Journal article		ILL20AL7042	France (not ILL)			Alamanos N.		An introduction to the school ?Rewriting Nuclear Physics Textbooks: one step forward? and future perspectives	European Physical Journal Plus	135	417-1-417-23	2020		10.1140/epjp/s13360-020-00379-8	WOS:000537728300015	
Journal article		ILL20AN7024	USA			An K., Fu S.		High entropy alloys: Advanced synchrotron X-ray and neutron scattering studies						10.1016/B978-0-12-803581-8.12040-5		
Journal article	OA	ILL20AN7054	Belgium/Slovakia/UK/Russia/Japan/Switzerland/France (not ILL)/Sweden/Germany			Andel B., Andreyev A.N., Antalic S., Al Monthery M., Barzakh A., Bissell M.L., Chrysalidis K., Cocolios T.E., Cubiss J.G., Day Goodacre T., Dubray N., Farooq-Smith G.J., Fedorov D.V., Fedosseyev V.N., Gaffney L.P., Garcia Ruiz R.F., Goriely S., Granados C., Harding R.D., Heinke R., Hilaire S., Huyse M., Lemaitre J.F., Lynch K.M., Marsh B.A., Molkanov P., Mosat P., Péru S., Raison C., Rothe S., Seiffert C., Seliverstov M.D., Sels S., Studer D., Sundberg J., Van Duppen P.		?-delayed fission of isomers in 188Bi	Physical Review C	102	014319-1-014319-12	2020		10.1103/PhysRevC.102.014319		
Journal article	OA	ILL20AR7069	Spain/UK			Arbe A., Nilsen G.J., Stewart J.R., Alvarez F., Sakai V., Colmenero J.		Coherent structural relaxation of water from meso- to intermolecular scales measured using neutron spectroscopy with polarization analysis	Physical Review Research	2	022015-1-022015-6	2020		10.1103/PhysRevResearch.2.022015		
Journal article		ILL20AR7053	France (ILL)			Arnaud A., Guediche W., Remacha C., Romero E., Proudhon H.		A laboratory transmission diffraction Laue setup to evaluate single-crystal quality	Journal of Applied Crystallography	53		2020		10.1107/S1600576720006317	WOS:000558738200006	
Journal article		ILL20BA7038	Canada/USA			Balantekin A.B., Band H.R., Bass C.D., Bergeron D.E., Berish D., Bowden N.S., Brodsky J.P., Bryan C.D., Classen T., Conant A.J., Deichert G., Diwan M.V., Dolinski M.J., Erickson A., Foust B.T., Gaison J.K., Galindo-Uribarri A., Gilbert C.E., Hackett B.T., Hans S., Hansell A.B., Heeger K.M., Heffron B., Jaffe D.E., Ji X., Jones D.C., Kyzylova O., Lane C.E., Langford T.J., LaRosa J., Littlejohn B.R., Lu X., Maricic J., Mendenhall M.P., Milincic R., Mitchell I., Mueller P.E., Mumm H.P., Napolitano J., Neilson R., Nikkel J.A., Norcini D., Nour S., Palomino-Gallo J.L., Pushin D.A., Qian X., Romero-Romero E., Rosero R., Surukuchi P.T., Tyra M.A., Varner R.L., White C., Wilhelmi J., Woolverton A., Yeh M., Zhang A., Zhang C., Zhang X.		Nonfuel antineutrino contributions in the ORNL High Flux Isotope Reactor (HFIR)	Physical Review C	101	054605-1-054605-14	2020		10.1103/PhysRevC.101.054605	WOS:000532653200002	
Journal article		ILL20BA7032	UK			Ball P.		New limit on the neutron?s internal charge asymmetry	Physics	13	25	2020				
Journal article	OA	ILL20BA7014	France (ILL)/Russia/USA			Barrow J.L., Golubeva E.S., Paryev E., Richard J.M.		Progress and simulations for intranuclear neutron-antineutron transformations in 18Ar40	Physical Review D	101	036008-1-036008-19	2020		10.1103/PhysRevD.101.036008	WOS:000514186300014	
Journal article	OA	ILL20BE7051	Sweden			Bentley P.		Accurate simulation of neutrons in less than one minute Pt. 2: Sandman-GPU-accelerated adjoint Monte-Carlo sampled acceptance diagrams	Quantum Beam Science	4	24-1-24-11	2020		10.3390/qubs4020024	WOS:000551267700003	
Journal article	OA	ILL20BE7034	Sweden			Bentley P.M.		Instrument suite cost optimisation in a science megaproject	Journal of Physics Communications	4	045014-1-045014-20	2020		10.1088/2399-6528/ab8a06	WOS:000529920800001	
Journal article		ILL20BH7021	Belgium/The Netherlands			Bhardwaj R., Ponsard B., Sarilar M., Wolterbeek B., Denkova A., Serra-Crespo P.		Large-scale production of lutetium-177m for the 177mLu/177Lu radionuclide generator	Applied Radiation and Isotopes	156	108986-1-108986-7	2020		10.1016/j.apradiso.2019.108986	WOS:000514754100004	
Journal article		ILL20BO7066	Russia			Bobrikov I.A., Samoylova N.Y., Sumnikov S.V., Ivanshina O.Y., Korneeva E.A., Balagurov L.A., Golovin I.S.		Temperature evolution of Fe-27Ga structure: comparison of in situ X-ray and neutron diffraction studies	Journal of Applied Crystallography	53	1343-1352	2020		10.1107/S1600576720010948		
Journal article		ILL20BO7029	Germany/Italy/USA			Böser S., Buck C., Giunti C., Lesgourgues J., Ludhova L., Mertens S., Schukraft A., Wurm M.		Status of light sterile neutrino searches	Progress in Particle and Nuclear Physics	111	103736-1-103736-51	2020		10.1016/j.ppnp.2019.103736	WOS:000518687900001	
Journal article	OA	ILL20BU7047	Germany/USA/Australia/New Zealand/France (not ILL)/Russia/Poland			Budker D., Crespo Lopez-Urrutia J.R., Derevianko A., Flambaum V.?V., Krasny M., Petrenko A., Pustelny S., Surzhykov A., Yerokhin V.A., Zolotorev M.		Atomic physics studies at the Gamma Factory at CERN	Annalen der Physik	532	2000204-1-2000204-1-2	2020		10.1002/andp.202000204	WOS:000546650200001	
Journal article		ILL19CA7037	Spain			Cantelar E., Sanz-Garcia J.A., Sanz-Martin A., Munoz Santiuste J.E., Cusso F.		Structural, photoluminescent properties and Judd-Ofelt analysis of Eu3+-activated CaF2 nanocubes	Journal of Alloys and Compounds	813	152194-1-152194-9	2020		10.1016/j.jallcom.2019.152194	WOS:000490133900061	
Journal article		ILL22CR7022	Germany			Cramer K.C.		Founding the European Synchrotron Radiation Facility (ESRF), 1977?1988				2020				
Journal article		ILL20DE7013	Australia			Deng G., McIntyre G.J.		Simulation and implementation of multiplexing modes on cold-neutron triple-axis spectrometer SIKA	Nuclear Instruments and Methods in Physics Research A	959	163509-1-163509-8	2020		10.1016/j.nima.2020.163509	WOS:000518368800035	
Article from Conference in a Journal		ILL21DU7002	China/Algeria/France (not ILL)/Poland			Dudek J., Dedes I., Yang J., Baran A., Curien D., Gaamouci A., Gozdz A., Pedrak A., Wang H.L.		Nuclear high-rank symmetries: From the early theory predictions via TetraNuc collaboration to the final experimental discovery	Acta Physica Polonica B	13	419-430	2020		10.5506/APhysPolBSupp.13.419		
Journal article	OA	ILL20GI7031	USA			Girmohanta S., Shrock R.		Baryon-number-violating nucleon and dinucleon decays in a model with large extra dimensions	Physical Review D	101	015017-1-015017-27	2020		10.1103/PhysRevD.101.015017	WOS:000509498000006	
Journal article	OA	ILL20GI7016	USA			Girmohanta S., Shrock R.		Improved upper limits on baryon-number violating dinucleon decays to dileptons	Physics Letters B	803	135296-1-135296-5	2020		10.1016/j.physletb.2020.135296	WOS:000521730300034	
Journal article		ILL20GL7041	USA/Germany/Luxembourg			Glinka C., Bleuel M., Tsai P., Zákutná D., Honecker D., Dresen D., Mees F., Disch S.		Sub-millisecond time-resolved small-angle neutron scattering measurements at NIST	Journal of Applied Crystallography	53	598-604	2020		10.1107/S1600576720004367	WOS:000537556900001	
Journal article		ILL20GL7044	USA			Glyde H.		Quantum liquids	Journal of Physics Condensed Matter	32	374002-1-374002-16	2020		10.1088/1361-648X/ab2ba6	WOS:000545577400001	
Journal article		ILL20GU7060	USA			Gupta K.		Hiding the elephant in the room with experimental neutrons	Biophysical Journal	119	234-235	2020		10.1016/j.bpj.2020.05.038		
Journal article		ILL20HA7001	Romania			Hadaruga N.G., Szakal R.N., Chirila C.A., Lukinich-Gruia A.T., Paunescu V., Muntean C., Rusu G., Bujanca G., Hadaruga D.I.		Complexation of Danube common nase (Chondrostoma nasus L.) oil by ?-cyclodextrin and 2-hydroxypropyl-?-cyclodextrin	Food Chemistry	303	125419-1-125419-11	2020		10.1016/j.foodchem.2019.125419	WOS:000487761700043	
Journal article		ILL20HU7020	France (not ILL)/Spain			Hubert G., Aubry S., Clemente J.A.		Impact of ground level enhancement (GLE) solar events on soft error rate for avionics	IEEE Transactions on Aerospace and Electronic Systems	Early access	1-1	2020		10.1109/TAES.2020.2977792		
Journal article		ILL20HU7002	USA			Hudson L.T., Cline J.P., Henins A., Mendenhall M.H., Szabo C.I.		Contemporary X-ray wavelength metrology and traceability	Radiation Physics and Chemistry	167	108392-1-108392-5	2020		10.1016/j.radphyschem.2019.108392	WOS:000506465900020	
Article from Conference in a Journal	OA	ILL20JA7062	Italy/Sweden			Jamalipour M., Zanini L., Gorini G.		Directional reflection of cold neutrons using nanodiamond particles for compact neutron sources	EPJ Web of Conferences	231	04003-1-04003-6	2020		10.1051/epjconf/202023104003		
Journal article	OA	ILL20JO7064	UK			Jones Eleanor C. L., Bimbo Luis M.		Crystallisation behaviour of pharmaceutical compounds confined within mesoporous silicon	Pharmaceutics	12	214-1-214-24	2020		10.3390/pharmaceutics12030214	WOS:000526541000077	
Journal article	OA	ILL20KA7037	Russia/Belarus/Portugal/Poland/Germany			Karpinsky D.V., Silibin M.V., Trukhanov S.V., Trukhanov A.V., Zhaludkevich A.L., Latushka S.I., Zhaludkevich D.V., Khomchenko V.A., Alikin D.O., Abramov A.S., Maniecki T., Maniukiewicz W., Wolff M., Heitmann V., Kholkin A.L.		Peculiarities of the crystal structure evolution of BiFeO3-BaTiO3 ceramics across structural phase transitions	Nanomaterials	10	801-1-801-12	2020		10.3390/nano10040801	WOS:000539577200204	
Journal article		ILL20KA7035	Russia		Applied Physics, Instrumentation and Techniques	Kashchuk A. P., Levitskaya O. V.		Position-sensitive thermal and cold neutron detectors with 3(2)He gas converter (Review)	Technical Physics	65	493-513	2020		10.1134/S1063784220040118	WOS:000529379400001	
Journal article	OA	ILL20KE7049	Germany/Poland			Keller T., Fabrykiewicz P., Przenioslo R., Sosnowska I., Keimer B.		Neutron Larmor diffraction on powder samples	Journal of Applied Crystallography	53	88-98	2020		10.1107/S160057671901611X	WOS:000512316900011	
Journal article		ILL20KR7030				Kramer D.		World?s physics instruments turn their focus to COVID-19	Physics Today	73	22-26	2020		10.1063/PT.3.4470	WOS:000531376100009	
Journal article	OA	ILL20KU7059	France (not ILL)/Japan			Kuno Y., Pignol G.		Precision experiments with muons and neutrons	Comptes Rendus Physique	21	121-134	2020		10.5802/crphys.13		
Journal article	OA	ILL20KU7078	The Netherlands			Kusmin A., Pappas C.		Semi-analytical calculations of intrinsic field magnetic field inhomogeneities for a Neutron Spin Echo spectrometer at the ESS	Journal of Neutron Research	21	167-180	2020		10.3233/JNR-190121		
