"sep=	"
Document type	Open Access	Number	Authors countries	Instrument	Domain	Authors	ILL Authors	Titre	Journal title	Volume	Pages	Year	Proposal number	DOI	WOS Number	DOI added
Article from Conference in a Journal		ILL13WI6072	France (ILL)/UK		Magnetic Structures	Wildes A.R., Al-Senany N.A., Cowlam N.		Speromagnetism at the ferrimagnetic compensation point in an Fe64Er19B17 metallic glass - the head of a dandelion, or the spokes of a wheel?	Journal of the Korean Physical Society	63	517-520	2013		10.3938/jkps.63.517	WOS:000323502800060	
Journal article		ILL13WU6042	USA/France (ILL)		Soft Matter	Wu B., Liu Y., Li X., Mamontov E., Kolesnikov A.I., Diallo S.O., Do C., Porcar L., Hong K., Smith S.C., Liu L., Smith G.S., Egami T., Chen W.R.		Charge-dependent dynamics of a polyelectrolyte dendrimer and its correlation with invasive water	Journal of the American Chemical Society	135	5111-5117	2013		10.1021/ja3125959	WOS:000317259300041	
Journal article		ILL13ZA6013	France (ILL)/France (not ILL)		Biology	Zaccaï G.		Hydration shells with a pinch of salt	Biopolymers	99	233-238	2013		10.1002/bip.22154	WOS:000314926600003	
Journal article		ILL13ZH6070	USA/France (ILL)/Germany/China		Magnetic Structures	Zhang C., Li H.F., Song Y., Su Y., Tan G., Netherton T., Redding C., Carr S.V., Sobolev O., Schneidewind A., Faulhaber E., Harriger L.W., Li S., Lu X., Yao D.X., Das T., Balatsky A.V., Brückel T., Lynn J.W., Dai P.		Distinguishing s± and s++ electron pairing symmetries by neutron spin resonance in superconducting NaFe0.935Co0.045As	Physical Review B	88	064504-1-064504-8	2013		10.1103/PhysRevB.88.064504	WOS:000322898300006	
Journal article		ILL13ZH6076	UK/France (ILL)/Switzerland		Applied Physics, Instrumentation and Techniques	Zhang S.Y., Evans A., Eren E., Chen B., Pavier M., Wang Y.G., Pierret S., Moat R., Mori B.		ENGIN-X ? Instrument for materials science and engineering research	Neutron News	24	22-26	2013		10.1080/10448632.2013.804362		
Journal article		ILL12BA6013	Italy/USA/France (ILL)/France (not ILL)		Magnetic Excitations	Baldini M., Capogna L., Capone M., Arcangeletti E., Petrillo C., Goncharenko I., Postorino P.		Pressure induced magnetic phase separation in La0.75Ca0.25MnO3 manganite	Journal of Physics Condensed Matter	24	045601-1-045601-5	2012		10.1088/0953-8984/24/4/045601	WOS:000299326100014	
Article from Conference in a Report		ILL13BE6039	France (ILL)/France (not ILL)/UK		Applied Physics, Instrumentation and Techniques	Beaucour J., Bordet P., Chabli A., Mitchell E., Stirling W.		Large-Scale Facilities for R&D on micro- and nano-technologies				2012				
Article from Conference in a Journal		ILL12BH6035	South Africa/Denmark/Germany/France (ILL)/Switzerland		Spectroscopy in Solid State Physics and Chemistry	Bharuth-Ram K., Gunnlaugsson H.P., Masenda H., Sielemann R., Weyer G., Köster U.		Defect annealing in Sb/Sn implanted diamond investigated with 119Sn Mössbauer spectroscopy	Physica B	407	2923-2925	2012		10.1016/j.physb.2011.08.041	WOS:000305790800026	
Journal article		ILL12BO6047	France (ILL)/France (not ILL)/Belgium/Japan		Materials Science and Engineering	Bousige C., Rols S., Paineau E., Rouzière S., Mocuta C., Verberck B., Wright J.P., Kataura H., Launois P.		Progressive melting in confined one-dimensional C60 chains	Physical Review B	86	045446-1-045446-5	2012		10.1103/PhysRevB.86.045446	WOS:000306925300007	
Journal article		ILL12BO6053	USA/France (ILL)		Crystallography	Bozin E.S., Chatterji T., Billinge S.J.L.		Local structure of ReO3 at ambient pressure from neutron total-scattering study	Physical Review B	86	094110-1-094110-4	2012	5-25-137_refused	10.1103/PhysRevB.86.094110	WOS:000308864900001	
Article from Conference in a Book		ILL14BU6084	France (ILL)/Sweden			Buffet J.C., Correa J., Van Esch P., Guérard B., Khaplanov A., Piscitelli F.		Study of a 10B-based multi-blade detector for neutron scattering science						10.1109/NSSMIC.2012.6551086		
Journal article		ILL12CA6014	France (ILL)/Spain		Spectroscopy in Solid State Physics and Chemistry	Calvo-Almazán I., Miret-Artes S., Fouquet P.		A theoretical study of rotational and translational diffusion dynamics of molecules with a six-fold point symmetry adsorbed on a hexagonal lattice by neutron scattering	Journal of Physics Condensed Matter	24	104007-1-104007-10	2012		10.1088/0953-8984/24/10/104007	WOS:000301176300010	
Article from Conference in a Journal		ILL12CA6027	UK/France (ILL)		Theory	Canals B., Schober H.		Introduction to group theory	EPJ Web of Conferences	22	00004-1-00004-39	2012		10.1051/epjconf/20122200004	WOS:000307509600003	
Article from Conference in a Journal		ILL12CH6024	UK/France (ILL)		Magnetic Structures	Chapon L.C.		An introduction to the use of representation analysis for studying magnetoelectrics and multiferroics	EPJ Web of Conferences	22	00013-1-00013-12	2012		10.1051/epjconf/20122200013	WOS:000307509600012	
Journal article		ILL12CH6034	France (ILL)/Germany		Magnetic Excitations	Chatterji T., Frick B., Nair H.S.		Magnetic ordering in double perovskites R2CoMnO6(R = Y , Tb) investigated by high resolution neutron spectroscopy	Journal of Physics Condensed Matter	24	266005-1-266005-7	2012		10.1088/0953-8984/24/26/266005	WOS:000305640800020	
Journal article		ILL12CH6044	France (ILL)/France (not ILL)/Japan/China/UK		Soft Matter	Chau P.L., Tu K.M., Liang K.K., Todorov I.T., Roser S.J., Barker R., Matubayasi N.		The effect of pressure on halothane binding to hydrated DMPC bilayers	Molecular Physics	110	1461-1467	2012		10.1080/00268976.2012.659682	WOS:000306322500007	
Journal article		ILL12CH6060	Italy/France (ILL)/Germany/UK		Liquids and Glasses	Chiapponi C., Di Bari M.T., Gerelli Y., Deriu A., Chiessi E., Finelli I., Paradossi G., Russina M., Izaola Z., García Sakai V.		Water dynamics in physical hydrogels based on partially hydrophobized hyaluronic acid	Journal of Physical Chemistry B	116	12915-12921	2012		10.1021/jp303657a	WOS:000310482800003	
Article from Conference in a Journal	OA	ILL13CO6029	Belgium/Switzerland/UK/Slovakia/Russia/France (ILL)/France (not ILL)/Germany/Finland/Sweden		Nuclear and Particle Physics	Cocolios T.E., Andreyev A.N., Antalic S., Barzakh A.E., Bastin B., Büscher J., Darby I.G., Dexters W., Fedorov D.V., Fedosseev V.N., Flanagan K.T., Franchoo S., Fritzsche S., Huber G., Huyse M., Keupers M., Köster U., Kudryavtsev Y., Mané E., Marsh B.A., Molkanov P.L., Page R.D., Seliverstov M.D., Sjödin A.M., Stefan I., van de Walle J., Van Duppen P., Venhart M., Zemlyanoy S.G.		Early onset of deformation in the neutron-deficient polonium isotopes	Journal of Physics : Conference Series	381	012072-1-012072-6	2012		10.1088/1742-6596/381/1/012072	WOS:000316303200073	
Journal article		ILL12DA6018	Switzerland/France (ILL)		Magnetic Excitations	Dalla Piazza B., Mourigal M., Guarise M., Berger H., Schmitt T., Zhou K.J., Grioni M., Rønnow H.M.		Unified one-band Hubbard model for magnetic and electronic spectra of the parent compounds of cuprate superconductors	Physical Review B	85	100508-1-100508-5	2012		10.1103/PhysRevB.85.100508	WOS:000301971600002	
Journal article		ILL12DE6009	UK/Germany/France (ILL)/France (not ILL)		Magnetic Excitations	de Vries M.A., Wulferding D., Lemmens P., Lord J.S., Harrison A., Bonville P., Bert F., Mendels P.		Extension of the zinc paratacamite phase diagram: Probing the effect of spin vacancies in an S=1/2 kagome antiferromagnet	Physical Review B	85	014422-1-014422-7	2012		10.1103/PhysRevB.85.014422	WOS:000299422900006	
Journal article		ILL12DE6031	France (ILL)/Spain/Portugal			Déniz M., Hernández-Rodríguez I., Pasán J., Fabelo O., Cañadillas-Delgado L., Yuste C., Julve M., Lloret F., Ruiz-Pérez C.	Fabelo O.	Pillaring role of 4,4?-azobis(pyridine) in substituted malonate-containing manganese(II) complexes: Syntheses, crystal structures, and magnetic properties	Crystal Growth & Design	12	4505-4518	2012		10.1021/cg300670a		
Journal article		ILL12DE6058	Spain/France (ILL)		Crystallography	Déniz M., Pasán J., Fabelo O., Cañadillas-Delgado L., Lorenzo-Luis P., Lahoz F., Lopez D., Yuste C., Julve M., Ruiz-Pérez C.		Synthesis, structural analysis, and thermal and spectroscopic studies of methylmalonate-containing zinc(II) complexes	Comptes Rendus Chimie	15	911-923	2012		10.1016/j.crci.2012.04.007	WOS:000311060500011	
Journal article		ILL22DU6033	Spain/France (ILL)/France (not ILL)			Dul M.C., Lescouëzec R., Chamoreau L., Journaux Y., Carrasco R., Castellano M., Ruiz-García R., Cano J., Lloret F., Julve M., Ruiz-Pérez C., Fabelo O., Pardo E.	Fabelo O.	Self-assembly, metal binding ability, and magnetic properties of dinickel(ii) and dicobalt(ii) triple mesocates	CrystEngComm	14	5639-5648	2012		10.1039/c2ce25434d		
Journal article		ILL24EB6002	USA/France (ILL)		Soft Matter	Eberle A.P.R., Porcar L.	Porcar L.	Flow-SANS and Rheo-SANS applied to soft matter	Current Opinion in Colloid & Interface Science	17	33-43	2012		10.1016/j.cocis.2011.12.001		
Journal article		ILL12FA6076	Spain/France (ILL)/France (not ILL)		Crystallography	Fabelo O., Cañadillas-Delgado L., Pasán J., Díaz-Gallifa P., Labrador A., Ruiz-Pérez C.		Dryness sensitive porous 3d-4f metal-organic framework with unusual dynamic behaviour	CrystEngComm	14	765-767	2012		10.1039/c1ce06210g	WOS:000298991000004	
Journal article		ILL12FE6036	Spain/France (ILL)/France (not ILL)		Crystallography	Ferrando-Soria J., Grancha T., Pasán J., Ruiz-Pérez C., Cañadillas-Delgado L., Journaux Y., Julve M., Cano J., Lloret F., Pardo E.		Solid-state aggregation of metallacyclophane-based MnIICuII one-dimensional ladders	Inorganic Chemistry	51	7019-7021	2012		10.1021/ic300953n	WOS:000305853600007	
Journal article		ILL12FE6077	Spain/France (ILL)/France (not ILL)		Crystallography	Ferrando-Soria J., Rood M.T.M., Julve M., Lloret F., Journaux Y., Pasán J., Ruiz-Pérez C., Fabelo O., Pardo E.		Influence of the alkaline earth cations on the topology of MII/CuII mixed-metal?organic frameworks (M = Ca, Sr and Ba)	CrystEngComm	14	761-764	2012		10.1039/c1ce06203d	WOS:000298991000003	
Article from Conference in a Journal		ILL12FR6015	Russia/France (ILL)/Ukraine		Nuclear and Particle Physics	Frank A.I., Geltenbort P., Jentschel M., Kulin G.V., Kustov D.V., Strepetov A.N.		Accelerating medium effect as a general wave phenomenon	Journal of Physics : Conference Series	340	012042-1-012042-11	2012		10.1088/1742-6596/340/1/012042	WOS:000301288200042	
Article from Conference in a Journal	OA	ILL13FR6035	Germany/France (ILL)/Switzerland/UK		Magnetic Structures	Freeman P.G., Niedermayer C., Prabhakaran D.		Search for third harmonic magnetic Bragg reflections in charge-stripe ordered La1.725Sr0.275NiO4	Journal of Physics : Conference Series	391	012089-1-012089-4	2012		10.1088/1742-6596/391/1/012089	WOS:000314761400089	
Journal article		ILL12GA6016	USA/France (ILL)		Biology	Garg S., Porcar L., Hamill A.C., Butler P.D., Perez-Salas U.		Response to ?How slow is the transbilayer diffusion (Flip-Flop) of cholesterol??	Biophysical Journal	102	947-949	2012		10.1016/j.bpj.2012.01.033	WOS:000300921600027	
Journal article		ILL12GA6023	Poland/Germany/France (ILL)		Crystallography	Gawinkowski S., Walewski ?., Vdovin A., Slenczka A., Rols S., Johnson M.R., Lesyng B., Waluk J.		Vibrations and hydrogen bonding in porphycene	Physical Chemistry Chemical Physics	14	5489-5503	2012	7-04-66	10.1039/c2cp24098j	WOS:000302062200016	
Journal article		ILL12GL6068	Russia/France (ILL)		Nuclear and Particle Physics	Gledenov Y.M., Nesvizhevsky V.V., Sedyshev P.V., Shul'gina E.V., Vesna V.A.		A method to measure neutron polarization using P-even asymmetry of ?-quantum emission in the neutron-nuclear interaction	Physics of Atomic Nuclei	75	781-784	2012		10.1134/S1063778812030076	WOS:000306495500001	
Journal article		ILL12GU6028	France (ILL)/France (not ILL)		Magnetic Excitations	Guillou F., Courtois P., Porcar La, Plaindoux P., Bourgault D., Hardy V.		Calorimetric investigation of the magnetocaloric effect in Ni45Co5Mn37.5In12.5	Journal of Physics D: Applied Physics	45	255001-1-255001-7	2012		10.1088/0022-3727/45/25/255001	WOS:000305417000002	
Journal article		ILL12GU6038	France (ILL)/France (not ILL)		Crystallography	Guionneau P., Lakhloufi S., Lemée-Cailleau M.H., Chastanet G., Rosa P., Mauriac C., Létard J.F.		Mosaicity and structural fatigability of a gradual spin-crossover single crystal	Chemical Physics Letters	542	52-55	2012		10.1016/j.cplett.2012.06.005	WOS:000306234700010	
Journal article		ILL22GU6080	France (ILL)			Guyon H., Geltenbort P.G.	Guyon H./Geltenbort P.G.	The high flux research reactor at the Laue-Langevin Institute (ILL)	ATW - Atomwirtschaft - Atomtechnik	57	607-608	2012				
Journal article		ILL12HA6064	Germany/France (ILL)		Nuclear and Particle Physics	Habs D., Jentschel M.		Überraschend großer Brechungsindex für Gammastrahlung	Physik in Unserer Zeit	43	216-217	2012		10.1002/piuz.201290077		
Article from Conference in a Book		ILL14HA6083	Sweden/France (ILL)			Hall-Wilton R., Höglund C., Imam M., Kanaki K., Khaplanov A., Kirstein O., Kittelmann T., Nilsson B., Scherzinger J.		Detectors for the European Spallation Source						10.1109/NSSMIC.2012.6551977		
Journal article		ILL13HE6092	France (ILL)/France (not ILL)		Soft Matter	Hemmerle A., Malaquin L., Charitat T., Lecuyer S., Fragneto G., Daillant J.		Controlling interactions in supported bilayers from weak electrostatic repulsion to high osmotic pressure	Proceedings of the National Academy of Sciences of the USA	109	19938-19942	2012	9-13-376	10.1073/pnas.1211669109	WOS:000312347200024	
Journal article		ILL12HI6048	France (ILL)/France (not ILL)		Spectroscopy in Solid State Physics and Chemistry	Hinsen K., Pellegrini E., Stachura S., Kneller G.R.		nMoldyn 3: Using task farming for a parallel spectroscopy-oriented analysis of molecular dynamics simulations	Journal of Computational Chemistry	33	2043-2048	2012		10.1002/jcc.23035	WOS:000307889900007	
Journal article		ILL12HO6045	Germany/France (ILL)		Soft Matter	Hoffmann I., Theile M., Gratz S., Scholz J., Barreleiro P., von Rybinski W., Gradzielski M.		On the influence of surfactants on the adsorption of polysaccharide-based polymers on cotton studied by means of fluorescence spectroscopy	Langmuir	28	11400-11409	2012		10.1021/la301559s	WOS:000307159300016	
Book chapter		ILL12JO6022	France (ILL)		Soft Matter	Johnson M.R., González M.A., Zbiri M., Pellegrini E.		Computational tools to understand inelastic and quasielastic neutron scattering data						10.1007/978-1-4614-0727-0_2		
Journal article		ILL12JO6010	UK/France (ILL)/France (not ILL)		Magnetic Structures	Johnson R.D., Chapon L.C., Khalyavin D.D., Manuel P., Radaelli P.G., Martin C.		Giant improper ferroelectricity in the ferroaxial magnet CaMn7O12	Physical Review Letters	108	067201-1-067201-4	2012		10.1103/PhysRevLett.108.067201	WOS:000300098400003	
Journal article		ILL12KH6039	UK/France (ILL)		Magnetic Structures	Khalyavin D.D., Manuel P., Chapon L.C.		Possible chiral spin-liquid phase in noncentrosymmetric RBaCo4O7	Physical Review B	85	220401-1-220401-4	2012		10.1103/PhysRevB.85.220401	WOS:000305251100001	
Journal article		ILL12KI6051	Korea/France (ILL)		Magnetic Excitations	Kim I., Jeon B.G., Patil D., Patil S., Nénert G., Kim K.H.		Observation of multiferroic properties in pyroxene NaFeGe2O6	Journal of Physics Condensed Matter	24	306001-1-306001-7	2012		10.1088/0953-8984/24/30/306001	WOS:000306405600016	
Article from Conference in a Journal		ILL12KO6074	Austria/Germany/France (ILL)		Nuclear and Particle Physics	Konrad G., Abele H., Beck M., Drescher C., Dubbers D., Erhart J., Fillunger H., Gösselsberger C., Heil W., Horvath M., Jericha E., Klauser C., Klenke J., Märkisch B., Maix R.K., Mest H., Nowak S., Rebrova N., Roick C., Sauerzopf C., Schmidt U., Soldner T., Wang X., Zimmer O.		Neutron decay with PERC: A progress report	Journal of Physics : Conference Series	340	012048-1-012048-8	2012		10.1088/1742-6596/340/1/012048	WOS:000301288200048	
Journal article		ILL18KU6006	UK/France (ILL)			Kuang X., Payne J.L., Farrell J.D., Johnson M.R., Evans I.R.	Johnson M.R.	Polymorphism and oxide ion migration pathways in fluorite-type bismuth vanadate, Bi46V8O89	Chemistry of Materials	24	2162-2167	2012		10.1021/cm3008107	WOS:000305092600024	
Journal article		ILL12KU6001	UK/France (ILL)		Materials Science and Engineering	Kuang X., Payne J.L., Johnson M.R., Radosavljevic E.I.		Remarkably high oxide ion conductivity at low temperature in an ordered fluorite-type superstructure	Angewandte Chemie International Edition	51	690-694	2012		10.1002/anie.201106111	WOS:000299034200017	
Journal article		ILL12KU6055	Poland/France (ILL)/France (not ILL)/Finland		Magnetic Excitations	Kurpeta J., Urban W., Plochocki A., Rissanen J., Pinston J.A., Elomaa V.V., Eronen T., Hakala J., Jokinen A., Kankainen A., Moore I.D., Penttilä H., Saastamoinen A., Weber C., Äystö J.		Low-spin excitations in the 109Tc nucleus	Physical Review C	86	044306-1-044306-10	2012		10.1103/PhysRevC.86.044306	WOS:000309386000001	
Journal article		ILL12LA6037	Germany/France (ILL)			Lander G.H.		Resonant elastic X-ray scattering from 5f systems	European Physical Journal Special Topics	208	129-132	2012		10.1140/epjst/e2012-01613-4	WOS:000305404200013	
Article from Conference in a Book		ILL13LI6028	Romania/Spain/Sweden/USA/Germany/Czech Republic/Norway/France (ILL)/Poland		Nuclear and Particle Physics	Lic? R., M?rginean N., Ghita D.G., Mach H., Fraile L.M., Aprahamian A., Bernards C., Briz J.A., Bucher B., Chiara C.J., Dlouhý Z., Gheorghe I., Hoff P., Jolie J., Köster U., Kurcewic W., M?rginean R., Olaizola B., Paziy V., Régis J.M., Rudigier M., Sava T., Simpson G., St?noiu M., Stroe L., Walters W.B.		Low-lying isomeric state in 80Ga from the ?- decay of 80Zn	AIP Conference Proceedings	1491	97-100	2012		10.1063/1.4764211		
Journal article		ILL12LO6073	UK/USA/France (ILL)		Magnetic Structures	Lovesey S.W., Khalyavin D.D., Manuel P., Chapon L.C., Cao G., Qi T., Qi T.F.		Magnetic symmetries in neutron and resonant X-ray Bragg diffraction patterns of four iridium oxides	Journal of Physics Condensed Matter	24	496003-1-496003-10	2012		10.1088/0953-8984/24/49/496003	WOS:000311429600021	
Article from Conference in a Journal		ILL13MA6027	Poland/Denmark/France (ILL)		Nuclear and Particle Physics	Mazzocchi C., Janas Z., B?czyk P., Fynbo H.O.U., Köster U.		Precision half-life measurement of 7Be implanted in different materials	Acta Physica Polonica B	43	279-284	2012		10.5506/APhysPolB.43.279	WOS:000301269700018	
Journal article		ILL12MI6066	Bulgaria/France (ILL)/France (not ILL)/Spain		Magnetic Structures	Milenov T.I., Rafailov P.M., Urcelay-Olabarria I., Ressouche E., García-Muñoz J.L., Skumryev V., Gospodinov M.M.		Magnetic behavior of La2CoMnO6-? crystal doped with Pb and Pt	Materials Research Bulletin	47	4001-4005	2012		10.1016/j.materresbull.2012.08.071	WOS:000313851200011	
Journal article		ILL12MI6065	India/France (ILL)		Crystallography	Mishra S.K., Gupta M.K., Mittal R., Chaplot S.L., Hansen T.C.		Suppression of antiferroelectric state in NaNbO3 at high pressure from in situ neutron diffraction	Applied Physics Letters	101	242907-1-242907-4	2012	5-24-400_refused	10.1063/1.4771983	WOS:000312490000068	
Journal article		ILL12MO6050	Portugal/Germany/France (ILL)/Italy/UK		Applied Physics, Instrumentation and Techniques	Morozov A., Defendi I., Engels R., Fraga F.A.F., Fraga M.M.F.R., Guérard B., Jurkovic M., Kemmerling G., Manzin G., Margato L.M.S., Niko H., Pereira L., Petrillo C., Peyaud A., Piscitelli F., Raspino D., Rhodes N.J., Sacchetti F., Schooneveld E.M., Esch P., Zeitelhack K.		ANTS - A simulation package for secondary scintillation Anger-camera type detector in thermal neutron imaging	Journal of Instrumentation	7	P08010-1-P08010-24	2012		10.1088/1748-0221/7/08/P08010	WOS:000308869800021	
Article from Conference in a Book		ILL14MO6082	UK/Portugal/Germany/France (ILL)/Italy			Morozov A., Defendi I., Engels R., Fraga F.A.F., Guérard B., Jurkovic M., Kemmerling G., Manzin G., Margato L.M.S., Niko H., Pereira L., Raspino D., Rhodes N.J., Sacchetti F., Schooneveld E.M., Van Esch P., Zeitelhack K.		A 2D gas scintillation detector for thermal neutrons						10.1109/NSSMIC.2012.6551375		
Journal article		ILL12NE6071	France (ILL)/France (not ILL)/Russia		Nuclear and Particle Physics	Nesvizhevsky V.V., Voronin A.Y., Lambrecht A., Reynaud S.		Study of levitating nanoparticles using ultracold neutrons	New Journal of Physics	14	093053-1-093053-27	2012		10.1088/1367-2630/14/9/093053	WOS:000309393400011	
Journal article		ILL12OH6046	Belgium/France (ILL)/France (not ILL)/Japan/UK/USA/Serbia		Nuclear and Particle Physics	Ohtsubo T., Stone N.J., Stone J.R., Towner I.S., Bingham C.R., Gaulard C., Köster U., Muto S., Nikolov J., Nishimura K., Simpson G.S., Soti G., Veskovic M., Walters W.B., Wauters F.		Magnetic dipole moment of the doubly-closed-shell plus one proton nucleus 49Sc	Physical Review Letters	109	032504-1-032504-5	2012		10.1103/PhysRevLett.109.032504	WOS:000306546300005	
Journal article		ILL14OR6007	Israel/France (ILL)/France (not ILL)/UK			Orbach R., Mironi-Harpaz I., Adler-Abramovich L., Mossou E., Mitchell E.P., Forsyth V.T., Gazit E., Seliktar D.		The rheological and structural properties of Fmoc-peptide-based hydrogels: The effect of aromatic molecular architecture on self-assembly and physical characteristics	Langmuir	28	2015-2022	2012		10.1021/la204426q	WOS:000300466100011	
Journal article		ILL12PA6021	India/Germany/France (ILL)		Materials Science and Engineering	Patra M., Majumdar S., Giri S., Xiao Y., Chatterji T.		Magnetocaloric effect in RAl2 (R=Nd, Sm, and Tm): Promising for cryogenic refrigeration close to liquid helium temperature	Journal of Alloys and Compounds	531	55-58	2012		10.1016/j.jallcom.2012.03.076	WOS:000304061100012	
Journal article		ILL13PA6026	Belgium/USA/Russia/Switzerland/Spain/France (ILL)/Sweden/Slovakia/Germany		Nuclear and Particle Physics	Pauwels D., Radulov D., Walters W.B., Darby I.G., De Witte H., Diriken J., Fedorov D.V., Fedosseev V.N., Fraile L.M., Huyse M., Köster U., Marsh B.A., Popescu L., Seliverstov M.D., Sjödin A.M., Van den Bergh P., van de Walle J., Van Duppen P., Venhart M., Wimmer K.		Gamow-Teller decay population of 64Ni levels in the decay of 1+64Co	Physical Review C	86	064318-1-064318-6	2012		10.1103/PhysRevC.86.064318	WOS:000312698000002	
Journal article		ILL12PE6072	UK/France (ILL)/France (not ILL)		Magnetic Structures	Perks N.J., Johnson R.D., Martin C., Chapon L.C., Radaelli P.G.		Magneto-orbital helices as a route to coupling magnetism and ferroelectricity in multiferroic CaMn7O12	Nature Communications	3	1277-1-1277-6	2012		10.1038/ncomms2294	WOS:000316356700044	
Journal article		ILL12PL6017	France (ILL)/USA		Liquids and Glasses	Plazanet M., Schober H., Angell C.A.		Note: Anharmonicity of quasi-lattice modes in glass and super-fragile liquid states of decahydroisoqinoline: C9H17N	Journal of Chemical Physics	136	136101-1-136101-2	2012		10.1063/1.3698167	WOS:000302596500059	
Journal article		ILL12PO6032	France (ILL)/France (not ILL)		Magnetic Excitations	Porcar La, Bourgault D., Courtois P.		Large piezoresistance and magnetoresistance effects on Ni45Co5Mn37.5In12.5 single crystal	Applied Physics Letters	100	152405-1-152405-3	2012		10.1063/1.3701170	WOS:000303128000046	
Journal article		ILL12QU6052	Germany/France (ILL)/Switzerland		Magnetic Excitations	Quintero-Castro D.L., Lake B., Islam A.T.M.N., Wheeler E.M., Balz C., Månsson M., Rule K.C., Gvasaliya S., Zheludev A.		Asymmetric thermal line shape broadening in a gapped 3D antiferromagnet: Evidence for strong correlations at finite temperature	Physical Review Letters	109	127206-1-127206-5	2012		10.1103/PhysRevLett.109.127206	WOS:000308878500023	
Journal article		ILL12RI6056	Finland/France (ILL)/Poland		Nuclear and Particle Physics	Rissanen J., Kurpeta J., Elomaa V.V., Eronen T., Hakala J., Jokinen A., Kankainen A., Moore I.D., Penttilä H., Plochocki A., Saastamoinen A., Urban W., Weber C., Äystö J.		Structure of 115Ag studied by ?? decays of 115Pd and 115Pdm	Physical Review C	86	034337-1-034337-11	2012		10.1103/PhysRevC.86.034337	WOS:000309240300002	
Article from Conference in a Journal		ILL12RO6026	UK/France (ILL)		Crystallography	Rodríguez-Carvajal J., Bourée F.		Symmetry and magnetic structures	EPJ Web of Conferences	22	00010-1-00010-52	2012		10.1051/epjconf/20122200010	WOS:000307509600009	
Journal article		ILL12RZ6075	Poland/France (ILL)/France (not ILL)/UK/USA		Nuclear and Particle Physics	Rzaca-Urban T., Urban W., Pinston J.A., Simpson G.S., Smith A.G., Ahmad I.		Reflection symmetry of the near-yrast excitations in 145Ba	Physical Review C	86	044324-1-044324-8	2012		10.1103/PhysRevC.86.044324	WOS:000309998600001	
Journal article		ILL12SA6054	India/Portugal/Spain/Germany/France (ILL)		Magnetic Excitations	Sabyasachi S., Patra M., Majumdar S., Giri S., Das S., Amaral V.S., Iglesias O., Borghols W., Chatterji T.		Glassy magnetic phase driven by short-range charge and magnetic ordering in nanocrystalline La1/3Sr2/3FeO3??: Magnetization, Mössbauer, and polarized neutron studies	Physical Review B	86	104416-1-104416-9	2012		10.1103/PhysRevB.86.104416	WOS:000308640300005	
Journal article		ILL13SA6019	Ukraine/Latvia/Italy/France (ILL)		Applied Physics, Instrumentation and Techniques	Savchyn P., Karbovnyk I., Vistovskyy V., Voloshinovskii A., Pankratov V., Cestelli Guidi M., Mirri ., Myahkota O., Riabtseva A., Mitina N., Zaichenko A., Popov A.I.		Vibrational properties of LaPO4 nanoparticles in mid- and far-infrared domain	Journal of Applied Physics	112	124309-1-124309-6	2012		10.1063/1.4769891	WOS:000312829400108	
Journal article		ILL12SC6020	Italy/France (ILL)/France (not ILL)		Materials Science and Engineering	Scavini M., Coduri M., Allieta M., Brunelli M., Ferrero C.		Probing complex disorder in Ce1-xGdxO2-x/2 using the pair distribution function analysis	Chemistry of Materials	24	1338-1345	2012		10.1021/cm203819u	WOS:000302487500013	
Article from Conference in a Journal		ILL12SC6025	UK/France (ILL)			Schober H.		Symmetry characterization of electrons and lattice excitations	EPJ Web of Conferences	22	00012-1-00012-37	2012		10.1051/epjconf/20122200012	WOS:000307509600011	
Journal article		ILL12SE6004	USA/France (ILL)		Biology	Selvam P., Bharatwaj B., Porcar L., da Rocha S.R.P.		Reverse aqueous microemulsions in hydrofluoroalkane propellants and their aerosol characteristics	International Journal of Pharmaceutics	422	428-435	2012		10.1016/j.ijpharm.2011.10.038	WOS:000302398700053	
Journal article		ILL12SI6040	France (ILL)/France (not ILL)/UK		Magnetic Structures	Singh K., Caignaert V., Chapon L.C., Pralong V., Raveau B., Maignan A.		Spin-assisted ferroelectricity in ferrimagnetic CaBaCo4O7	Physical Review B	86	024410-1-024410-5	2012		10.1103/PhysRevB.86.024410	WOS:000306189100006	
Journal article		ILL13TH6032	France (ILL)		Applied Physics, Instrumentation and Techniques	Thibault X.		Neutron techniques for wood chemistry	Cellulose Chemistry and Technology	46	421-425	2012			WOS:000313921400001	
Article from Conference in a Journal	OA	ILL14TH6085	Germany/France (ILL)/Hungary/Romania/USA			Thirolf P.G., Csige L., Habs D., Günther M., Jentschel M., Krasznahorkay A., Filipescu D., Glodariu T., Stroe L., Tesileanu O., Karwowski H., Rich G.		Perspectives for photofission studies with highly brilliant, monochromatic ?-ray beams	EPJ Web of Conferences	38	08001-1-08001-7	2012		10.1051/epjconf/20123808001	WOS:000319926000020	
Article from Conference in a Book		ILL13TH6033	Germany/Romania/France (ILL)		Nuclear and Particle Physics	Thirolf P.G., Habs D., Filipescu D., Gernhäuser R., Günther M.M., Jentschel M., M?rginean N., Pietralla N.		Nuclear photonics at ultra-high counting rates and higher multipole excitations	AIP Conference Proceedings	1462	214-217	2012		10.1063/1.4736791		
