"sep=	"
Document type	Open Access	Number	Authors countries	Instrument	Domain	Authors	ILL Authors	Titre	Journal title	Volume	Pages	Year	Proposal number	DOI	WOS Number	DOI added
Journal article		ILL90SW1075		D1A		Swallowe G.M., Perrin R., Charnley T., Parry D.J., Webster P.J., Mills G., Low K.S.		Warble in carillon bells: An investigation using neutron diffraction.	Applied Acoustics	30	267-278	1990		10.1016/0003-682X(90)90077-8		
Journal article		ILL90TE1103		IN6/ H20		Teixeira J., Bellissent-Funel M.C., Chen S.H.		Dynamics of water studied by neutron scattering	Journal of Physics Condensed Matter	2	SA105-SA108	1990		10.1088/0953-8984/2/S/011	WOS:A1990ER70100012	
Book chapter		ILL90LE1078		D1A		Troive L., Karlsson L., Naesstroem M., Webster P.J., Low K.S.		Finite element simulations of the bending of a flat plate to U-shaped beam cross-section and the welding to rectangular hollow cross-section and neutron diffraction determination of residual stresses.								
Journal article		ILL96TU1310		D4		Turner J., Soper A.K., Finney J.L.		A neutron-diffraction study of tetramethylammonium chloride in aqueous solution	Molecular Physics	70	679-700	1990			WOS:A1990DV35600008	10.1080/00268979000102661
Journal article		ILL90VI1120		IN6		Vigne-Maeder F., Jobic H.		Adsorption sites and packing of benzene in silicalite	Chemical Physics Letters	169	31-35	1990			WOS:A1990DH99100007	10.1016/0009-2614(90)85160-E
Non-refereed Journal		ILL90WE1081		D1A/ D20		Webster P.J.		The neutron strain scanner: A new analytical tool for engineers.	Steel Times	218	321-323	1990				
Journal article		ILL90WE1077		D1A/ D20		Webster P.J., Low K.S., Mills G., Webster G.A.		Neutron measurement of residual stresses in a used railway rail.	Materials Research Society Symposium Proceedings	166	311-316	1990		10.1557/PROC-166-311		
Journal article		ILL90WE1098		D1B		Weller M.T., Wong G., Adamson C.L., Dodd S.M., Roe J.J.B.		Intracage reactions in sodalites.	Journal of the Chemical Society Dalton Transactions		593-597	1990		10.1039/DT9900000593		
Journal article		ILL12WR1081	UK	D4B/D4		Wright A.C.		Diffraction studies of glass structure	Journal of Non-Crystalline Solids	123	129-148	1990		10.1016/0022-3093(90)90779-L		
Article from Conference in a Journal		ILL99LO1037	Austria/UK			Lovesey S.W., Balcar E.		The scattering of polarized neutrons by a magnetic material	Physica B	267-268	221-226	 1999			WOS:000080171100041	10.1016/S0921-4526(99)00070-8
Report		ILL89AC1049		D17		Acharya D.R., Allen A.J., Hughes R.		Characterisation of coke deposits on catalysts using small angle neutron scattering.								
Journal article		ILL90AL1117		IN1B		Albers P.W., Sicking G.H., Ross D.K.		The use of neutron inelastic scattering and hydrogen isotope exchange to investigate the nature of sites occupied by hydrogen in TiMn1.5	Journal of Physics Condensed Matter	1	6025-6037	1989			WOS:A1989AP00900003	10.1088/0953-8984/1/35/003
Journal article		ILL05AL1024	France (not ILL)/Spain	D9		Alvarez R., Carmona E., Galindo A., Gutiérrez E., Marin J.M., Monge A., Poveda M.L., Ruiz C., Savariault J.M.		Formation of carboxylate complexes from the reactions of carbon dioxide with ethylene complexes of molybdenum and tungsten. X-ray and neutron diffraction studies	Organometallics	8	2430-2439	1989		10.1021/om00112a026		
Article from Conference in a Journal		ILL89AN1058		IN10		Anderson I.S., Ross D.K., Bonnet J.E.		Long range diffusion of hydrogen in yttrium	Zeitschrift für Physikalische Chemie	164	923-928	1989		10.1524/zpch.1989.164.Part_1.0923	WOS:A1989CB56700031	
Journal article		ILL89AT1074		D1B		Attfield J.P.		Exchange striction and exchange constants in Bi2CuO4	Journal of Physics Condensed Matter	1	7045-7053	1989	5-31-407		WOS:A1989AU40700016	10.1088/0953-8984/1/39/016
Article from Conference in a Journal		ILL89BA1028		IN6		Balakrishnan G., Paul D.McK., Bernhoeft N.R.		Neutron inelastic scattering study of CePb3	Physica B	156-157	815-817	1989			WOS:A1989T663300235	10.1016/0921-4526(89)90802-8
Article from Conference in a Journal		ILL89BA1024		D3		Ballou R.		Thermal variation of the magnetization density in Y2Co7	Physica B	156-157	727-729	1989	5-33-214		WOS:A1989T663300208	10.1016/0921-4526(89)90775-8
Journal article		ILL89BA1043		D4B		Barandiarán J.M., Gignoux D., Rodríguez Fernández J., Schmitt D.		Magnetic properties and magnetic structure of hexagonal GdGa2 and GdCu5 compounds	Physica B	154	293-299	1989			WOS:A1989AB69400001	10.1016/0921-4526(89)90162-2
Journal article		ILL89BA1034		D1A/ D2B		Battle P.D., Gibb T.C., Jones C.W., Studer F.		Spin-glass behavior in Sr2FeRu06 and BaLaNiRu06: A comparison with antiferromagnetic BaLaZnRuO6.	Journal of Solid State Chemistry	78	281-293	1989	5-31-308	10.1016/0022-4596(89)90109-6		
Journal article		ILL89BA1006		D1A/D20		Battle P.D., Jones C.W.		The crystal and magnetic structures of Sr2LuRu06, Ba2YRuO6, and Ba2LuRu06.	Journal of Solid State Chemistry	78	108-116	1989	5-31-204	10.1016/0022-4596(89)90133-3		
Article from Conference in a Journal		ILL89BE1071		D17		Bellamy M.F., Nealis A.S., Aitken J., Bruckdorfer K.R., Perkins S.J.		Synchrotron x-ray and neutron solution scattering studies of structural changes in low-density lipoproteins	Biochemical Society Transactions	17	680-681	1989		10.1042/bst0170680		
Journal article		ILL89BE1069		D17		Bellamy M.F., Nealis A.S., Aitken J.W., Bruckdorfer K.R., Perkins S.J.		Structural changes in oxidised low-density lipoproteins and of the effect of the anti-atherosclerotic drug probucol observed by synchrotron x-ray and neutron solution scattering.	European Journal of Biochemistry	183	321-329	1989		10.1111/j.1432-1033.1989.tb14932.x		
Journal article		ILL11BE1005	France (not ILL)	D4B	Magnetic Structures	Bellisent R., Menelle A., Howells W.S., Wright A.C., Brunier T.M., Sinclair R.N., Jansen F.		The structure of amorphous Si:H using steady state and pulsed neutron sources	Physica B	156-157	217-219	1989		10.1016/0921-4526(89)90635-2		
Journal article		ILL89BE1037		D11		Bergholz W., Binns M.J., Booker G.R., Hutchison J.C., Kinder S.H., Messoloras S., Newman R.C., Stewart R.J., Wilkes J.G.		A study of oxygen precipitation in silicon using high-resolution transmission electron microscopy, small-angle neutron scattering and infrared absorption	Philosophical Magazine B	59	499-522	1989			WOS:A1989U588200002	10.1080/13642818908211173
Journal article		ILL96BE1154				Bertagnolli H., Hoffmann M., Ostheimer M.		The intermolecular structure of acetone in the liquid state deduced from x-ray and neutron diffraction measurements and structure modelling technique	Zeitschrift für Physikalische Chemie	165	165-186	1989		10.1524/zpch.1989.165.Part_2.165		
Article from Conference in a Journal		ILL89BO1022		D11		Bianchi P., Carsughi F., D'Angelo D., Magnani M., Olchini A., Rustichelli R., Stefanon M.		Non-destructive test of turbine blade by SANS	Physica B	156-157	688-690	1989			WOS:A1989T663300197	10.1016/0921-4526(89)90764-3
Article from Conference in a Journal		ILL89BO1036		IN20		Boucher J.P., Remoissenet M., Pynn R., Regnault L.P.		New non linear excitations in (CD3)4NMnCl3 (TMMC)	Journal de Physique. Colloques	50	C3/29-C3/32	1989			WOS:A1989AC57100005	10.1051/jphyscol:1989304
Article from Conference in a Journal		ILL89BO1027		D3		Boucherle J.X., Givord F., Lejay P., Schweizer J., Stunault A.		Coexistence of magnetic and non-magnetic cerium in Ce2Sn5 and Ce3Sn7	Physica B	156-157	809-811	1989	5-33-TEST		WOS:A1989T663300233	10.1016/0921-4526(89)90800-4
Article from Conference in a Journal		ILL89BO1025		D5		Boucherle J.X., Gregory A., Schweizer J., Will G.		Magnetic form factor of ErAl2	Physica B	156-157	734-736	1989			WOS:A1989T663300210	10.1016/0921-4526(89)90777-1
Journal article		ILL04BR1022	UK/UK	D16		Bradshaw J.P., Edenborough M.S., Sizer P.J.H., Watts A.		Observation of rippled dioleoylphosphatidylcholine bilayers by neutron scattering	Biochimica et Biophysica Acta	987	111-114	1989		10.1016/0005-2736(89)90461-6		
Journal article		ILL90BU1118				Buckingham A.D., Williams J.H.		An apparatus for quantitative measurements of the optical Kerr effect.	Journal of Physics E	22	790-792	1989			WOS:A1989CJ92800025	10.1088/0022-3735/22/9/023
Journal article		ILL89BU1051		D1B		Bucknall R.E., Clarke S.M., Shapton R.A., Thomas R.K.		The structure of a methyl iodide monolayer adsorbed on graphite.	Molecular Physics	67	439-446	1989		10.1080/00268978900101191		
Journal article		ILL90CA1010		IN6		Carpentier L., Bée M., Giroud-Godquin A.M., Maldivi P., Marchon J.C.		Alkyl chain motions in columnar mesophases. A quasielastic neutron scattering study of dicopper tetrapalmitate.	Molecular Physics	68	1367-1378	1989		10.1080/00268978900102971		
Journal article		ILL89CH1067				Chattopadhyay T., Burlet P., Regnault L.P., Rossat-Mignod J.M.		Diffuse critical scattering and magnetic excitations in MnS2.	Physica B	156-157	241-243	1989		10.1016/0921-4526(89)90643-1		
Journal article		ILL05CH1022	USA	D1B		Chiarello R., Krim J.		Influence of surface melting characteristics on the wetting behavior of solid adsorbed films	Langmuir	5	567-570	1989			WOS:A1989U745300005	10.1021/la00087a005
Journal article		ILL89CL1111		D4		Clare A.G., Etherington G., Wright A.C., Weber M.J., Brawer S.A., Kingman D.D., Sinclair R.N.		A neutron diffraction and molecular dynamics investigation of the environment of Dy3+ ions in a fluoroberyllate glass.	Journal of Chemical Physics	91	6380-6392	1989		10.1063/1.457406		
Journal article		ILL89CL1045		IN12		Clausen K.N., Hayes W., Keen D.A., Kusters R.M., McGreevy R.L., Singleton J.		Neutron scattering and electrical transport in Nd0.5Pb0.5MnO3	Journal of Physics Condensed Matter	1	2721-2726	1989			WOS:A1989U302400009	10.1088/0953-8984/1/16/009
Journal article		ILL96CO1413		D1B		Collomb A., Farhat A., Joubert J.C.		Cobalt location in the Y-type hexagonal ferrite: BaCoFe6O11	Materials Research Bulletin	24	453-458	1989			WOS:A1989U181000008	10.1016/0025-5408(89)90027-5
Journal article		ILL90CO1016		D11		Connell J.G., Richards R.W.		Small-angle neutron scattering investigation of phase separation kinetics of a diblock copolymer.	Progress in Colloid and Polymer Science	80	180-186	1989		10.1007/BFb0115429		
Journal article		ILL90CO1045		D17		Cosgrove T., Crowley T.L., Mallagh L.M., Ryan K.M., Webster J.		The determination of the structure of block copolymers at interfaces using small-angle neutron scattering.	ACS Polymer Preprints	30	370-371	1989				
Journal article		ILL89CO1097		D1B		Cowlam N., Titman J.M., Wright M.S.		The evolution of the amorphous hydride phase in the Zr3Rh metal hydrogen reaction	Zeitschrift für Physikalische Chemie	163	325-330	1989	6-06-89	10.1524/zpch.1989.163.Part_2.0325	WOS:A1989AZ51800002	
Journal article		ILL04CU1052	UK	D11/D17		Cummins P.G., Staples E., Penfold J., Heenan R.K.		The geometry of micelles of the poly(oxyethylene) nonionic surfactants C16E6 and C16E8 in the presence of electrolyte	Langmuir	5	1195-1199	1989		10.1021/la00089a012		
Journal article		ILL90CU1099		D1A		Currie D.B., Weller M.T.		  Structure and electronic properties of lithium doped Ln2CuO4 (Ln = Nd, Gd).	Materials Research Bulletin	24	1155-1162	1989		10.1016/0025-5408(89)90074-3		
Article from Conference in a Journal		ILL89DE1001		D3		Deeth R.J., Figgis B.N., Forsyth J.B., Kucharski E.S., Reynolds P.A.		Spin-density [V(D2O)6]2+ in ammonium-vanadium Tutton salt : the metal-water bond.	Proceedings of the Royal Society of London	A 421	153-168	1989		10.1098/rspa.1989.0006		
Journal article		ILL96FA1239		D1B		Fairbanks M.C., McGreevy R.L.		Structure factors of molten CsCl at low Q	Physics and Chemistry of Liquids	19	81-90	1989			WOS:A1989U034600004	10.1080/00319108908028438
Journal article		ILL90FI1067		S30		Fink D.		Surface precipitation of natural and ion-implanted lithium and boron in metals	Materials Science and Engineering A	115	89-95	1989	6-07		WOS:A1989AM50100015	10.1016/0921-5093(89)90662-X
Journal article		ILL90FI1070		S30		Fink D., Biersack J.P., Schoelch H.P., Weiser M., Kalbitzer S., Behar M., De Souza J.P., Zawislak F.C., Mazzone A.M., Kranz H.		5 keV to 2 MeV lithium implantation and diffusion in amorphous silicon	Radiation Effects and Defects in Solids	108	185-203	1989		10.1080/10420158908230308		
Journal article		ILL90FI1069		S30		Fink D., Tjan K., Biersack J.P., Wang L., Ma Yanz.		Lithium implantation profiles in metals and semiconductors	Radiation Effects and Defects in Solids	108	27-44	1989			WOS:A1989AN69100004	10.1080/10420158908217867
Article from Conference in a Journal		ILL89FI1015		D4		Finney J.L., Turner J.		Direct measurement by neutron diffraction of the solvation of molecules with apolar surfaces: the hydration of the tetramethylammonium ion	Physica B	156-157	148-150	1989			WOS:A1989T663300047	10.1016/0921-4526(89)90614-5
Journal article		ILL89FO1003		D15		Forsyth J.B., Wilkinson C., Paster S., Wanklyn B.M.		The magnetic structure of cobalt diphosphate Co2P2O7.	Journal of Physics Condensed Matter	1	169-178	1989			WOS:A1989T034800015	10.1088/0953-8984/1/1/015
Journal article		ILL96FR1029		D1B/ IN4		Fremy M.A., Gignoux D., Schmitt D., Takeuchi A.Y.		Magnetic properties of the hexagonal CeAlGa compound	Journal of Magnetism and Magnetic Materials	82	175-180	1989			WOS:A1989CJ01500003	10.1016/0304-8853(89)90151-0
Journal article		ILL90GI1009		IN6		Giroud-Godquin A.M., Maldivi P., Marchon J.C., Bée M., Carpentier L.		Alkyl chain motions of dicopper-tetraalkanoates in the crystalline and columnar phases. A quasielastic neutron scattering study.	Molecular Physics	68	1353-1365	1989		10.1080/00268978900102961		
Article from Conference in a Journal		ILL89GI1026		D15/ D1B		Givord F., Lejay P., Ressouche E., Schweizer J., Stunault A.		Magnetic structures and field induced transitions in Ce2Sn5 and Ce3Sn7	Physica B	156-157	805-808	1989			WOS:A1989T663300232	10.1016/0921-4526(89)90799-0
Book chapter		ILL96GL1303		IN6/ IN12		Glyde H.R., Stirling W.G.		Approach to the impulse approximation in quantum solids and fluids								
Journal article		ILL89GO1062				Golub R., Yoshiki H.		Ultra-cold anti-neutrons (UCN). (I). The approach to the semi-classical limit.	Nuclear Physics A	501	869-876	1989	3-14	10.1016/0375-9474(89)90166-8		
Article from Conference in a Journal		ILL89GO1083		H5		Golub R., Yoshiki H., Gähler R.		From ultracold antineutrons to neutron spin echo - the bootstrap offers significant gains in sensitivity.	Nuclear Instruments and Methods in Physics Research A	284	16-21	1989	1-01		WOS:A1989CG00200005	10.1016/0168-9002(89)90240-4
Journal article		ILL89GR1107		D2B		Grasmeder J.R., Weller M.T., Lanchester P.C., Meats C.E.		Superconductivity in the Y-La-Ba-Cu-O system.	Solid State Ionics	32-33	1115-1124	1989		10.1016/0167-2738(89)90405-0		
Article from Conference in a Journal		ILL89HA1018		D17		Hannon A.C., Cywinski R., Sinclair R.N., Grimley D.I., Wright A.C.		A small angle neutron scattering study of the magnetic correlations in amorphous Dy7Ni3	Physica B	156-157	210-212	1989	5-31-307		WOS:A1989T663300066	10.1016/0921-4526(89)90633-9
Journal article		ILL97HA1089		D15		Harrison A., Visser D.		Magnetic ordering effects in the random mixed one-dimensional ferromagnet-antiferromagnet system RbFeCl3-xBrx	Journal of Physics Condensed Matter	1	733-754	1989			WOS:A1989T067000008	10.1088/0953-8984/1/4/008
Journal article		ILL89HA1009		D1A		Harrison W.T.A., Cheetham A.K.		The structure of aluminium iron molybdate	Acta Crystallographica C	45	178-180	1989		10.1107/S0108270188010923		
Journal article		ILL89HA1096		IN10		Havill R.L., Titman J.M., Wright M.S., Crouch M.A.		Neutron inelastic scattering in the HfV2H3.3 laves phase hydride	Zeitschrift für Physikalische Chemie	164	1083-1088	1989		10.1524/zpch.1989.164.Part_1.1083	WOS:A1989CB56700055	
Journal article		ILL22HE1125	Austria	S18		Heinrich M., Rauch H., Wolwitsch H.		Interferometry with pulsed neutrons and test of a four-plate interferometer	Physica B	156-157	588-591	1989		10.1016/0921-4526(89)90739-4		
Journal article		ILL04HI1044	UK	D11/D17		Higgins J.S., Fruitwala H., Tomlins P.E.		Correlation of phase-separation behavior in polymer blends with thermodynamic measurements in the one-phase region	Macromolecules	22	3674-3681	1989			WOS:A1989AQ81700029	10.1021/ma00199a029
Journal article		ILL89HO1011		IN4		Holland-Moritz E., Schlabitz W., Loewenhaupt M., Walter U.		Q dependence of the magnetic response in URu2Si2.	Physical Review B	39	551-555	1989			WOS:A1989R832300074	10.1103/PhysRevB.39.551
Journal article		ILL89HO1090		IN10		Horsewill A.J., Green R.M., Alsanoosi A.M.		Methyl tunnelling in tiglic acid and 2-methyl-2-butene.	Chemical Physics	138	179-185	1989		10.1016/0301-0104(89)80267-8		
Report		ILL90HU1046		D1A		Hutchings M.T., Hippsley C.A., Rainey V.		Neutron diffraction measurement of the stress field during fatigue cycling of a cracked test specimen.								
Journal article		ILL96JO1009		IN5		Jobic H., Bée M., Caro J., Buelow M., Kaerger J.		Molecular self-diffusion of methane in zeolite ZSM-5 by quasi-elastic neutron scattering and nuclear magnetic resonance pulsed field gradient technique	Journal of the Chemical Society Faraday Transactions	85	4201-4209	1989			WOS:A1989CK62700030	10.1039/f19898504201
Article from Conference in a Book		ILL89JU1040		IN13/ IN6		Jung S., Mueller P., Morkel C.		Dynamic properties of an inorganic system near the glass transition	Springer Proceedings in Physics	37	149-153	1989	6-06-126			
Article from Conference in a Journal		ILL89KA1019		IN20/ IN12		Kakurai K., Steiner M., Pynn R.		Eigenvector determination of spin fluctuations by means of polarized neutron inelastic scattering	Physica B	156-157	270-272	1989			WOS:A1989T663300083	10.1016/0921-4526(89)90650-9
Journal article		ILL89KI1081		D1A/ D2B		Kisi E.H., Howard C.J., Hill R.J.		Crystal structure of orthorhombic zirconia in partially stabilized zirconia.	Journal of the American Ceramic Society	72	1757-1760	1989		10.1111/j.1151-2916.1989.tb06322.x		
Journal article		ILL89KN1105		D4		Kniep R., Lamparter P., Steeb S.		Structure of anodic oxide coatings on aluminum	Angewandte Chemie	101	975-977	1989			WOS:A1989AH96700028	10.1002/ange.19891010737
Journal article		ILL96KO1033				Kostorz G.		Metallurgical applications of small-angle scattering	Hyperfine Interactions	45	91-103	1989			WOS:A1989T862400007	10.1007/BF02405874
Article from Conference in a Journal		ILL89KT1085		H21/ S50		Krueger E., Nistler W., Weirauch W.		Precision measurement of h/mn.	Nuclear Instruments and Methods in Physics Research A	284	143-146	1989			WOS:A1989CG00200033	10.1016/0168-9002(89)90268-4
Non-refereed Journal		ILL89KR1112		H21/ S50		Krueger E., Nistler W., Weirauch W.		PrŠzisionsmessung von h/mn.	PTB-Mitteilungen	99	318-322	1989				
Journal article		ILL96KU1045		D2B		Kuske P., Cockcroft J.K., Lutz H.D.		Neutronenbeugungsmessungen an Li2CrCl4	Zeitschrift für Naturforschung B	44	1203-1205	1989		10.1515/znb-1989-1010		
Journal article		ILL89LA1075		D2B		Laligant Y., Le Bail A., Avignant D., Cousseins J.C., Férey G.		Crystal structure of Li3ThF7 solved by x-ray and neutron diffraction	Journal of Solid State Chemistry	80	206-212	1989	5-22-358		WOS:A1989AA63400007	10.1016/0022-4596(89)90081-9
Article from Conference in a Journal		ILL89LA1029		IN8		Lander G.H., Stirling W.G., Rossat-Mignod J.M., Hagen M., Vogt O.		Magnetic excitations in monodomain ferromagnetic UTe	Physica B	156-157	826-828	1989	4-03-5-4		WOS:A1989T663300238	10.1016/0921-4526(89)90805-3
Journal article		ILL89LA1032		IN4		Langel W., Kollhoff H., Knoezinger E.		From isolated HCN molecules to the crystal: Inelastic neutron scattering, far infrared spectroscopy, and normal coordinate analysis.	Journal of Chemical Physics	90	3430-3442	1989		10.1063/1.455852		
Journal article		ILL96LA1260		IN5/ IN6/ IN10/ IN13		Lassègues J.C., Cavagnat D.		Etude de la dynamique translationnelle du proton en solution aqueuse d'acide sulfurique par diffusion quasi elastique des neutrons	Comptes Rendus de l'Academie des Sciences	Serie II 309	1359-1364	1989				
Journal article		ILL89LA1095		IN5/ IN6		Lassègues J.C., Cavagnat D.		Neutron scattering study of the proton dynamics in aqueous solutions of sulphuric acid and caesium sulphate	Molecular Physics	68	803-822	1989		10.1080/00268978900102561		
Journal article		ILL96LA1257		IN6/ IN10		Lassègues J.C., Desbat B., Trinquet O., Cruege F., Poinsignon C.		From model solid-state protonic conductors to new polymer electrolytes	Solid State Ionics	35	17-25	1989			WOS:A1989AK49900004	10.1016/0167-2738(89)90007-6
Journal article		ILL89LE1073		D1B		Le Bail A., Férey G., Amoros P., Beltran-Porter D.		Structure of vanadyl hydrogenphosphate dihydrate alpha-VO(HPO4).2H2O solved from x-ray and neutron powder diffraction.	European Journal of Solid State & Inorganic Chemistry	26	419-426	1989				
Journal article		ILL89LI1063		D4		Li J.C., Cowlam N., He F.		Interatomic pair potentials for metallic alloy glasses Ni81B19 and Ni63.7Zr36.3	Journal of Non-Crystalline Solids	112	101-105	1989	6-03-142		WOS:A1989AZ95000017	10.1016/0022-3093(89)90502-4
Article from Conference in a Journal		ILL89LI1016		D2		Li J.C., Titman J.M., Carr G.E., Cowlam N., Suck J.B.		Atomic structure of molten lithium halides	Physica B	156-157	168-170	1989			WOS:A1989T663300053	10.1016/0921-4526(89)90620-0
Book chapter		ILL90LO1119				Loidl A.		Orientational glasses	Annual Review of Physical Chemistry	40	29-60	1989				
Article from Conference in a Journal		ILL89LO1023		IN5/IN12		Lonzarich G.G., Bernhoeft N.R., Paul D.McK.		Spin density fluctuations in magnetic metals	Physica B	156-157	699-705	1989			WOS:A1989T663300200	10.1016/0921-4526(89)90767-9
Non-refereed Journal		ILL96LU1051		D2B		Lutz H.D., Kuske P., Pfitzner A.		Mechanism of the conductivity in spinel type fast lithium ion conductors Li2MIICl4 - Neutron diffraction of Li1.6Cu0.4MnCl4 and Li0.6Na1.4MnCl4	Berichte der Bunsengesellschaft für Physikalische Chemie	93	1340-1342	1989			WOS:A1989CD94600038	10.1002/bbpc.19890931140
Journal article		ILL89MA1094		D11/ D17		Maconnachie A., Fried J.R., Tomlins P.E.		Neutron scattering studies of blends of poly(2,6-dimethyl-1,4-phenylene oxide) with poly(4-methylstyrene) and with polystyrene: concentration and temperature dependence.	Macromolecules	22	4606-4615	1989		10.1021/ma00202a037		
Journal article		ILL91MA1022		D2B		Mahjoub A.R., Hoser A., Fuchs J., Seppelt K.		The structure of BrF6 and related compounds	Angewandte Chemie International Edition	28	1526-1527	1989	5-23-341	10.1002/anie.198915261		
Journal article		ILL90MA1004		D11		Mallam S., Hecht A.M., Geissler E., Pruvost P.		Structure of swollen polydimethyl siloxane gels.	Journal of Chemical Physics	91	6447-6454	1989		10.1063/1.457412		
Journal article		ILL08MA1093	France (not ILL)	D11		Marignan J., Guizard C., Larbot A.		Local structure of titania gels	Europhysics Letters	8	691-696	1989		10.1209/0295-5075/8/7/019		
Journal article		ILL91MC1023		D4		McGreevy R.L., Howe M.A.		The structure of molten LiCl	Journal of Physics Condensed Matter	1	9957-9962	1989			WOS:A1989CD52200014	10.1088/0953-8984/1/49/014
Journal article		ILL89MC1054		IN5		McGreevy R.L., Van Der Lugt W.		Dynamics of molten Au-Cs alloys	Physica B	159	188-190	1989	6-03-154		WOS:A1989AH01900013	10.1016/0921-4526(89)90037-9
Article from Conference in a Journal		ILL89MC1031		D9		McIntyre G.J., Renault A.		Twinned crystals and position-sensitive detectors: A fitting solution to single-crystal structural studies of high-Tc superconductors	Physica B	156-157	880-883	1989			WOS:A1989T663300253	10.1016/0921-4526(89)90820-X
Journal article		ILL89ME1076		D11		Messoloras S., Schneider J.R., Stewart R.J., Zulehner W.		Anisotropic small-angle neutron scattering from oxide precipitates in silicon single crystals	Semiconductor Science and Technology	4	340-344	1989			WOS:A1989U611900002	10.1088/0268-1242/4/5/002
Article from Conference in a Journal		ILL89MO1014		IN6		Monkenbusch M.		Water layers adsorbed on imidazole adlayers on graphite	Physica B	156-157	137-139	1989			WOS:A1989T663300044	10.1016/0921-4526(89)90611-X
Article from Conference in a Report		ILL89MU1099		PN1		Mutterer M., Berthold K., Heeg P., Schall P., Theobald J.P.		Ternary fission at low excitation energy								
Journal article		ILL10NE1198	UK	D4	Liquids and Glasses	Neilson G.W., Enderby J.E.		The coordination of metal aquaions	Advances in Inorganic Chemistry	34	195-218	1989		10.1016/S0898-8838(08)60017-3		
Journal article		ILL96PE1058		D4		Penfold I.T., Salmon P.S.		The co-ordination environment of Ag in glassy AgAsS2. A neutron diffraction study	Journal of Non-Crystalline Solids	114	82-84	1989			WOS:A1989CK49700026	10.1016/0022-3093(89)90075-6
Book chapter		ILL89PE1046				Penfold I.T., Salmon P.S., Jensen K.O., Coleman P.G.		Positron lifetime studies of selenium.								
Report		ILL89PE1052		D17		Penfold J., Thomas R.K.		The application of the specular reflection of neutrons to the study of surfaces and interfaces.								
Non-refereed Journal		ILL89PE1072		D11		Perkins S.J.		Models for the C1 complex determined by physical techniques.	Behring Institute Mitteilungen	84	129-141	1989				
Journal article		ILL89PE1068		D11		Perkins S.J., Nealis A.S.		The quaternary structure in solution of human complement subcomponent Clr2Cls2.	Biochemical Journal	263	463-469	1989		10.1042/bj2740481		
Journal article		ILL89PI1080		D17		Pike B.C., Messoloras S., Stewart R.J.		A study of Al-Li alloys using small angle neutron scattering	Scripta Metallurgica	23	983-988	1989	6-07-169		WOS:A1989AB11600031	10.1016/0036-9748(89)90282-2
Journal article		ILL89PL1004		D1B		Plumier R., Sougi M.		Magnetic ordering in the normal spinel Cu0.5In0.5Cr2Se4	Solid State Communications	69	341-345	1989	5-31-244		WOS:A1989T093200001	10.1016/0038-1098(89)90684-4
Journal article		ILL96PO1183		D11		Porte G., Appell J., Bassereau P., Marignan J.		Lalpha to L3: a topology driven transition in phases of infinite fluid membranes	Journal de Physique	50	1335-1347	1989		10.1051/jphys:0198900500110133500		
Journal article		ILL89PR1044		IN5		Prager M., Langel W.		Rotational excitations of methane molecules in a nonequilibrium krypton matrix	Journal of Chemical Physics	90	5889-5890	1989		10.1063/1.456402		
Article from Conference in a Journal		ILL89PU1082		H18		Puglierin G.		Free neutron oscillations	Nuclear Instruments and Methods in Physics Research A	284	9-12	1989	1-01		WOS:A1989CG00200003	10.1016/0168-9002(89)90238-6
Journal article		ILL96PU1237		IN6		Pusztai L., McGreevy R.L.		Dynamics of molten alkali halides: LiCl and KCl	Journal of Physics Condensed Matter	1	2369-2380	1989			WOS:A1989U062300010	10.1088/0953-8984/1/13/010
Non-refereed Conference Proceedings		ILL89PY1035				Pynn R.		Some comments on the use of supermirrors at the Institut Laue Langevin.	Proceedings of SPIE	983	18-22	1989				
Journal article		ILL89PY1065		IN12/ IN20		Pynn R., Boucher J.P., Regnault L.P.		Inelastic neutron scattering with polarization analysis	Physica B	160	204-210	1989	4-03-510		WOS:A1989CF03900019	10.1016/0921-4526(89)90058-6
Journal article	OA	ILL22RA1163	UK			Ramsay J.D.F.		Oxide gels: Applications in chromatography and investigations of structure by neutron scattering	Pure and Applied Chemistry	61	1963-1968	1989		10.1351/pac198961111963		
Journal article		ILL89RA1086				Rauch H.		Wave-particle properties measured by neutron interferometry.	Nuclear Instruments and Methods in Physics Research A	284	156-160	1989			WOS:A1989CG00200036	10.1016/0168-9002(89)90271-4
Journal article		ILL96RE1221		D1A		Renaudin J., Férey G., Drillon M., de Kozak A., Samouel M.		La structure magnetique du ferrimagnetique monodimensionnel Ba7CuFe6F34 de type jarlite	Comptes Rendus de l'Academie des Sciences	308	1217-1222	1989				
Journal article		ILL90RE1114		IN4		Renker B., Gompf F., Gering E., Ewert D.		Observation of phonon shifts in Bi2Sr2Ca1-xYxCu2O8 and related high temperature superconductors.	Physica C	162-164	462-463	1989	4-01-380	10.1016/0921-4534(89)91106-4		
Journal article		ILL89RO1033		D9		Robl C., Kuhs W.F.		Complexes with substituted 2,5-dihydroxy-p-benzoquinones. Hydrogen bonding of Ca(C6(C2H5)204).3H2O: A neutron diffraction study	Journal of Solid State Chemistry	79	46-52	1989	5-13-174	10.1016/0022-4596(89)90248-X		
