"sep=	"
Document type	Open Access	Number	Authors countries	Authors	Title	Journal title	Volume	Pages	Year	Beamline(s)	Facility used	Proposal number	DOI	DOI added	WoS Number
Journal article		ESRF22PL1632	Spain/USA	Pluta R., Aragón E., Prescott N.A., Ruiz L., Mees R.A., Baginski B., Flood J.R., Martin-Malpartida P., Massagué J., David Y., Macias M.J.	Molecular basis for DNA recognition by the maternal pioneer transcription factor FoxH1	Nature Communications	13	7279-1-7279-15	2022	ID30A-3	ESRF (Grenoble)/ALBA (Barcelona)		10.1038/s41467-022-34925-y		WOS:000888871600025
Journal article		ESRF22PO1285	France (not ESRF)	Poignavent V., Hoh F., Terral G., Yang Y., Gillet F.X., Kim J.H., Allemand F., Lacombe E., Brugidou C., Cianférani S., Déméné H., Vignols F.	A flexible and original architecture of two unrelated zinc fingers underlies the role of the multitask P1 in RYMV spread	Journal of Molecular Biology	434	167715-1-167715-19	2022	ID23-1/ID29	ESRF (Grenoble)		10.1016/j.jmb.2022.167715		
Journal article	OA	ESRF22PO1261	Switzerland/Denmark/USA	Pokratath R., Van den Eynden D., Cooper S.R., Mathiesen J.K., Waser V., Devereux M., Billinge S.J.L., Meuwly M., Jensen K.M.Ø., De Roo J.	Mechanistic insight into the precursor chemistry of ZrO2 and HfO2 nanocrystals; towards size-tunable syntheses	JACS Au	2	827-838	2022	ID15A	ESRF (Grenoble)/PETRA III		10.1021/jacsau.1c00568		WOS:000795545200006
Journal article	OA	ESRF22PO1212	France (not ESRF)/Russia	Pokrovski G.S., Desmaele E., Laskar C., Bazarkina E.F., Testemale D., Hazemann J.L., Vuilleumier R., Seitsonen A.P., Ferlat G., Saitta A.M.	Gold speciation in hydrothermal fluids revealed by in situ high energy resolution X-ray absorption spectroscopy	American Mineralogist	107	369-376	2022	BM16_FAME_UHD	ESRF (Grenoble)		10.2138/am-2022-8008		WOS:000761332400006
Journal article	OA	ESRF22PO1501	France (not ESRF)/Germany/Russia	Pokrovski G.S., Sanchez-Valle C., Guillot S., Borisova A.Y., Muñoz M., Auzende A.L., Proux O., Roux J., Hazemann J.L., Testemale D., Shvarov Y.V.	Redox dynamics of subduction revealed by arsenic in serpentinite	Geochemical Perspectives Letters	22	36-41	2022	BM30	ESRF (Grenoble)		10.7185/geochemlet.2225		
Journal article	OA	ESRF22PR1366	France (not ESRF)	Prangé T., Colloc'h N., Dhaussy A.C., Lecouvey M., Migianu-Griffoni E., Girard E.	Behavior of B- and Z-DNA crystals under high hydrostatic pressure	Crystals	12	871-1-871-15	2022	ID27/BM30A	ESRF (Grenoble)	MX-421	10.3390/cryst12060871		WOS:000816186400001
Journal article		ESRF22PR1147	India	Preeti, Naidu K.L., Krishna M.G., Mohiddon M.A.	Investigation of crystallographic changes across the Cr/a-Si interface by X-ray absorption spectroscopy	Applied Surface Science	592	153204-1-153204-8	2022	BM8	ESRF (Grenoble)/ELETTRA (Triestre)	SI-2050	10.1016/j.apsusc.2022.153204		
Journal article		ESRF22PR1614	Germany/Moldova/Romania	Prodan L., Filippova I., Zubtsovskii A.O., Shova S., Widmann S., Tsirlin A.A., Kézsmárki I., Tsurkan V.	Dilution of a polar magnet: Structure and magnetism of Zn-substituted Co2Mo3O8	Physical Review B	106	174421-1-174421-11	2022	ID22_HRPD	ESRF (Grenoble)		10.1103/PhysRevB.106.174421		
Journal article	OA	ESRF22PR1134	Norway/Italy/Denmark	Prodinger S., Kvande K., Arstad B., Borfecchia E., Beato P., Svelle S.	Synthesis-structure-activity relationship in Cu-MOR for partial methane oxidation: Al siting via inorganic structure-directing agents	ACS Catalysis	12	2166-2177	2022	BM31	ESRF (Grenoble)		10.1021/acscatal.1c05091		WOS:000766237100005
Journal article	OA	ESRF22PR1265	Germany/Spain/USA/Canada	Pruessmann T., Nagel P., Simonelli L., Batchelor D., Gordon R., Schimmelpfennig B., Trumm M., Vitova T.	Opportunities and challenges of applying advanced X-ray spectroscopy to actinide and lanthanide N-donor ligand systems	Journal of Synchrotron Radiation	29	53-66	2022	ID20/ID26	ESRF (Grenoble)/APS (Argonne)/BESSY (Germany)/KARA (Karlsruhe)		10.1107/S1600577521012091		
Journal article		ESRF22PU1590	France (not ESRF)	Purushottam Raj Purohit R.R.P., Fowan D.P., Thune E., Arnaud S., Chahine G., Blanc N., Castelnau O., Guinebretière R.	Phase transition and twinning in polycrystals probed by in situ high temperature 3D reciprocal space mapping	Applied Physics Letters	121	181901-1-181901-7	2022	BM2	ESRF (Grenoble)		10.1063/5.0109058		
Journal article	OA	ESRF22PU1415	France (not ESRF)	Purushottam Raj Purohit R.R.P., Tardif S., Castelnau O., Eymery J., Guinebretière R., Robach O., Örs T., Micha J.S.	LaueNN: Neural-network-based hkl recognition of Laue spots and its application to polycrystalline materials	Journal of Applied Crystallography	55	737-750	2022	BM32	ESRF (Grenoble)		10.1107/S1600576722004198		
Journal article		ESRF22PU1121	France (not ESRF)	Putaux J.L., Lancelon-Pin C., Choisnard L., Gèze A., Wouessidjewe D.	Topological defects in polycrystalline hexosomes from β-cyclodextrin fatty esters	Soft Matter	18	2028-2038	2022	BM2	ESRF (Grenoble)	02-01-775	10.1039/D1SM01831K		WOS:000759076300001
Journal article	OA	ESRF22PU1466	Switzerland/Austria/Slovakia/Finland/Italy	Putz B., Milkovic O., Mohanty G., Ipach R., Pethö L., Milkovicová J., Maeder X., Edwards T.E.J., Schweizer P., Coduri M., Saksl K., Michler J.	Structural characterisation of Cu-Zr thin film combinatorial libraries with synchrotron radiation at the limit of crystallinity	Materials and Design	218	110675-1-110675-12	2022	ID22_HRPD	ESRF (Grenoble)	MA-2915	10.1016/j.matdes.2022.110675		
Journal article	OA	ESRF22PY1098	UK/Australia/Germany/France (not ESRF)/Denmark/Japan	Pymm P., Tenzer S., Wee E., Weimershaus M., Burgevin A., Kollnberger S., Gerstoft J., Josephs T.M., Ladell K., McLaren J.E., Appay V., Price D.A., Fugger L., Bell J.I., Schild H., van Endert P., Harkiolaki M., Iversen A.K.N.	Epitope length variants balance protective immune responses and viral escape in HIV-1 infection	Cell Reports	38	110449-1-110449-21	2022	ID23-2	ESRF (Grenoble)/DIAMOND (Didcot)		10.1016/j.celrep.2022.110449		
Journal article	OA	ESRF22QI1396	Czech Republic/Germany/Saoudi Arabia	Qin S.S., Denisov N., Sarma B.B., Hwang I., Doronkin D.E., Tomanec O., Kment S., Schmuki P.	Pt single atoms on TiO2 polymorphs-minimum loading with a maximized photocatalytic efficiency	Advanced Materials Interfaces	9	2200808-1-220808-10	2022	BM23	ESRF (Grenoble)	CH-6119	10.1002/admi.202200808		WOS:000819581100001
Journal article	OA	ESRF22RA1462	Spain/Brazil/France (not ESRF)	Rabelo R., Castellano M., Barros W.P., Carbonell-Vilar J.M., Viciano-Chumillas M., Lloret F., Julve M., Pasán J., Cañadillas-Delgado L., Ruiz-García R., Cano J.	Molecular engineering of an inverse hexacopper(II) coordination complex with a photoactive metallacyclophane centroligand as prototype of a magnetic photoswitch	Polyhedron	217	115732-1-115732-9	2022	BM16	ESRF (Grenoble)		10.1016/j.poly.2022.115732		
Journal article	OA	ESRF22RA1482	Canada/France (not ESRF)	Radaeva M., Li H., LeBlanc E., Dalal K., Ban F., Ciesielski F., Chow B., Morin H., Awrey S., Singh K., Rennie P.S., Lallous N., Cherkasov A.	Structure-based study to overcome cross-reactivity of novel androgen receptor inhibitors	Cells	11	2785-1-2785-18	2022	ID23-1	ESRF (Grenoble)		10.3390/cells11182785		
Journal article		ESRF22RA1582	Norway/Saoudi Arabia	Rahman M.J., Johnson J.R., Fawad M., Mondol N.H.	Characterization of Upper Jurassic organic-rich caprock shales in the Norwegian continental shelf	Geosciences	12	407-1-407-25	2022	ID19	ESRF (Grenoble)		10.3390/geosciences12110407		
Journal article	OA	ESRF22RA1202	USA/Germany	Ranava D., Scheidler C.M., Pfanzelt M., Fiedler M., Sieber S.A., Schneider S., Yap M.N.F.	Bidirectional sequestration between a bacterial hibernation factor and a glutamate metabolizing protein	Proceedings of the National Academy of Sciences of the USA	119	e2207257119-1-e2207257119-12	2022	ID30A-1/ID30B	ESRF (Grenoble)		10.1073/pnas.2207257119		
Journal article		ESRF22RA1458	China/Italy/UK	Ranieri U., Conway L.J., Donnelly M.E., Hu H., Wang M., Dalladay-Simpson P., Peña-Alvarez M., Gregoryanz E., Hermann A., Howie R.T.	Formation and stability of dense methane-hydrogen compounds	Physical Review Letters	128	215702-1-215702-6	2022	ID15B	ESRF (Grenoble)/PETRA III		10.1103/PhysRevLett.128.215702		WOS:000808312000004
Journal article	OA	ESRF22RA1545	Poland/Germany/Switzerland	Ravichandran K.E., Kaduhr L., Skupien-Rabian B., Shvetsova E., Sokolowski M., Krutyholowa R., Kwasna D., Brachmann C., Lin S., Guzman Perez S., Wilk P., Kösters M., Grudnik P., Jankowska U., Leidel S.A., Schaffrath R., Glatt S.	E2/E3-independent ubiquitin-like protein conjugation by Urm1 is directly coupled to cysteine persulfidation	EMBO Journal	41	e111318-1-e111318-23	2022	ID23-1	ESRF (Grenoble)/BESSY (Germany)/SLS (PSI) (Villigen)/ELETTRA (Triestre)/PETRA III		10.15252/embj.2022111318		WOS:000853402500001
Journal article	OA	ESRF22RA1122	Sweden/UK/Germany	Rawson S.D., Bayram V., McDonald S.A., Yang P., Courtois L., Guo Y., Xu J., Burnett T.L., Barg S., Withers P.J.	Tailoring the microstructure of lamellar Ti3C2Tx MXene aerogel by compressive straining	ACS Nano	16	1896-1908	2022	ID15A	ESRF (Grenoble)		10.1021/acsnano.1c04538		WOS:000776691400016
Journal article		ESRF22RA1164	India	Ray S., Pandey N.K., Kushwaha G.S., Das S., Ganguly A.K., Vashi N., Kumar D., Suar M., Bhavesh N.S.	Structural investigation on SPI-6-associated Salmonella typhimurium VirG-like stress protein that promotes pathogen survival in macrophages	Protein Science	31	835-849	2022	BM14	ESRF (Grenoble)		10.1002/pro.4272		WOS:000755139000001
Journal article	OA	ESRF22RE1439	Slovenia/Belgium/Switzerland	Reberc M., Mazaj M., Stare J., Pockaj M., Mali G., Li X., Filinchuk Y., Cerný R., Meden A.	Trinuclear magnesium imidazolate borohydride complex	Inorganic Chemistry	61	12708-12718	2022	BM1	ESRF (Grenoble)		10.1021/acs.inorgchem.2c01319		WOS:000836126000001
Journal article		ESRF22RE1047	France (not ESRF)	Rébiscoul D., Baum M., Wang K., Tardif S., Larrey V., Siboulet B., Dufrêche J.F., Rieutord F.	Experimentally probing ionic solutions in single-digit nanoconfinement	Journal of Colloid and Interface Science	614	396-404	2022	BM32	ESRF (Grenoble)		10.1016/j.jcis.2022.01.128		WOS:000772294300007
Journal article	OA	ESRF22RE1309	Germany	Reich S., Klügl Y., Ziefuss A., Streubel R., Göttlicher J., Plech A.	Speciation in nanosecond laser ablation of zinc in water	Science China Physics, Mechanics and Astronomy	65	274205-1-274205-9	2022	ID24	ESRF (Grenoble)/KARA (Karlsruhe)		10.1007/s11433-021-1857-1		WOS:000778011500001
Journal article	OA	ESRF22RE1312	Slovenia/Switzerland	Renko M., Zupan T., Plaza D.F., Schmieder S.S., Perisic Nanut M., Kos J., Turk D., Künzler M., Sabotic J.	Cocaprins, β-trefoil fold inhibitors of cysteine and aspartic proteases from Coprinopsis cinerea	International Journal of Molecular Sciences	23	4916-1-4916-14	2022	BM14	ESRF (Grenoble)		10.3390/ijms23094916		WOS:000794563800001
Journal article	OA	ESRF22RE1499	Israel/USA	Reznik N., Gallo A.D., Rush K.W., Javitt G., Fridmann-Sirkis Y., Ilani T., Nairner N.A., Fishilevich S., Gokhman D., Chacón K.N., Franz K.J., Fass D.	Intestinal mucin is a chaperone of multivalent copper	Cell	185	4206-4215	2022	ID23-2	ESRF (Grenoble)		10.1016/j.cell.2022.09.021		
Journal article	OA	ESRF22RI1243	Croatia/Germany/Hungary/France (not ESRF)	Rider P., Kacarevic Z.P., Elad A., Tadic D., Rothamel D., Sauer G., Bornert F., Windisch P., Hangyási D.B., Molnár B., Bortel E., Hesse B., Witte F.	Biodegradable magnesium barrier membrane used for guided bone regeneration in dental surgery	Bioactive Materials	14	152-168	2022	ID19	ESRF (Grenoble)	MX-1988	10.1016/j.bioactmat.2021.11.018		
Journal article	OA	ESRF22RI1643	France (not ESRF)/Belgium	Rietmeyer L., Li de la Sierra-Gallay I., Schepers G., Dorchêne D., Iannazzo L., Patin D., Touzé T., van Tilbeurgh H., Herdewijn P., Ethève-Quelquejeu M., Fonvielle M.	Amino-acyl tXNA as inhibitors or amino acid donors in peptide synthesis	Nucleic Acids Research	50	11415-11425	2022	ID23-2	ESRF (Grenoble)/Soleil (Orsay)		10.1093/nar/gkac1023		WOS:000880347000001
Journal article	OA	ESRF22RI1678	Italy	Rinaldi F., Hanieh P.N., Maurizi L., Longhi C., Uccelletti D., Schifano E., Del Favero E., Cantù L., Ricci C., Ammendolia M.G., Paolino D., Froiio F., Marianecci C., Carafa M.	Neem oil or almond oil nanoemulsions for vitamin E delivery: From structural evaluation to in vivo assessment of antioxidant and anti-inflammatory activity	International Journal of Nanomedicine	17	6447-6465	2022	ID2	ESRF (Grenoble)		10.2147/ijn.s376750		WOS:000902038700001
Journal article	OA	ESRF22RI1097	Sweden	Ristinmaa A.S., Coleman T., Cesar L., Weinmann A.L., Mazurkewich S., Brändén G., Hasani M., Larsbrink J.	Structural diversity and substrate preferences of three tannase enzymes encoded by the anaerobic bacterium Clostridium butyricum	Journal of Biological Chemistry	298	101758-1-101758-14	2022	ID23-2	ESRF (Grenoble)		10.1016/j.jbc.2022.101758		
Journal article	OA	ESRF22RI1594	Spain	Rius J., Torrelles X.	Extending the novel |ρ|-based phasing algorithm to the solution of anomalous scattering substructures from SAD data of protein crystals	Acta Crystallographica A	78	473-481	2022	ID29	ESRF (Grenoble)/ALBA (Barcelona)		10.1107/S2053273322008622		
Journal article		ESRF22RI1506	France (not ESRF)	Rivière F., Dian C., Dutheil R.F., Monassa P., Giglione C., Meinnel T.	Structural and large-scale analysis unveil the intertwined paths promoting NMT-catalyzed lysine and glycine myristoylation	Journal of Molecular Biology	434	167843-1-167843-20	2022	ID30A-1/ID30A-3	ESRF (Grenoble)/Soleil (Orsay)		10.1016/j.jmb.2022.167843		
Journal article	OA	ESRF22RO1168	UK	Robertson A.J., Cruz-Navarrete F.A., Wood H.P., Vekaria N., Hounslow A.M., Bisson C., Cliff M.J., Baxter N.J., Waltho J.P.	An enzyme with high catalytic proficiency utilizes distal site substrate binding energy to stabilize the closed state but at the expense of substrate inhibition	ACS Catalysis	12	3149-3164	2022	ID14-2	ESRF (Grenoble)/DIAMOND (Didcot)		10.1021/acscatal.1c05524		WOS:000773693300040
Journal article	OA	ESRF22RO1699	Italy/Austria/Poland	Robescu M.S., Cendron L., Bacchin A., Wagner K., Reiter T., Janicki I., Merusic K., Illek M., Aleotti M., Bergantino E., Hall M.	Asymmetric proton transfer catalysis by stereocomplementary old yellow enzymes for C═C bond isomerization reaction	ACS Catalysis	12	7396-7405	2022	ID30B/ID29	ESRF (Grenoble)		10.1021/acscatal.2c01110		
Journal article	OA	ESRF22RO1219	Italy	Robescu M.S., Loprete G., Gasparotto M., Vascon F., Filippini F., Cendron L., Bergantino E.	The family keeps on growing: Four novel fungal OYEs characterized	International Journal of Molecular Sciences	23	3050-1-3050-18	2022	ID23-2	ESRF (Grenoble)		10.3390/ijms23063050		WOS:000775300900001
Journal article	OA	ESRF22RO1274	France (not ESRF)	Rocchi P., Brichart-Vernos D., Lux F., Morfin I., David L., Rodriguez-Lafrasse C., Tillement O.	A new generation of ultrasmall nanoparticles inducing sensitization to irradiation and copper depletion to overcome radioresistant and invasive cancers	Pharmaceutics	14	814-1-814-17	2022	BM2	ESRF (Grenoble)		10.3390/pharmaceutics14040814		WOS:000787970900001
Journal article		ESRF22RO1158	France (not ESRF)/Italy	Roche G.H., Bruckner G., Dumitrescu D.G., Moreau J.J.E., van der Lee A., Wantz G., Dautel O.J.	Structural odd-even effect impacting the dimensionality of transport in BTBT-CnOH organic field effect transistors	Advanced Electronic Materials	8	2100265-1-2100265-12	2022	ID29	ESRF (Grenoble)		10.1002/aelm.202100265		WOS:000700326800001
Journal article	OA	ESRF22RO1450	Spain/Germany	Roda S., Fernandez-Lopez L., Benedens M., Bollinger A., Thies S., Schumacher J., Coscolín C., Kazemi M., Santiago G., Gertzen C.G.W., Gonzalez-Alfonso J.L., Plou F.J., Jaeger K.E., Smits S.H.J., Ferrer M., Guallar V.	A plurizyme with transaminase and hydrolase activity catalyzes cascade reactions	Angewandte Chemie International Edition	61	e202207344-1-e202207344-10	2022	ID23-1	ESRF (Grenoble)/PETRA III		10.1002/anie.202207344		WOS:000835825700001
Journal article		ESRF22RO1667	Brazil/USA	Rodrigues-Junior G., Cavallo F., Deneke C., Malachias A.	Strain tuning in graded SiGe on insulator: Interplay between local concentration and nonmonotonic lattice evolution after Ge condensation	Journal of Physical Chemistry C	126	21368-21374	2022	ID1	ESRF (Grenoble)		10.1021/acs.jpcc.2c05702		WOS:000905065200001
Journal article	OA	ESRF22RO1240	France (not ESRF)/UK	Roig-Zamboni V., Barelier S., Dixon R., Galley N.F., Ghanem A., Nguyen Q.P., Cahuzac H., Salamaga B., Davis P.J., Bourne Y., Mesnage S., Vincent F.	Molecular basis for substrate recognition and septum cleavage by AtlA, the major N-acetylglucosaminidase of Enterococcus faecalis	Journal of Biological Chemistry	298	101915-1-101915-9	2022	ID30B	ESRF (Grenoble)		10.1016/j.jbc.2022.101915		
Journal article	OA	ESRF22RO1159	Italy/Germany/France (not ESRF)	Rondelli V., Koutsioubas A., Di Cola E., Fragneto G., Grillo I., Del Favero E., Colombo L., Cantù L., Brocca P., Salmona M.	Dysmyelination and glycolipid interference caused by phenylalanine in phenylketonuria	International Journal of Biological Macromolecules	221	784-795	2022	ID2	ESRF (Grenoble)		10.1016/j.ijbiomac.2022.09.062		
Journal article		ESRF22RO1095	Italy/Germany/Belgium/USA	Rondelli V., Mollica L., Koutsioubas A., Nasir N., Trapp M., Deboever E., Brocca P., Deleu M.	Carbohydrate-carbohydrate interaction drives the preferential insertion of dirhamnolipid into glycosphingolipid enriched membranes	Journal of Colloid and Interface Science	616	739-748	2022	ID2	ESRF (Grenoble)		10.1016/j.jcis.2022.02.120		
Journal article		ESRF22RO1127	UK/Japan	Rosini S., Mavrogordato M.N., Takano T., Sugiura N., Spearing S.M., Sinclair I.	Fibre failure assessment in carbon fibre reinforced polymers under tensile loading using in situ synchrotron X-ray computed tomography	Journal of Composite Materials	56	825-836	2022	ID19	ESRF (Grenoble)		10.1177/00219983211061900		WOS:000746565100001
Journal article	OA	ESRF22RO1086	Germany/Italy/France (not ESRF)	Rössler S., Coduri M., Tsirlin A.A., Ritter C., Cuello G., Koz C., Muzica L., Schwarz U., Rössler U.K., Wirth S., Scavini M.	Nematic state of the FeSe superconductor	Physical Review B	105	064505-1-064505-8	2022	ID22_HRPD	ESRF (Grenoble)		10.1103/PhysRevB.105.064505		WOS:000754634200001
Book chapter		ESRF22RO1710	France (not ESRF)	Royaud I., Ponçot M., Chapron D., Bourson P.	In-situ microstructural measurements: Coupling mechanical, dielectrical, thermal analysis with Raman spectroscopy for nanocomposites characterization					BM26	ESRF (Grenoble)		10.1016/B978-0-12-820558-7.00017-0		
Journal article	OA	ESRF22RU1494	Italy/Spain	Ruggeri M., Vigani B., Boselli C., Cornaglia A.I., Colombo D., Sànchez-Espejo R., Del Favero E., Mandras N., Roana J., Cavallo L., Cantù L., Viseras C., Rossi S., Sandri G.	Smart nano-in-microparticles to tackle bacterial infections in skin tissue engineering	Materials Today Bio	16	100418-1-100418-19	2022	ID2	ESRF (Grenoble)		10.1016/j.mtbio.2022.100418		
Journal article	OA	ESRF22RU1210	Spain	Ruiz F.M., Huecas S., Santos-Aledo A., Prim E.A., Andreu J.M., Fernández-Tornero C.	FtsZ filament structures in different nucleotide states reveal the mechanism of assembly dynamics	PLoS Biology	20	e3001497-1-e3001497-22	2022	ID23-1	ESRF (Grenoble)/ALBA (Barcelona)		10.1371/journal.pbio.3001497		WOS:000773702500002
Journal article		ESRF22RU1441	Spain/Germany/India/Italy	Ruiz-Fuertes J., Friedrich A., Garg N., Monteseguro V., Radacki K., Errandonea D., Cavalli E., Rodríguez-Hernández P., Muñoz A.	Crystal structure solution of a high-pressure polymorph of scintillating MgMoO4 and its electronic structure	Physical Review B	106	064101-1-06101-7	2022	ID15B	ESRF (Grenoble)/INDUS (Indore, India)		10.1103/PhysRevB.106.064101		
Journal article		ESRF22RU1029	Spain	Ruiz-Gómez S., Fernández-González C., Guedeja-Marrón A., Serrano A., González Barrio M.A., Varela M., Mascaraque A., Pérez L.	Highly Bi-doped electrodeposited Cu nanowires for spintronics applications	Journal of Magnetism and Magnetic Materials	545	168645-1-168645-6	2022	BM25A	ESRF (Grenoble)		10.1016/j.jmmm.2021.168645		WOS:000793376300001
Journal article		ESRF22RU1169	Germany	Russegger N., Valencia A.M., Merten L., Zwadlo M., Duva G., Pithan L., Gerlach A., Hinderhofer A., Cocchi C., Schreiber F.	Molecular charge transfer effects on perylene diimide acceptor and dinaphthothienothiophene donor systems	Journal of Physical Chemistry C	126	4188-4198	2022	ID3	ESRF (Grenoble)/PETRA III		10.1021/acs.jpcc.1c10281		WOS:000773651500041
Journal article	OA	ESRF22RU1101	France (not ESRF)/Italy/Spain	Ruzzi P., Salusso D., Baravaglio M., Szeto K.C., de Mallmann A., Jiménez L.G., Godard C., Benayad A., Morandi S., Bordiga S., Taoufik M.	Supported PdZn nanoparticles for selective CO2 conversion, through the grafting of a heterobimetallic complex on CeZrOx	Applied Catalysis A: General	635	118568-1-118568-12	2022	BM23	ESRF (Grenoble)		10.1016/j.apcata.2022.118568		WOS:000783072000004
Journal article		ESRF22SA1192	Switzerland	Saedy S., Newton M.A., Zabilskiy M., Lee J.H., Krumeich F., Ranocchiari M., van Bokhoven J.A.	Copper-zinc oxide interface as a methanol-selective structure in Cu-ZnO catalyst during catalytic hydrogenation of carbon dioxide to methanol	Catalysis Science & Technology	12	2703-2716	2022	BM31	ESRF (Grenoble)	31-01-43	10.1039/d2cy00224h		WOS:000772111800001
Journal article	OA	ESRF22SA1537	Sweden/Italy	Sainas S., Giorgis M., Circosta P., Poli G., Alberti M., Passoni A., Gaidano V., Pippione A.C., Vitale N., Bonanni D., Rolando B., Cignetti A., Ramondetti C., Lanno A., Ferraris D.M., Canepa B., Buccinnà B., Piccinini M., Rizzi M., Saglio G., Al-Karadaghi S., Boschi D., Miggiano R., Tuccinardi T., Lolli M.L.	Targeting acute myelogenous leukemia using potent human dihydroorotate dehydrogenase inhibitors based on the 2-hydroxypyrazolo[1,5-a]pyridine scaffold: SAR of the aryloxyaryl moiety	Journal of Medicinal Chemistry	65	12701-12724	2022	ID23-2	ESRF (Grenoble)		10.1021/acs.jmedchem.2c00496		
Journal article		ESRF22SA1335	Portugal/Spain/Italy	Santos M.F.A., Sciortino G., Correia I., Fernandes A.C.P., Santos-Silva T., Pisanu F., Garribba E., Pessoa J.C.	Binding of VIVO2+, VIVOL, VIVOL2 and VVO2L moieties to proteins: X-ray/theoretical characterization and biological implications	Chemistry - A European Journal	28	e202200105-1-e202200105-8	2022	BM30A/ID29	ESRF (Grenoble)/SLS (PSI) (Villigen)/PETRA III/Soleil (Orsay)		10.1002/chem.202200105		WOS:000807742300001
Journal article	OA	ESRF22SC1093	Germany	Schacherl B., Joseph C., Lavrova P., Beck A., Reitz C., Pruessmann T., Fellhauer D., Lee J.Y., Dardenne K., Rothe J., Geckeis H., Vitova T.	Paving the way for examination of coupled redox/solid-liquid interface reactions: 1 ppm Np adsorbed on clay studied by Np M5-edge HR-XANES spectroscopy	Analytica Chimica Acta	1202	339636-1-339636-10	2022	BM20	ESRF (Grenoble)		10.1016/j.aca.2022.339636		WOS:000784418500012
Journal article	OA	ESRF22SC1070	Germany	Schamber T., Binas O., Schlundt A., Wacker A., Schwalbe H.	Characterization of structure and dynamics of the guanidine-II riboswitch from Escherichia coli by NMR spectroscopy and small-angle X-ray scattering (SAXS)	ChemBioChem	23	e202100564-1-e202100564-9	2022	BM29_BIOSAXS	ESRF (Grenoble)	MX-2336	10.1002/cbic.202100564		WOS:000728404700001
Journal article		ESRF22SC1326	Germany	Scheitl C.P.M., Mieczkowski M., Schindelin H., Höbartner C.	Structure and mechanism of the methyltransferase ribozyme MTR1	Nature Chemical Biology	18	547-555	2022	ID23-1	ESRF (Grenoble)/PETRA III		10.1038/s41589-022-00976-x		WOS:000770196800003
Journal article		ESRF22SC1024	Sweden/UK	Schiesser S., Hajek P., Pople H.E., Käck H., Öster L., Cox R.J.	Discovery and optimization of cyclohexane-1,4-diamines as allosteric MALT1 inhibitors	European Journal of Medicinal Chemistry	227	113925-1-113925-18	2022	ID23-1/ID30B	ESRF (Grenoble)		10.1016/j.ejmech.2021.113925		WOS:000713818500016
Journal article		ESRF22SC1516	France (not ESRF)	Schlegel M.L., Jégou C.	Uraninite alteration by H2O2 solutions and formation of secondary phases: An in situ microRaman spectroscopy and synchrotron X-ray diffraction study	Journal of Nuclear Materials	572	154056-1-154056-13	2022	BM32	ESRF (Grenoble)		10.1016/j.jnucmat.2022.154056		
Journal article	OA	ESRF22SC1679	Spain/Poland/Canada/USA/Lituany	Schmitz C., Madej M., Nowakowska Z., Cuppari A., Jacula A., Ksiazek M., Mikruta K., Wisniewski J., Pudelko-Malik N., Saran A., Zeytuni N., Mlynarz P., Lamont R.J., Usón I., Siksnys V., Potempa J., Solà M.	Response regulator PorX coordinates oligonucleotide signalling and gene expression to control the secretion of virulence factors	Nucleic Acids Research	50	12558–12577	2022	ID29/BM29_BIOSAXS	ESRF (Grenoble)		10.1093/nar/gkac1103		WOS:000893511000001
Journal article		ESRF22SC1076	France (not ESRF)	Schneider M., Delfosse V., Gelin M., Grimaldi M., Granell M., Heriaud L., Pons J.L., Cohen Gonsaud M., Balaguer P., Bourguet W., Labesse G.	Structure-based and knowledge-informed design of B-Raf inhibitors devoid of deleterious PXR binding	Journal of Medicinal Chemistry	65	1552-1566	2022	ID30B	ESRF (Grenoble)/ALBA (Barcelona)		10.1021/acs.jmedchem.1c01354		WOS:000737975800001
Journal article	OA	ESRF22SC1221	Germany	Schöppner P., Lutz A.P., Lutterbach B.J., Brückner S., Essen L.O., Mösch H.U.	Structure of the yeast cell wall integrity sensor Wsc1 reveals an essential role of surface-exposed aromatic clusters	Journal of Fungi	8	379-1-379-18	2022	ID29	ESRF (Grenoble)		10.3390/jof8040379		WOS:000785342200001
Journal article		ESRF22SC1327	Germany/USA	Schroeder C., Lew C.M., Zones S.I., Koller H.	Ordered heteroatom siting preserved by B/Al exchange in zeolites	Chemistry of Materials	34	3479-3488	2022	ID22_HRPD	ESRF (Grenoble)		10.1021/acs.chemmater.2c00359		WOS:000813239300001
Journal article	OA	ESRF22SC1087	Germany/UK	Schulz E.C., Yorke B.A., Pearson A.R., Mehrabi P.	Best practices for time-resolved serial synchrotron crystallography	Acta Crystallographica D	78	14-29	2022	BM30A	ESRF (Grenoble)		10.1107/s2059798321011621		WOS:000738234900002
Journal article		ESRF22SC1544	Germany/Singapore	Schulz L., Guo Z., Zarzycki J., Steinchen W., Schuller J.M., Heimerl T., Prinz S., Mueller-Cajar O., Erb T.J., Hochberg G.K.A.	Evolution of increased complexity and specificity at the dawn of form I Rubiscos	Science	378	155-160	2022	ID23-2	ESRF (Grenoble)/PETRA III		10.1126/science.abq1416		
