"sep=	"
Document type	Open Access	Number	Authors countries	Authors	Title	Journal title	Volume	Pages	Year	Beamline(s)	Facility used	Proposal number	DOI	DOI added	WoS Number
Journal article		ESRF21LA6031	France (not ESRF)/France (ESRF)/Spain	Larue C., Sarret G., Castillo-Michel H., Pradas del Real A.E.	A critical review on the impacts of nanoplastics and microplastics on aquatic and terrestrial photosynthetic organisms	Small	17	2005834-1-2005834-28	2021				10.1002/smll.202005834		WOS:000636077600001
Journal article	OA	ESRF21LE6043	Korea/France (ESRF)	Lee Y., Kim J.G., Lee S.J., Muniyappan S., Kim T.W., Ki H., Kim H., Jo J., Yun S.R., Lee H., Lee K.W., Kim S.O., Cammarata M., Ihee H.	Ultrafast coherent motion and helix rearrangement of homodimeric hemoglobin visualized with femtosecond X-ray solution scattering	Nature Communications	12	3677-1-3677-12	2021				10.1038/s41467-021-23947-7		WOS:000664863000020
Journal article		ESRF21LI6017	France (not ESRF)/France (ESRF)	Li Y., Sixou B., Peyrin F.	A review of the deep learning methods for medical images super resolution problems	IRBM	42	120-133	2021				10.1016/j.irbm.2020.08.004		WOS:000639262100006
Journal article	OA	ESRF21LI6051	France (not ESRF)/France (ESRF)/Germany/Israel	Lim B., Bellec E., Dupraz M., Leake S., Resta A., Coati A., Sprung M., Almog E., Rabkin E., Schülli T., Richard M.I.	A convolutional neural network for defect classification in Bragg coherent X-ray diffraction	npj Computational Materials	7	115-1-115-8	2021		Soleil (Orsay)/PETRA III		10.1038/s41524-021-00583-9		WOS:000677609800003
Book chapter		ESRF24LO6067	France (ESRF)/Italy	Longo A., Giannici F., Sahle C.J.	X‐ray absorption spectroscopy and X‐ray Raman scattering spectroscopy for energy applications								10.1002/9781119698029.ch11		
Journal article		ESRF21LO6007	Spain/France (ESRF)	López-Sánchez J., Navarro E., Rodríguez-Granado F., Serrano A., Marín P.	Multiphase materials based on the Fe73.9Si15.5Cu1Nb3B6.6 alloy obtained by dry and wet high-energy ball milling processes	Journal of Alloys and Compounds	864	158136-1-158136-8	2021				10.1016/j.jallcom.2020.158136		WOS:000624942300029
Non-refereed Journal		ESRF21MA6083	Italy/USA/UK/France (ESRF)	Mancini L., Parkinson D., Rack A., Rau C., De Carlo F.	X-ray computed tomography at synchrotron facilities: Pipelines for data acquisition and reduction	Synchrotron Radiation News	34	18-19	2021				10.1080/08940886.2021.1968243		
Journal article		ESRF21MA6079	Denmark/USA/France (ESRF)	Mar Lucas M., Ramos T., Jørgensen P.S., Canulescu S., Kenesei P., Wright J., Poulsen H.F., Andreasen J.W.	Non-destructive determination of phase, size, and strain of individual grains in polycrystalline photovoltaic materials	Journal of Alloys and Compounds	887	161364-1-161364-13	2021		APS (Argonne)		10.1016/j.jallcom.2021.161364		WOS:000697525400003
Journal article	OA	ESRF21MA6027	Germany/France (ESRF)/Italy	Marinaro G., Riekel C., Gentile F.	Size-exclusion particle separation driven by micro-flows in a quasi-spherical droplet: Modelling and experimental results	Micromachines	12	185-1-185-16	2021				10.3390/mi12020185		WOS:000622828600001
Journal article	OA	ESRF21MA6033	France (ESRF)/France (not ESRF)/Germany	Martens I., Chattot R., Wiegmann T., Fuchs T., Magnussen O.M., Dubau L., Maillard F., Drnec J.	Towards comprehensive understanding of proton-exchange membrane fuel cells using high energy x-rays	Journal of Physics: Energy	3	031003-1-031003-12	2021				10.1088/2515-7655/abf43d		WOS:000649929200001
Journal article		ESRF21MA6009	France (not ESRF)/South Africa/Germany/France (ESRF)	Massuyeau M., Gardés E., Rogerie G., Aulbach S., Tappe S., Le Trong E., Sifré D., Gaillard F.	MAGLAB: A computing platform connecting geophysical signatures to melting processes in Earth's mantle	Physics of the Earth and Planetary Interiors	314	106638-1-106638-17	2021				10.1016/j.pepi.2020.106638		WOS:000696936900006
Journal article		ESRF21MA6041	Spain/France (ESRF)	Matatagui D., López-Sánchez J., Peña A., Serrano A., del Campo A., Rodríguez de la Fuente O., Carmona N., Navarro E., Marín P., del Carmen Horrillo M.	Ultrasensitive NO2 gas sensor with insignificant NH3-interference based on a few-layered mesoporous graphene	Sensors and Actuators B	335	129657-1-129657-9	2021		ESRF (Grenoble)		10.1016/j.snb.2021.129657		WOS:000651440800006
Journal article	OA	ESRF21MA6056	Spain/France (ESRF)/France (not ESRF)	Mayer S.F., Rodrigues J.E., Sobrados M.I., Gainza J., Fernández-Díaz M.T., Marini C., Asensio M.C., Alonso J.A.	Synergy of diffraction and spectroscopic techniques to unveil the crystal structure of antimonic acid	Scientific Reports	11	17763-1-17763-13	2021		ALBA (Barcelona)		10.1038/s41598-021-97147-0		WOS:000693736400009
Journal article		ESRF21MA6001	Germany/France (ESRF)	Mayordomo N., Rodríguez D.M., Rossberg A., Foerstendorf H., Heim K., Brendler V., Müller K.	Analysis of technetium immobilization and its molecular retention mechanisms by Fe(II)-Al(III)-Cl layered double hydroxide	Chemical Engineering Journal	408	127265-1-127265-10	2021		KARA (Karlsruhe)		10.1016/j.cej.2020.127265		WOS:000613349700004
Journal article		ESRF21ME6005	Mexico/France (ESRF)/UK	Mendoza-Chávez Y.J., Uc-Castillo J.L., Cervantes-Martínez A., Gutiérrez-Aguirre M.A., Castillo-Michel H., Loredo-Portales R., SenGupta B., Martínez-Villegas N.	Paracyclops chiltoni inhabiting water highly contaminated with arsenic: Water chemistry, population structure, and arsenic distribution within the organism	Environmental Pollution	284	117155-1-117155-8	2021		ALS (Berkeley)		10.1016/j.envpol.2021.117155		WOS:000672534300006
Journal article		ESRF21ME6042	Italy/France (not ESRF)/France (ESRF)	Mercuri G., Giambastiani G., Di Nicola C., Pettinari C., Galli S., Vismara R., Vivani R., Costantino F., Taddei M., Atzori C., Bonino F., Bordiga S., Civalleri B., Rossin A.	Metal–Organic Frameworks in Italy: From synthesis and advanced characterization to theoretical modeling and applications	Coordination Chemistry Reviews	437	213861-1-213861-33	2021				10.1016/j.ccr.2021.213861		WOS:000635576500016
Journal article		ESRF21ME6093	France (not ESRF)/Spain/France (ESRF)	Mesple F., Missaoui A., Cea T., Huder L., Guinea F., Trambly de Laissardière G., Chapelier C., Renard V.T.	Heterostrain determines flat bands in magic-angle twisted graphene layers	Physical Review Letters	127	126405-1-126405-6	2021		ESRF (Grenoble)		10.1103/PhysRevLett.127.126405		WOS:000704665100012
Journal article	OA	ESRF21NA6046	France (ESRF)/Sweden	Narayanan T., Rüter A., Olsson U.	Multiscale structural elucidation of peptide nanotubes by X-ray scattering methods	Frontiers in Bioengineering and Biotechnology	9	654339-1-654339-6	2021				10.3389/fbioe.2021.654339		WOS:000639125500001
Journal article	OA	ESRF21NA6090	Mexico/France (ESRF)/UK	Narvaez-Monroy J., Villalobos-Portillo E., Fuentes-Cobas L., Fuentes-Montero L.	Polycrystal x-ray diffraction modelling: grazing incidence versus Bragg-Brentano	Journal of Physics : Conference Series	1723	012047-1-012047-5	2021		ESRF (Grenoble)		10.1088/1742-6596/1723/1/012047		
Journal article		ESRF21NO6069	UK/Australia/France (ESRF)/Switzerland	Novelli G., McMonagle C.J., Kleemiss F., Probert M., Puschmann H., Grabowsky S., Maynard-Casely H.E., McIntyre G.J., Parsons S.	Accurate H-atom parameters for the two polymorphs of L-histidine at 5, 105 and 295 K	Acta Crystallographica B	77	785-800	2021				10.1107/s205252062100740x		WOS:000704740400011
Journal article	OA	ESRF21PA6064	Italy/France (ESRF)/Romania	Padhi S.K., Baglieri N., Bonino V., Agostino A., Operti L., Batalu N.D., Chifiriuc M.C., Popa M., Burdusel M., Grigoroscuta M.A., Aldica G.V., Radu D., Badica P., Truccato M.	Antimicrobial activity of MgB2 powders produced via reactive liquid infiltration method	Molecules	26	4966-1-4966-15	2021				10.3390/molecules26164966		WOS:000689976100001
Journal article		ESRF21PA6077	Italy/France (ESRF)/Germany	Pagliaro F., Lotti P., Battiston T., Comboni D., Gatta G.D., Cámara F., Milani S., Merlini M., Glazyrin K., Liermann H.P.	Thermal and compressional behavior of the natural borate kurnakovite, MgB3O3(OH)5·5H2O	Construction and Building Materials	266	121094-1-121094-13	2021		ELETTRA (Triestre)		10.1016/j.conbuildmat.2020.121094		WOS:000600793700020
Journal article	OA	ESRF21PA6045	Germany/UK/USA/France (ESRF)	Pauw B.R., Smith A.J., Snow T., Shebanova O., Sutter J.P., Ilavsky J., Hermida-Merino D., Smales G.J., Terrill N.J., Thünemann A.F., Bras W.	Extending synchrotron SAXS instrument ranges through addition of a portable, inexpensive USAXS module with vertical rotation axes	Journal of Synchrotron Radiation	28	824-833	2021		DIAMOND (Didcot)		10.1107/s1600577521003313		WOS:000647763100014
Journal article		ESRF21PI6021	Australia/France (ESRF)/USA/Germany	Pintér Z., Foley S.F., Yaxley G.M., Rosenthal A., Rapp R.P., Lanati A.W., Rushmer T.	Experimental investigation of the composition of incipient melts in upper mantle peridotites in the presence of CO2 and H2O	Lithos	396-397	106224-1-106224-15	2021				10.1016/j.lithos.2021.106224		WOS:000670298400003
Journal article		ESRF21PO6003	France (ESRF)/UK/Germany	Ponchut C., Tartoni N., Pennicard D.	X-ray imaging at synchrotron research facilities	Radiation Measurements	140	106459-1-106459-9	2021				10.1016/j.radmeas.2020.106459		WOS:000615891200004
Journal article	OA	ESRF21PO6018	France (ESRF)/Poland	Poreba T., Swiatkowski M., Kruszynski R.	Molecular self-assembly of 1D infinite polyiodide helices in a phenanthrolinium salt	Dalton Transactions	50	2800-2806	2021		SLS (PSI) (Villigen)		10.1039/d0dt04042h		WOS:000624242900012
Journal article	OA	ESRF21PR6076	Germany/France (ESRF)/France (not ESRF)	Prieur D., Desagulier M.M., Neuville D.R., Guéneau C., Epifano E., Dardenne K., Rothe J., Martín P.	A spectroscopic hike in the U-O phase diagram	Journal of Synchrotron Radiation	28	1684-1691	2021		ANKA (Karlsruhe)		10.1107/s1600577521010572		WOS:000715906300002
Journal article		ESRF21PR6067	Germany/France (ESRF)/France (not ESRF)	Prieur D., Vigier J.F., Popa K., Walter O., Dieste O., Varga Z., Beck A., Vitova T., Scheinost A.C., Martin P.M.	Charge distribution in U1-xCexO2+y nanoparticles	Inorganic Chemistry	60	14550-14556	2021		ANKA (Karlsruhe)		10.1021/acs.inorgchem.1c01071		WOS:000712069300012
Journal article	OA	ESRF21PU6057	UK/France (ESRF)	Puglisi R., Karunanithy G., Hansen D.F., Pastore A., Temussi P.A.	The anatomy of unfolding of Yfh1 is revealed by site-specific fold stability analysis measured by 2D NMR spectroscopy	Communications Chemistry	4	127-1-127-9	2021				10.1038/s42004-021-00566-3		WOS:000694247800001
Journal article		ESRF21RA6075	France (not ESRF)/France (ESRF)	Rabattu P.Y., Solé Cruz E., El Housseini N., El Housseini A., Bellier A., Verot P.L., Cassiba J., Quillot C., Faguet R., Chaffanjon P., Piolat C., Robert Y.	Anatomical study of the thoracic duct and its clinical implications in thoracic and pediatric surgery, a 70 cases cadaveric study	Surgical and Radiologic Anatomy	43	1481-1489	2021				10.1007/s00276-021-02764-z		WOS:000655938700001
Journal article	OA	ESRF21RA6028	France (not ESRF)/Denmark/UK/Sweden/France (ESRF)	Ramos J., Laux V., Haertlein M., Forsyth V.T., Mossou E., Larsen S., Langkilde A.E.	The impact of folding modes and deuteration on the atomic resolution structure of hen egg-white lysozyme	Acta Crystallographica D	77	1579-1590	2021		MAX-Lab (Lund)		10.1107/s2059798321010950		WOS:000727766800010
Journal article		ESRF21RO6032	Spain/France (ESRF)/Brazil	Rodrigues J.E.F.S., Gainza J., Serrano-Sánchez F., Ferrer M.M., Fabris G.S.L., Sambrano J.R., Nemes N.M., Martínez J.L., Popescu C., Alonso J.A.	Unveiling the structural behavior under pressure of filled M0.5Co4Sb12 (M = K, Sr, La, Ce, and Yb) thermoelectric skutterudites	Inorganic Chemistry	60	7413-7421	2021		ALBA (Barcelona)		10.1021/acs.inorgchem.1c00682		WOS:000653539100064
Journal article		ESRF21RO6038	France (not ESRF)/France (ESRF)	Rousseau J., Dreuil S., Bassinet C., Cao S., Elleaume H.	Surgivisio® and O-arm®O2 cone beam CT mobile systems for guidance of lumbar spine surgery: Comparison of patient radiation dose	Physica Medica	85	192-199	2021				10.1016/j.ejmp.2021.04.018		WOS:000663380500009
Journal article		ESRF21RU6022	Colombia/Brazil/France (ESRF)	Rueda-P J.E., Rodrigues J.E.F.S., Hernandes A.C.	Monocrystalline fiber growth technique: New critical radius considerations	Journal of Crystal Growth	570	126199-1-126199-6	2021				10.1016/j.jcrysgro.2021.126199		WOS:000679960200003
Journal article		ESRF21RU6087	France (ESRF)	Rüffer R., Chumakov A.I.	Historical developments and future perspectives in nuclear resonance scattering	Topics in Applied Physics	137	1-55	2021				10.1007/978-981-15-9422-9_1		WOS:000614256500002
Journal article	OA	ESRF21RU6070	France (not ESRF)/France (ESRF)/UK	Rupp T., Maufrais C., Walther G., Estève F., MacDonald J.H., Bouzat P., Vergès S.	MEDEX 2015: Prophylactic dffects of positive expiratory pressure in trekkers at very high altitude	Frontiers in Physiology	12	710622-1-710622-12	2021				10.3389/fphys.2021.710622		WOS:000721537800001
Journal article	OA	ESRF21SA6011	Belgium/Switzerland/France (not ESRF)/France (ESRF)	Samaee V., Dupraz M., Pardoen T., Van Swygenhoven H., Schryvers D., Idrissi H.	Deciphering the interactions between single arm dislocation sources and coherent twin boundary in nickel bi-crystal	Nature Communications	12	962-1-962-8	2021				10.1038/s41467-021-21296-z		WOS:000620142700024
Journal article		ESRF21SA6084	Italy/France (ESRF)	Sant R., Cattelan M., Agnoli S., Granozzi G.	Preparation and electronic structure of the WSe2/graphene/NiSex/Ni(111) heterostructure	Journal of Vacuum Science and Technology A	39	052201-1-052201-7	2021				10.1116/6.0001134		WOS:000680416000001
Journal article		ESRF21SC6015	Germany/Russia/France (ESRF)/Sweden/Spain	Schulz S., Vyazovskaya A.Y., Poelchen G., Generalov A., Güttler M., Mende M., Danzenbächer S., Otrokov M.M., Balasubramanian T., Polley C., Chulkov E.V., Laubschat C., Peters M., Kliemt K., Krellner C., Usachov D.Y., Vyalikh D.V.	Classical and cubic Rashba effect in the presence of in-plane 4f magnetism at the iridium silicide surface of the antiferromagnet GdIr2Si2	Physical Review B	103	035123-1-035123-14	2021		MAX-Lab (Lund)		10.1103/PhysRevB.103.035123		WOS:000608118800004
Journal article	OA	ESRF21SE6014	Germany/Italy/Sweden/France (ESRF)	Seibold G., Arpaia R., Peng Y.Y., Fumagalli R., Braicovich L., Di Castro C., Grilli M., Ghiringhelli G.C., Caprara S.	Strange metal behaviour from charge density fluctuations in cuprates	Communications Physics	4	7-1-7-6	2021		ESRF (Grenoble)		10.1038/s42005-020-00505-z		WOS:000607114400007
Journal article		ESRF21SL6066	France (not ESRF)/France (ESRF)	Slim M.F., Geandier G., Rouillard F., Malard B.	Determination of residual stress gradient in a Ti-stabilized austenitic stainless steel cladding candidate after carburization in liquid sodium at 500 °C and 600 °C	Acta Materialia	221	117435-1-117435-11	2021		PETRA III		10.1016/j.actamat.2021.117435		WOS:000714987700006
Journal article	OA	ESRF21SP6053	Germany/Switzerland/France (ESRF)	Spiekermann G., Libon L., Albers C., Sakrowski R., Petitgirard S., Sahle C.J., Sundermann M., Gretarsson H., Sergueev I., Sternemann C., Wilke M., Murakami M.	Reflective imaging, on-axis laser heating and radiospectrometry of samples in diamond anvil cells with a parabolic mirror	High Pressure Research	41	142-154	2021		PETRA III		10.1080/08957959.2021.1921173		WOS:000650974100001
Journal article		ESRF21ST6050	Belgium/France (ESRF)/Spain/Germany	Steele J.A., Prakasam V., Huang H., Solano E., Chernyshov D., Hofkens J., Roeffaers M.B.J.	Trojans that flip the black phase: Impurity-driven stabilization and spontaneous strain suppression in γ-CsPbI3 perovskite	Journal of the American Chemical Society	143	10500-10508	2021		ALBA (Barcelona)		10.1021/jacs.1c05046		WOS:000677544800002
Journal article		ESRF21TH6048	France (not ESRF)/France (ESRF)	Thomas O., Mocuta C., Putero M., Richard M.I., Boivin P., Arnaud F.	Crystallization behavior of N -doped Ge-rich GST thin films and nanostructures: An in-situ synchrotron X-ray diffraction study	Microelectronic Engineering	244-246	111573-1-111573-6	2021		Soleil (Orsay)		10.1016/j.mee.2021.111573		WOS:000659482100003
Journal article	OA	ESRF21VE6020	France (not ESRF)/France (ESRF)/UK/USA	Verry C., Dufort S., Villa J., Gavard M., Iriart C., Grand S., Charles J., Chovelon B., Cracowski J.L., Quesada J.L., Mendoza C., Sancey L., Lehmann A., Jover F., Giraud J.Y., Lux F., Crémillieux Y., McMahon S., Pauwels P.J., Cagney D., Berbeco R., Aizer A., Deutsch E., Loeffler M., Le Duc G., Tillement O., Balosso J.	Theranostic AGuIX nanoparticles as radiosensitizer: A phase I, dose-escalation study in patients with multiple brain metastases (NANO-RAD trial)	Radiotherapy and Oncology	160	159-165	2021				10.1016/j.radonc.2021.04.021		WOS:000667172100022
Article from Conference in a Book		ESRF21VI6072	France (ESRF)/The Netherlands/UK/France (not ESRF)/Portugal	Viganó N., Lucka F., de La Rochefoucauld O., Coban S.B., van Liere R., Fajardo M., Zeitoun P., Batenburg K.J.	Towards X-ray plenoptic imaging: Emulation with a laboratory X-ray scanner								10.1364/DH.2021.DTh4F.2		
Book chapter		ESRF21VI6039	Belgium/France (ESRF)	Vincze L., Tack P., Laforce B., De Pauw E., Bauters S., Silversmit G., Vekemans B.	Laboratory and synchrotron X-ray spectroscopy								10.1016/B978-0-12-818860-6.00007-6		
Article from Conference in a Book		ESRF21VO6086	Russia/France (ESRF)	Voevodina M., Lyatun S., Zverev D., Barannikov A., Lyatun I., Snigireva I., Snigirev A.	X-ray interferometry technique for thin-films study using an X-ray microfocus laboratory source	Proceedings SPIE	11776	1177609-1-1177609-6	2021				10.1117/12.2589495		
Journal article		ESRF21VO6010	Russia/France (ESRF)	Voevodina M.A., Lyatun S.S., Barannikov A.A., Lyatun I.I., Snigireva I.I., Snigirev A.A.	X-ray reflecto-interferometry technique using a microfocus laboratory source	Journal of Surface Investigation. X-ray, Synchrotron and Neutron Techniques	15	39-45	2021				10.1134/S1027451021010158		WOS:000641816400007
Journal article	OA	ESRF21WU6065	Ireland/France (ESRF)	Wu B., Pascu E.I., Brady S.A., Brougham D.F., Clarkin O.M.	Fine property-tuning through Ca content control in a facile synthesis of glasses-based self-setting injectable hydrogel	Materials and Design	211	110166-1-110166-9	2021		ESRF (Grenoble)		10.1016/j.matdes.2021.110166		WOS:000711636300006
Journal article		ESRF21WU6002	Ireland/France (ESRF)/The Netherlands	Wu B., Wiseman M.E., Seitz M.E., Tomic K., Heise A., Brougham D.F., Litvinov V.M.	Impact of morphology on O2 permeability in silicone hydrogel membranes: New insights into domain percolation from experiments and simulations	Journal of Membrane Science	621	118970-1-118970-11	2021				10.1016/j.memsci.2020.118970		WOS:000609147200003
Journal article	OA	ESRF20AN6032	France (ESRF)/UK	Anzellini S., Boccato S.	A practical review of the laser-heated diamond anvil cell for university laboratories and synchrotron applications	Crystals	10	459-1-459-28	2020		ESRF (Grenoble)		10.3390/cryst10060459		WOS:000553896200001
Journal article		ESRF20AS6034	Australia/Japan/France (ESRF)	Aslam W., Beltramini J.N., Atanda L.A., Batalha N.R., Schülli T.U., Konarova M.	The catalytic activity of KMoCo carbon spheres for higher alcohols synthesis from syngas	Applied Catalysis A: General	605	117803-1-117803-10	2020				10.1016/j.apcata.2020.117803		WOS:000576786900005
Journal article		ESRF20AT6019	Italy/France (ESRF)/Germany	Atzori C., Lomachenko K.A., Jacobsen J., Stock N., Damin A., Bonino F., Bordiga S.	Bimetallic hexanuclear clusters in Ce/Zr-UiO-66 MOFs: In situ FTIR spectroscopy and modelling insights	Dalton Transactions	49	5794-5797	2020				10.1039/d0dt01023e		WOS:000534340700004
Journal article		ESRF20BA6011	Germany/France (ESRF)/Australia/UK/France (not ESRF)	Bartzsch S., Corde S., Crosbie J.C., Day L., Donzelli M., Krisch M., Lerch M., Pellicioli P., Smyth L.M.L., Tehei M.	Technical advances in x-ray microbeam radiation therapy	Physics in Medicine and Biology	65	02TR01-1-02TR01-28	2020				10.1088/1361-6560/ab5507		WOS:000520937700001
Journal article	OA	ESRF20BE6010	Germany/Spain/France (ESRF)/South Korea/Switzerland	Bergmann L., Düring P., Agrestini S., Efimenko A., Liao S.C., Hu Z., Gargiani Z.P., Choi C.J., Baik H., Park D.S., Dörr K., Rata A.D.	Growth-sequence-dependent interface magnetism of SrIrO3-La0.7Sr0.3MnO3 bilayers	AIP Advances	10	035132-1-035132-8	2020				10.1063/1.5143713		WOS:000522453700001
Journal article	OA	ESRF20BE6067	USA/Switzerland/Germany/Hungary/UK/France (ESRF)	Bernstein H.J., Förster A., Bhowmick A., Brewster A.S., Brockhauser S., Gelisio L., Hall D.R., Leonarski F., Mariani V., Santoni G., Vonrhein C., Winter G.	Gold Standard for macromolecular crystallography diffraction data	IUCrJ	7	784-792	2020				10.1107/s2052252520008672		WOS:000568664600004
Journal article	OA	ESRF20BI6075	Germany/USA/France (ESRF)/Switzerland	Biedermann N., Bykova E., Morgenroth W., Efthimiopoulos I., Mueller J., Spiekermann G., Glazyrin K., Pakhomova A., Appel K., Wilke M.	Equation of state and high-pressure phase behaviour of SrCO3	European Journal of Mineralogy	32	575-586	2020		PETRA III		10.5194/ejm-32-575-2020		WOS:000588755200001
Journal article	OA	ESRF20BO6046	France (ESRF)/Russia/Sweden/Germany	Boulanger N., Kuzenkova A.S., Iakunkov A., Romanchuk A.Y., Trigub A.L., Egorov A.V., Bauters S., Amidani L., Retegan M., Kvashnina K.O., Kalmykov S.N., Talyzin A.V.	Enhanced sorption of radionuclides by defect-rich graphene oxide	ACS Applied Materials & Interfaces	12	45122-45135	2020		KARA (Karlsruhe)		10.1021/acsami.0c11122		WOS:000579956100074
Journal article		ESRF20BR6017	France (ESRF)	Brunelli M., Chernyshov D., Di Michiel M., Rack A., van Beek W., Vaughan G., Glückert M., Davison D.	Emerging synchrotron techniques for characterization of energy materials and devices	Synchrotron Radiation News	33	50-51	2020				10.1080/08940886.2020.1701382		
Journal article	OA	ESRF20CA6016	Norway/France (ESRF)/Belgium/Poland	Cagno S., Lind O.C., Popic J.M., Skipperud L., De Nolf W., Nuyts G., Vanmeert F., Jaroszewicz J., Janssens K., Salbu B.	Micro-analytical characterization of thorium-rich aggregates from Norwegian NORM sites (Fen Complex, Telemark)	Journal of Environmental Radioactivity	219	106273-1-106273-10	2020		HASYLAB (Hambourg)		10.1016/j.jenvrad.2020.106273		WOS:000535130500005
Journal article		ESRF20CH6073	Belgium/France (not ESRF)/France (ESRF)/USA	Champagne A., Ricci F., Barbier M., Ouisse T., Magnin D., Ryelandt S., Pardoen T., Hautier G., Barsoum M.W., Charlier J.C.	Insights into the elastic properties of RE-i-MAX phases and their potential exfoliation into two-dimensional RE-i-MXenes	Physical Review Materials	4	013604-1-013604-9	2020				10.1103/PhysRevMaterials.4.013604		WOS:000506854100002
Journal article		ESRF20CH6072	France (not ESRF)/Italy/France (ESRF)	Chatzieleftheriou M., Berovic M., Arribi P.V., Capone M., de Medici L.	Enhancement of charge instabilities in Hund's metals by breaking of rotational symmetry	Physical Review B	102	205127-1-205127-14	2020				10.1103/PhysRevB.102.205127		WOS:000591182800006
Journal article		ESRF20CH6062	Italy/France (ESRF)	Chiara A., Giannici F., Pipitone C., Longo A., Aliotta C., Gambino M., Martorana A.	Solid–solid interfaces in protonic ceramic devices: A critical review	ACS Applied Materials & Interfaces	12	55537-55553	2020				10.1021/acsami.0c13092		WOS:000600202300001
Journal article	OA	ESRF20CL6078	Sweden/Switzerland/Argentina/France (ESRF)	Clarac F., Scheyer T.M., Desojo J.B., Cerda I.A., Sanchez S.	The evolution of dermal shield vascularization in Testudinata and Pseudosuchia: Phylogenetic constraints versus ecophysiological adaptations	Philosophical Transactions of the Royal Society B	375	20190132-1-20190132-12	2020		ESRF (Grenoble)		10.1098/rstb.2019.0132		WOS:000506857400008
Journal article		ESRF20CO6030	France (ESRF)/Italy	Comboni D., Pagliaro F., Gatta G.D., Lotti P., Milani S., Merlini M., Battiston T., Glazyrin K., Liermann H.P.	High-pressure behavior and phase stability of Na2B4O6(OH)2•3H2O (kernite)	Journal of the American Ceramic Society	103	5291-5301	2020		PETRA III		10.1111/jace.17185		WOS:000534397300001
Journal article	OA	ESRF20CO6053	Denmark/France (ESRF)/France (not ESRF)/UK/Australia	Costa M.M., Jensen N.K., Bouvier L.C., Connelly J.N., Mikouchi T., Horstwood M.S.A., Suuronen J.P., Moynier F., Deng Z., Agranier A., Martin L.A.J., Johnson T.E., Nemchin A.A., Bizzarro M.	The internal structure and geodynamics of Mars inferred from a 4.2-Gyr zircon record	Proceedings of the National Academy of Sciences of the USA	117	30973-30979	2020		APS (Argonne)		10.1073/pnas.2016326117		WOS:000598977500021
Journal article		ESRF20DA6080	Australia/France (ESRF)/France (not ESRF)/UK	Day L.R.J., Pellicioli P., Gagliardi F., Barnes M., Smyth L.M.L., Butler D., Livingstone J., Stevenson A.W., Lye J., Poole C.M., Häusermann D., Rogers P.A.W., Crosbie J.C.	A Monte Carlo model of synchrotron radiotherapy shows good agreement with experimental dosimetry measurements: Data from the imaging and medical beamline at the Australian Synchrotron	Physica Medica	77	64-74	2020		Australian Synchrotron (Melbourne)		10.1016/j.ejmp.2020.07.017		WOS:000570151800010
Journal article		ESRF20DE6028	France (ESRF)/China/Brazil/USA	Dejoie C., Yu Y., Bernardi F., Tamura N., Kunz M., Marcus M.A., Huang Y.L., Zhang C., Eichhorn B.W., Liu Z.	Potential control of oxygen non-stoichiometry in cerium oxide and phase transition away from equilibrium	ACS Applied Materials & Interfaces	12	31514-31521	2020		ALS (Berkeley)		10.1021/acsami.0c08284		WOS:000551488400044
Journal article	OA	ESRF20DE6044	France (ESRF)/Germany/Italy/UK/France (not ESRF)	Di Genova D., Brooker R.A., Mader H.M., Drewitt J.W.E., Longo A., Deubener J., Neuville D.R., Fanara S., Shebanova O., Anzellini S., Arzilli F., Bamber E.C., Hennet L., La Spina G., Miyajima N.	In situ observation of nanolite growth in volcanic melt: A driving force for explosive eruptions	Science Advances	6	eabb0413-1-eabb0413-14	2020		ESRF (Grenoble)		10.1126/sciadv.abb0413		WOS:000575531700013
Journal article		ESRF20EL6071	The Netherlands/France (ESRF)/Switzerland/Germany/Poland	Elnaggar H., Wang R., Lafuerza S., Paris E., Komarek A.C., Guo H., Tseng Y., McNally D., Frati F., Haverkort M.W., Sikora M., Schmitt T., de Groot F.M.F.	Possible absence of trimeron correlations above the Verwey temperature in Fe3O4	Physical Review B	101	085107-1-085107-5	2020		SLS (PSI) (Villigen)		10.1103/PhysRevB.101.085107		WOS:000511444200002
Journal article		ESRF20GA6015	France (not ESRF)/France (ESRF)	Gallard M., Salah Amara M., Putero M., Burle N., Guichet C., Escoubas S., Richard M.I., Mocuta C., Chahine R.R., Bernard M., Kowalczyk P., Noé P., Thomas O.	New insights into thermomechanical behavior of GeTe thin films during crystallization	Acta Materialia	191	60-69	2020		Soleil (Orsay)		10.1016/j.actamat.2020.04.001		WOS:000533619700006
Journal article		ESRF20GA6035	France (ESRF)/Spain/Portugal	García-Rivas J., Suárez M., García-Romero E., Sánchez del Río M.	Presence of oriented fibers in palygorskite powders and its influence on X-Ray diffractograms	Applied Clay Science	195	105724-1-105724-12	2020		ESRF (Grenoble)		10.1016/j.clay.2020.105724		WOS:000552610900007
Journal article		ESRF20GA6049	India/France (ESRF)/UK	Gayen K., Nandi N., Das K.S., Hermida-Merino D., Hamley I.W., Banerjee A.	The aging effect on the enhancement of thermal stability, mechanical stiffness and fluorescence properties of histidine-appended naphthalenediimide based two-component hydrogels	Soft Matter	16	10106-10114	2020				10.1039/d0sm00468e		WOS:000591495300008
