"sep=	"
Document type	Open Access	Number	Authors countries	Authors	Title	Journal title	Volume	Pages	Year	Beamline(s)	Facility used	Proposal number	DOI	DOI added	WoS Number
Article from Conference in a Journal		ESRF02WA7069	Sweden	Wallén E., LeBlanc G., Eriksson M.	The MAX-Wiggler, a cold bore superconducting wiggler with 47 3.5 T poles	Nuclear Instruments and Methods in Physics Research A	467-468	118-121	2001				10.1016/S0168-9002(01)00240-6		
Journal article		ESRF03WE7082	Switzerland	Weiss G.	Swiss source shows small is powderful	Science	294	494	2001				10.1126/science.294.5542.494a		
Article from Conference in a Journal		ESRF05WI7115	UK	Withers P.J.	Monitoring elastic strain and damage by neutron and synchrotron beams	Advanced Engineering Materials	3	453-460	2001				10.1002/1527-2648(200107)3:7<453::AID-ADEM453>3.0.CO;2-S		
Journal article		ESRF24WI7073	UK	Withers P.J.	Monitoring elastic strain and damage by neutron and synchrotron X-ray beams	Materials Science and Technology	17	759-765	2001				10.1179/026708301101510672		
Journal article		ESRF24WI7074	UK	Withers P.J., Bhadeshia H.K.D.H.	Residual stress. Part 2 – Nature and origins	Materials Science and Technology	17	366-375	2001				10.1179/026708301101510087		
Article from Conference in a Journal		ESRF02WO7070	Germany/UK	Woodruff D.P.	Chemical-state-specific surface structure determination	Surface Science	482-485	49-59	2001						
Article from Conference in a Journal		ESRF01YO7014	Japan	Yoda Y., Yabashi M., Izumi K., Zhang X.W., Kishimoto T., Kitao S., Seto M., Mitsui T., Harami T., Imai Y., Kikuta S.	Nuclear resonant scattering beamline at SPring-8	Nuclear Instruments and Methods in Physics Research A	467-468	715-718	2001		Spring		10.1016/S0168-9002(01)00474-0		
Journal article		ESRF04AB7219	Denmark	Abraham-Peskir J.V.	X-ray microscopy with synchrotron radiation: Applications to cellular biology	Cellular and Molecular Biology	46	1045-1052	2000						
Journal article		ESRF03AD7048	Belgium	Adams F., Slaets S.	Improving the reliability of speciation analysis of organometallic compounds	Trends in Analytical Chemistry	19	80-85	2000						
Journal article		ESRF05AI7082	USA	Ai X., Caffrey M.	Membrane protein crystallization in lipidic mesophases: Detergent effects	Biophysical Journal	79	394-405	2000						
Journal article		ESRF05AL7232	USA	Alp E.E., Sturhahn W., Toellner T.S.	Polarizeranalyzer optics	Hyperfine Interactions	125	45-68	2000				10.1023/A:1012673301869		
Journal article		ESRF03AL7046	Belgium	Altzitzoglou T.	Low-level radioactivity measurements in an ocean shellfish matrix	Applied Radiation and Isotopes	52	539-544	2000						
Article from Conference in a Journal		ESRF03AR7013	Italy	Arfelli F.	Synchrotron light and imaging systems for medical radiology	Nuclear Instruments and Methods in Physics Research A	454	11-25	2000		ELETTRA (Triestre)		10.1016/S0168-9002(00)00803-2		
Journal article		ESRF03AS7008	Japan	Asano Y., Matsumura T., Chiba R., Haschimoto T., Miura A., Shimizu H., Tajima Y., Yoshida H.Y.	Measurement of gas bremsstrahlung at the SPring-8 insertion device beamline using PWO scintillator	Nuclear Instruments and Methods in Physics Research A	451	685-696	2000		Spring		10.1016/S0168-9002(00)00346-6		
Non-refereed Journal		ESRF03AV7195	France (not ESRF)	Averbuch P.	Le magnétisme grenoblois	Pour la Science	277	16-17	2000						
Journal article		ESRF05BA7230	Japan	Baron A.Q.R.	Detectors for nuclear resonant scattering experiments	Hyperfine Interactions	125	29-42	2000				10.1023/A:1012625418707		
Journal article		ESRF06BH7116	USA	Bharadwaj R.K., Bunning T.J., Farmer B.L.	A mesoscale modelling study of nematic liquid crystals confined to ellipsoidal domains	Liquid Crystals	27	591-603	2000				10.1080/026782900202435		
Journal article		ESRF03BO7055	USA	Bosch R.A.	Computed flux and brightness of infrared edge and synchrotron radiation	Nuclear Instruments and Methods in Physics Research A	454	497-505	2000		BESSY (Germany)		10.1016/S0168-9002(00)00476-9		
Article from Conference in a Journal		ESRF03BR7010	Israel	Breskin A.	Advances in gas avalanche radiation detectors for biomedical applications	Nuclear Instruments and Methods in Physics Research A	454	26-39	2000				10.1016/S0168-9002(00)00804-4		
Article from Conference in a Book		ESRF07BU7016	UK	Burge R.E., Browne M.T., Charalambous P., Yuan X.C.	Combined near-field STXM with cylindrical collimator and AFM	AIP Conference Proceedings	507	435-439	2000				10.1063/1.1291186		
Journal article		ESRF03BU7096	Germany	Burkel E.	Phonon spectroscopy by inelastic X-ray scattering	Reports on Progress in Physics	63	171-232	2000				10.1088/0034-4885/63/2/203		
Journal article		ESRF00CE7002	Denmark/Sweden	Cerenius Y., Ståhl K., Svensson L.A., Ursby T., Oskarsson Å., Albertsson J., Liljas A.	The crystallography beamline I711 at MAX II	Journal of Synchrotron Radiation	7	203-208	2000		MAX-Lab (Lund)				
Article from Conference in a Journal		ESRF03CE7044	Denmark/France (not ESRF)/Switzerland/UK	Ceretti M., Janssen S., McMorrow D., Radaelli P., Steigenberger U.	ECNS '99 - Young Scientists Forum	Physica B	276-278	45-51	2000				10.1016/S0921-4526(99)01528-8		
Article from Conference in a Journal		ESRF03CH7064	Taiwan	Chang C.H., Wang C., Hwang C.S., Huang M.H., Fan T.C., Chen H.H., Lin F.Y.	Magnetic design of a 3 T time-varying elliptical wiggler	Journal of Magnetism and Magnetic Materials	209	173-175	2000				10.1016/S0304-8853(99)00679-4		
Journal article		ESRF03CH7052	UK	Chayen N.E., Cianci M., Olczak A., Raftery J., Rizkallah P.J., Zagalsky P.F., Helliwell J.R.	Apocrustacyanin A1 from the lobster carotenoprotein alpha-crustacyanin: Crystallization and initial X-ray analysis involving softer X-rays	Acta Crystallographica D	56	1064-1066	2000		SRS (Daresbury)		10.1107/S0907444900008556		
Journal article		ESRF03CH7004	Russia	Chernozatonskii L.A., Serebryanaya N.R., Mavrin B.N.	The superhard crystalline three-dimensional polymerized C60 phase	Chemical Physics Letters	316	199-204	2000				10.1016/S0009-2614(99)01288-9		
Journal article		ESRF04CH7063	Denmark	Christensen A.N., Chevallier M.A., Skibsted J., Iversen B.B.	Synthesis and characterization of basic bismuth(III) nitrates	Journal of the Chemical Society Dalton Transactions		265-270	2000	BM1A	ESRF (Grenoble)		10.1039/a908055d		WOS:000084955900008
Journal article		ESRF04CL7060	UK	Clegg W.	Synchrotron chemical crystallography	Journal of the Chemical Society Dalton Transactions		3223-3232	2000				10.1039/b004136j		
Journal article		ESRF05DI7216	Belgium	Dillen H., Xhoffer C., Storms H., Kestens L.	Application of microbeam techniques in the steel industry	Microchimica Acta	132	323-335	2000				10.1007/s006040050076		
Journal article		ESRF05DI7215	France (not ESRF)	Dillmann P., Regad B., Moulin G.	Intermetallic phase identification on Al-Si-Fe hot dip coated steel by X-ray synchrotron microbeam	Journal of Materials Science Letters	19	907-910	2000		LURE (Orsay)		10.1023/A:1006710203793		
Article from Conference in a Journal		ESRF04DR7071	Germany	Drochner M., Kleines H., Wuestner P., Zwoll K.	Application of industrial standard process control equipment in neutron scattering experiments	IEEE Transactions on Nuclear Science	47	214-218	2000						
Journal article		ESRF06DR7038	UK	Druilhe C., Garnsey Y.	Emergence and growth of high-tech activity in Cambridge and Grenoble	Entrepreneurship and Regional Development	12	163-177	2000				10.1080/089856200283054		
Journal article		ESRF03DU7011	Belarus/Japan	Dudchik Y.I., Kolchevsky N.N., Komarov F.F., Kohmura Y., Awaji M., Suzuki Y., Ishikava T.	Glass capillary X-ray lens: Fabrication technique and ray tracing calculations	Nuclear Instruments and Methods in Physics Research A	454	512-519	2000				10.1016/S0168-9002(00)00481-2		
Article from Conference in a Journal		ESRF04FR7074	Germany	Franz H., Hukelmann B., Schneider J.R.	The nuclear-resonance-scattering station at the PETRA II undulator beamline	Hyperfine Interactions	126	397-400	2000				10.1023/A:1012662426884		
Journal article		ESRF03HE7098	Germany	Heinemann U.	Structural genomics in Europe: Slow start, strong finish?	Nature Structural Biology	7	940-942	2000				10.1038/80707		
Journal article		ESRF03HE7053	USA	Hendrickson W.A.	Synchrotron crystallography	Trends in Biochemical Sciences	25	637-643	2000						
Journal article		ESRF03HI7058	Sweden	Hirschauer B., Göthelid M., Davila M., Karlsson U.	Oxidation of Ce on Si(111) studied by high-resolution photoelectron spectroscopy	Surface Science	464	117-122	2000				10.1016/S0039-6028(00)00650-6		
Journal article		ESRF00HO7001	Germany	Hoelzer K., Weckert E., Schroer K.	Properties of an electron-density map derived from a limited number of experimentally determined triplet phases	Acta Crystallographica D	56	322-327	2000				10.1107/S0907444999016716		
Journal article		ESRF03IR7006	USA	Irving T.C., Fischetti R.F., Rosenbaum G., Bunker G.B.	Fiber diffraction using the BioCAT undulator beamline at the Advanced Photon Source	Nuclear Instruments and Methods in Physics Research A	448	250-254	2000		APS (Argonne)		10.1016/S0168-9002(99)00732-9		
Journal article		ESRF03KO7009	Russia	Kovachiov G.A., Malov D.A., Nikitin B.I., Prokudaylo S.B., Chechin A.I.	The electron beam diagnostics by the hard part of the synchrotron radiation spectrum	Nuclear Instruments and Methods in Physics Research A	448	70-72	2000				10.1016/S0168-9002(99)00701-9		
Journal article		ESRF03KR7099	USA	Krishnan S., Price D.L.	X-ray diffraction from levitated liquids	Journal of Physics Condensed Matter	12	R145-R175	2000		NSLS (Brookhaven)		10.1088/0953-8984/12/12/201		
Article from Conference in a Book		ESRF04KU7220		Kuhn P., Garman E., Soltis S.M.	Limitations in macromolecular crystallography due to radiation damage	AIP Conference Proceedings	521	215-218	2000				10.1063/1.1291788		
Article from Conference in a Journal		ESRF03LE7047	Germany	Leiner V., Labergerie D., Siebrecht R., Sutter C., Zabel H.	Investigation of the magnetism in thin single Ho(00.1) films via neutron reflectivity measurements	Physica B	283	167-170	2000				10.1016/S0921-4526(99)01923-7		
Journal article		ESRF06LI7273	Belgium	Libotte H., Gaspard J.P.	Pressure-induced distortion of the beta-Sn phase in silicon: Effects of nonhydrostaticity	Physical Review B	62	7110-7115	2000				10.1103/PhysRevB.62.7110		
Journal article		ESRF03MA7101	UK	Mainwood A.	Recent developments of diamond detectors for particles and UV radiation	Semiconductor Science and Technology	15	R55-R63	2000				10.1088/0268-1242/15/9/201		
Article from Conference in a Journal		ESRF03MA7045	Finland	Manninen S.	Compton scattering: Present status and future	Journal of Physics and Chemistry of Solids	61	335-340	2000				10.1016/S0022-3697(99)00312-1		
Journal article		ESRF06MA7276	Indonesia	Mart T.	Role of P13(1720) in K sigma photoproduction	Physical Review C	62	038201-1-038201-4	2000				10.1103/PhysRevC.62.038201		
Journal article		ESRF05MA7167	USA	Martin R.C., Alderman J.M., Job P.K., Simmons C.M.	Californium-252 neutron damage testing of advanced photon source permanent magnets	Transactions of the American Nuclear Society	84	127-128	2000						
Journal article		ESRF03MA7056	Belgium/Switzerland	Materna T., Jolie J., Mondelaers W., Masschaele B.	Near K-edge measurement of the X-ray attenuation coefficient of heavy elements using a tuneable X-ray source based on an electron LINAC	Radiation Physics and Chemistry	59	449-457	2000				10.1016/S0969-806X(00)00318-2		
Journal article		ESRF04MO7058	Spain	Moron M.C.	Dynamic neutron and synchrotron X-ray powder diffraction methods in the study of chemical processes	Journal of Materials Chemistry	10	2617-2626	2000						
Book chapter		ESRF06MU7065	Germany	Müller G., Berwian P., Buhrig E., Weinert B.	Gaas substrates for high-power diode lasers	Topics in Applied Physics	78	121-171	2000						
Journal article		ESRF03NA7007	France (not ESRF)	Nahon L., Thissen R., Alcaraz C., Corlier M., Peaupardin P., Marteau F., Marcouillé O., Brunelle P.	Commissioning of OPHELIE in the DC mode: An electromagnetic planar/helical crossed VUV undulator at Super-ACO	Nuclear Instruments and Methods in Physics Research A	447	569-586	2000		LURE (Orsay)		10.1016/S0168-9002(99)01278-4		
Article from Conference in a Book		ESRF01NI7009	Australia/Germany	Nikulin A.Y., Zaumseil P.	Phase-retrieval X-ray diffractometry in the case of high- or low-flux radiation source	Proceedings SPIE	4144	193-203	2000				10.1117/12.405892		
Journal article		ESRF05PA7221	Russia	Paryev E.Y.	Subthreshold and near threshold K+ meson photoproduction\newline on nuclei	European Physical Journal A	7	127-137	2000				10.1007/s100500050020		
Journal article		ESRF06PA7059	Russia	Paryev E.Y.	Subthreshold and near-threshold K+-meson photoproduction on nuclei	Physics of Atomic Nuclei	63	1781-1791	2000				10.1134/1.1320148		
Journal article		ESRF06PO7301	USA	Pollmann J., Srajer G., Maser J., Lang J.C., Nelson C.S., Venkataraman C.T., Isaacs E.D.	Characterization of a microfocused circularly polarized X-ray probe	Review of Scientific Instruments	71	2386-2390	2000		APS (Argonne)		10.1063/1.1150625		
Book chapter		ESRF04PO7061	UK	Powell H.R.	Molecular structure from X-ray diffraction	Annual Report on the Progress of Chemistry - Part C	96	139-175	2000				10.1039/b001197p		
Journal article		ESRF04RE7059	Germany/USA	Reisner B.A., Lee Y., Hanson J.C., Jones G.A., Parise J.B., Corbin D.R., Toby B.H., Freitag A., Larese J.Z., Kahlenberg V.	Understanding negative thermal expansion and 'trap door' cation relocations in zeolite rho	Chemical Communications		2221-2222	2000				10.1039/b006929i		
Journal article		ESRF03RI7015	USA	Rice L.M., Earnest T., Brunger A.T.	Single-wavelength anomalous diffraction phasing revisited	Acta Crystallographica D	56	1413-1420	2000		ALS (Berkeley)/SRS (Daresbury)/SSRL (Stanford)		10.1107/S0907444900010039		
Journal article		ESRF03SA7005	Japan	Saeki H., Momose T.	Removal conditions for trapped microparticles in a stored electron beam using electrostatic electrodes	Journal of Vacuum Science and Technology A	18	492-496	2000		Photon Factory (Tsukuba, Japan)				
Journal article		ESRF06SA7271	France (not ESRF)/Italy	Sanfilippo S., Elsinger H., Núñez-Regueiro M., Laborde O., Lefloch S., Affronte M., Olcese G.L., Palenzona A.	Superconducting high pressure CaSi2 phase with Tc up to 14 K	Physical Review B	61	R3800-R3803	2000				10.1103/PhysRevB.61.R3800		
Journal article		ESRF03SC7012	Germany	Schade U., Roeseler A., Korte E.H., Scheer M., Peatman W.B.	Measured characteristics of infrared edge radiation from BESSY II	Nuclear Instruments and Methods in Physics Research A	455	476-486	2000		BESSY (Germany)		10.1016/S0168-9002(00)00507-6		
Journal article		ESRF05SC7214	USA	Schoenlein S.C., Chattopadhyay S., Chong H.H.W., Glover T.E., Heimann P.A., Leemans W.P., Shank C.V., Zholents A., Zolotorev M.	Generation of femtosecond X-ray pulses via laser-electron beam interaction	Applied Physics B, Lasers and Optics	71	1-10	2000		ALS (Berkeley)		10.1007/s003400050067		
Journal article		ESRF03SE7043	Russia	Serebryanaya N.R., Chernozatonskii L.A.	Modelling and interpretation of the experimental data on the 3D polymerized C60 fullerites	Solid State Communications	114	537-541	2000				10.1016/S0038-1098(00)00085-5		
Journal article		ESRF01SM7012	UK	Smith R.	Making hard light sharper	Nature	404	345-347	2000				10.1038/35006194		
Article from Conference in a Journal		ESRF03ST7049	Germany/USA	Streibl M., Wixforth A., Kotthaus J.P., Kadow C., Gossard A.C.	Imaging of carrier dynamics in semiconductor heterostructures by surface acoustic waves	Physica E	6	255-259	2000				10.1016/S1386-9477(99)00137-X		
Journal article		ESRF03SZ7054	Belgium/Hungary	Szalóki I., Toeroek S.B., Ro C.U., Injuk J., Van Grieken R.E.	X-ray spectrometry	Analytical Chemistry	72	211R-233R	2000		ESRF (Grenoble)		10.1021/a1000018h		
Journal article		ESRF03TA7057	Japan	Tamura S., Murai S., Kamijo N., Yoshida K., Kihara H., Suzuki Y.	Focusing efficiency of a multilayer Fresnel zone plate for hard X-ray fabricated by DC sputtering deposition	Vacuum	59	553-558	2000		Photon Factory (Tsukuba, Japan)/SPring-8 (Nishi Harima, Japan)		10.1016/S0042-207X(00)00315-8		
Journal article		ESRF03TO7014	Russia	Tolochko B.P., Kulipanov G.N., Mezentsev N.A., Mischnev S.I.	"Moving source": Feasibility of diffraction experiment with nanosecond time resolution by the fast synchrotron radiation beam scanning	Nuclear Instruments and Methods in Physics Research A	448	228-233	2000				10.1016/S0168-9002(00)00223-0		
Article from Conference in a Journal		ESRF00VA7003	France (not ESRF)	Vacher R., Courtens E., Foret M., Hehlen B., Rat E., Casalta H., Dorner B.	Brillouin scattering of neutrons and X-rays from glasses	Physica B	276-278	427-428	2000				10.1016/S0921-4526(99)01346-0		
Journal article		ESRF06VA7313	The Netherlands/UK	van der Eerden A.M.J., van Bokhoven J.A., Smith A.D., Koningsberger D.C.	Apparatus for in situ X-ray absorption fine structure studies on catalytic systems in the energy range 1000 eV<E<3500 eV	Review of Scientific Instruments	71	3260-3266	2000				10.1063/1.1287634		
Journal article		ESRF03VO7050	UK	Vocadlo L., Geoffrey D., Wood I.G.	Structures and physical properties of epsilon-FeSi-type and CsCl-type RuSi studied by first-principles pseudopotential calculations	Acta Crystallographica B	56	369-376	2000				10.1107/S0108768199013695		
Journal article		ESRF02VR7068	The Netherlands	Vrieling E.G., Beelen T.P.M., van Santen R.A., Gieskes W.	Nanoscale uniformity of pore architecture in diatomaceous silica: A combined small and wide angle X-ray scattering study	Journal of Phycology	36	146-159	2000		SRS (Daresbury)		10.1046/j.1529-8817.2000.99120.x		
Journal article		ESRF06WA7338	UK	Walton R.I., O'Hare D.	Watching solids crystallise using in situ powder diffraction	Chemical Communications		2283-2291	2000				10.1039/b007795j		
Journal article		ESRF03WE7051	Germany	Weber T., Boysen H., Frey F.	Longitudinal positional ordering of n-alkane molecules in urea inclusion compounds	Acta Crystallographica B	56	132-141	2000		HASYLAB (Hambourg)		10.1107/S0108768199010617		
Journal article		ESRF05YA7213	UK	Yates P.C.	Use of a world wide web site evaluation tool in chemistry	Journal of Science Education and Technology	9	357-365	2000				10.1023/A:1009436610356		
Article from Conference in a Book		ESRF08ZH7121	France (not ESRF)	Zhao Q., Didelez J.P., Guidal M., Saghai B.	Role of nucleon resonance excitation in thèta meson photoproduction										
Non-refereed Journal		ESRF99AL7001	Italy/USA	Altarelli M., Schlachter F., Cross J.	Les nouvelles sources de rayons X	Pour la Science	256	74-81	1999						
Journal article		ESRF03AN7136	France (not ESRF)/Greece	Anastassopoulos D.L., Priftis G.D., Vradis A.A., Noudem J.G., Tournier R.	Compton profile anisotropies in Bi1.6Pb0.4Sr2Ca2Cu3O10+x superconductor	Physica C	321	231-236	1999						
Journal article		ESRF01AR7001	Japan/Slovenia/UK/USA	Arcon D., Prassides K., Margadonna S., Maniero A.L., Brunel L.C., Tanigaki K.	Electron spin resonance study of the polymeric phase of Na2RbC60	Physical Review B	60	3856-3861	1999				10.1103/PhysRevB.60.3856		
Journal article		ESRF99BA7002	Germany/Japan	Baron A.Q.R., Kohmura Y., Krishnamurthy V.V., Shvyd'ko Y.V., Ishikawa T.	Beryllium and aluminium refractive collimators for synchrotron radiation	Journal of Synchrotron Radiation	6	953-956	1999						
Journal article		ESRF03BU7137	Germany	Burkel E.	Dynamics of liquid metals studied by inelastic X-ray scattering	Journal of Non-Crystalline Solids	250-252	70-75	1999						
Journal article		ESRF04BU7051	UK	Burzlaff N.I., Rutledge P.J., Clifton I.J., Hensgens C.M.H., Pickford M., Adlington R.M., Roach P.L., Baldwin J.E.	The reaction cycle of isopenicillin N synthase observed by X-ray diffraction	Nature	401	721-724	1999				10.1038/44400		
Journal article		ESRF04CA7119	Italy	Cavallini A., Fraboni B., Pizzini S., Binetti S., Lazzarini L., Salviati G.	Electrical and optical analyses of Er-doped silicon grown by liquid-phase epitaxy	Journal of Luminescence	80	343-346	1999						
Journal article		ESRF03CH7142	France (not ESRF)	Charlot F., Bernard F., Gaffet E., Klein D., Nièpce J.C.	In situ time-resolved diffraction coupled with a thermal i.r. camera to study mechanically activated SHS reaction: case of FeAl binary system	Acta Materialia	47	619-629	1999		LURE (Orsay)		10.1016/S1359-6454(98)00368-1		
Article from Conference in a Journal		ESRF04CH7082	France (not ESRF)/Russia	Chevallier P., Populus P., Firsov A.	Hard X-ray microbeam production with synchrotron radiation : Application to microanalysis	X-Ray Spectrometry	28	348-351	1999				10.1002/(SICI)1097-4539(199909/10)28:5<348::AID-XRS362>3.0.CO;2-W		
Journal article		ESRF04CO7075	France (not ESRF)	Couprie M.E., Nutarelli D., Roux R., Visentin B., Nahon L., Bakker R., Delboulbe A., Billardon M.	Gamma rays produced by intra-cavity inverse Compton scattering of a storage ring free-electron laser	Journal of Physics B	32	5657-5667	1999				10.1088/0953-4075/32/24/303		
Journal article		ESRF03DA7109	France (not ESRF)/UK	Dahaoui S., Jelsch C., Howard J.A.K., Lecomte C.	Charge density study of N-acetyl-L-tyrosine ethyl ester monohydrate derived from CCD area detector data	Acta Crystallographica B	55	226-230	1999				10.1107/S0108768198012099		
Book chapter		ESRF05DI7277	Germany	Dingenouts N., Bolze J., Pötschke D., Ballauff M.	Analysis of polymer latexes by small-angle X-ray scattering	Advances in Polymer Science	144	1-47	1999						
Journal article		ESRF04DO7073	Poland/Spain/UK	Dore J.C., Sliwinski M., Burian A., Howells W.S., Cazorla D.	Structural studies of activated carbons by pulsed neutron diffraction	Journal of Physics Condensed Matter	11	9189-9201	1999				10.1088/0953-8984/11/47/306		
Journal article		ESRF99DO7003	France (not ESRF)	Dos Santos D.S., Miraglia S., Fruchart D.	A high pressure investigation of Pd and the Pd-H system	Journal of Alloys and Compounds	291	L1-L5	1999						
Article from Conference in a Book		ESRF04DR7078	Germany	Drochner M., Kleines H., Wuestner P., Zwoll K.	Application of industrial standard process control equipment in neutron scattering experiments										
Journal article		ESRF04EI7055	France (not ESRF)	Eiler S., Dock-Bregeon A.C., Moulinier L., Thierry J.C., Moras D.	Synthesis of aspartyl-tRNAAsp in Escherichia colia snapshot of the second step	EMBO Journal	18	6532-6541	1999						
Journal article		ESRF03FO7113	France (not ESRF)	Fontaine P., Goldmann M., Rondelez F.	Influence of headgroup cross-linking on chain packing in langmuir monolayers of n-Alkyltrialkoxysilanes	Langmuir	15	1348-1352	1999		LURE (Orsay)		10.1021/la9809933		
Journal article		ESRF03FO7147	France (not ESRF)	Fourme R., Ducruix A., Riès-Kautt M., Capelle B.	Probing the quality of crystals of biological macromolecules using maximum resolution of diffraction data, Bragg reflection profiles and X-ray topographs	Journal of Crystal Growth	196	535-545	1999		LURE (Orsay)				
Journal article		ESRF03FO7117	France (not ESRF)/UK	Fourme R., Shepard W., Schiltz M., Prangé T., Ramin M., Kahn R., de la Fortelle E., Bricogne G.	Better structures from better data through better methods: A review of developments in de novo macromolecular phasing techniques and associated instrumentation at LURE	Journal of Synchrotron Radiation	6	834-844	1999		LURE (Orsay)				
Non-refereed Journal		ESRF05FR7122	Switzerland	Fraser G.	Le Graal de la physique	Courrier du CERN	39	24-26	1999						
Journal article		ESRF03GA7128	France (not ESRF)	Gauthier V., Bernard F., Gaffet E., Josse C., Larpin J.P.	In-situ time resolved X-ray diffraction study of the formation of the nanocrystalline NbAl3 phase by mechanically activated self-propagating high-temperature synthesis reaction	Materials Science and Engineering A	272	334-341	1999		LURE (Orsay)				
Journal article		ESRF03BU7138	Switzerland	Hameri A.P., Nordberg M.	Tendering and contracting of new, emerging technologies	Technovation	19	457-465	1999						
Journal article		ESRF03HA7143	Japan	Harada M., Sakurai K.	K-line X-ray fluorescence analysis of high-Z elements	Spectrochimica Acta B	54	29-39	1999						
Journal article		ESRF05HA7088	Japan/UK	Hasnain S.S., Helliwell J.R., Kamitsubo H.	Synchrotron radiation and structural biology	Journal of Synchrotron Radiation	6	809-811	1999				10.1107/S0909049599007232		
Article from Conference in a Journal		ESRF99SA7004	Japan/UK	Hasnain S.S., Helliwell J.R., Kamitsubo H.	XAFS conference proceedings and JSR	Journal of Synchrotron Radiation	6	121-122	1999						
Journal article		ESRF03HE7118	USA	Hendrickson W.A.	Maturation of MAD phasing for the determination of macromolecular structures	Journal of Synchrotron Radiation	6	845-851	1999		NSLS (Brookhaven)				
Journal article		ESRF04HO7072	Mexico	Horjales E.	Expanding the atomic description of biological systems	Nature Biotechnology	17	1068-1069	1999				10.1038/15052		
Journal article		ESRF04HO7070	UK	Hough M.A., Hasnain S.S.	Crystallographic structures of bovine copper-zinc superoxide dismutase reveal asymmetry in two subunits: functionally important three and five coordinate copper sites captured in the same crystal	Journal of Molecular Biology	287	579-592	1999						
Journal article		ESRF05HO7087	Australia/UK	Howard C.J., Kisi E.H.	Measurement of single-crystal elastic constants by neutron diffraction from polycrystals	Journal of Applied Crystallography	32	624-633	1999				10.1107/S0021889899002393		
Journal article		ESRF03HW7146	Taiwan	Hwang C.S., Yeh S.	Various polarization features of a variably polarized undulator with different phasing modes	Nuclear Instruments and Methods in Physics Research A	420	29-38	1999						
Journal article		ESRF06IO7275	Denmark/USA	Ionescu D.C., Sørensen A.H., Belkacem A.	Inner-shell photoionization at relativistic energies	Physical Review A	59	3527-3537	1999				10.1103/PhysRevA.59.3527		
Journal article		ESRF05JA7236	Belgium/Germany/UK	Janssens K., Vincze L., Vekemans B., Williams C.T., Radtke M., Haller M., Knöchel A.	The non-destructive determination of REE in fossilized bone using synchrotron radiation induced K-line X-ray microfluorescence analysis	Fresenius Journal of Analytic Chemistry	363	413-420	1999		HASYLAB (Hambourg)		10.1007/s002160051212		
Journal article		ESRF03JO7124	USA	Job P.K., Pisharody M., Semones E.	Measurement of absorbed dose by 7-GeV bremsstrahlung in a PMMA phantom	Nuclear Instruments and Methods in Physics Research A	438	540-547	1999		APS (Argonne)				
Journal article		ESRF03JO7119	UK	Johnson L.N., Blundell T.L.	Introductory overview	Journal of Synchrotron Radiation	6	813-815	1999						
Article from Conference in a Journal		ESRF04JO7050	Poland/UK	Jones D.W., Rychlewska U.	Introduction: Organic crystal chemistry X	Journal of Molecular Structure	474	3-7	1999						
Journal article		ESRF06KO7270	Poland	Korecki P., Korecki J., Karás W.	Holography with gamma rays: Simulations versus experiment for alpha-57Fe	Physical Review B	59	6139-6152	1999				10.1103/PhysRevB.59.6139		
Journal article		ESRF03KO7125	Switzerland/USA	Kortright J.B., Awschalom D.D., Stoehr J., Bader S.D., Idzerda Y.U., Parkin S.S.P., Schuller I.K., Siegmann H.C.	Research frontiers in magnetic materials at soft X-ray synchrotron radiation facilities	Journal of Magnetism and Magnetic Materials	207	7-44	1999						
Journal article		ESRF03KO7114	Germany	Kosciesza D., Bartunik H.D.	Extraction of single bunches of synchrotron radiation from storage rings with an X-ray chopper based on a rotating mirror	Journal of Synchrotron Radiation	6	947-952	1999		HASYLAB (Hambourg)				
Journal article		ESRF03KO7129	UK	Kowalski G., Moore M., Nailer S.	Application of X-ray phase-contrast imaging to polycrystalline CVD diamond	Journal of Physics D	32	A166-A171	1999		SRS (Daresbury)		10.1088/0022-3727/32/10A/333		
Journal article		ESRF02LA7042	France (not ESRF)	Laclare J.L., Nadji A.	Characteristics of synchrotron radiation sources										
Journal article		ESRF03LA7121	UK	Laundy D.	News and reports	Journal of Synchrotron Radiation	6	943-944	1999						
Journal article		ESRF06MA7280	Italy	Margaritondo G., Tromba G.	Coherence-based edge diffraction sharpening of X-ray images: A simple model	Journal of Applied Physics	85	3406-3408	1999				10.1063/1.369697		
Journal article		ESRF04MA7052	USA	Martin T.W., Derewenda Z.S.	The name is bond  H bond	Nature Structural Biology	6	403-406	1999				10.1038/8195		
Journal article		ESRF05MC7260	USA	McClain B.R., Yoon M., Litster J.D., Mochrie S.G.J.	Interfacial roughness in a near-critical binary fluid mixture: X-ray reflectivity and near-specular diffuse scattering	European Physical Journal B	10	45-52	1999		NSLS (Brookhaven)		10.1007/s100510050828		
Journal article		ESRF06MO7066	France (not ESRF)	Monceau P.	Electronic properties of quasi-one-dimensional compounds with a charge/spin-density wave ground state	Physics of the Solid State	41	683-687	1999				10.1134/1.1131085		
Journal article		ESRF03MO7123	France (not ESRF)	Mosnier A.	Microwave instability in electron storage rings	Nuclear Instruments and Methods in Physics Research A	438	225-245	1999						
